PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Short_Path,High_Degree_Path,Low_High_Degree_Path
Gene expression (Transcription),,,,,-,Downregulation of SMAD2/3:SMAD4 transcriptional activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186767"",""Degradation of ubiquitinated SKI/SKIL"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,DNA methylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334152"",""DNMT3A:DNMT3L methylates cytosine in DNA"")",Yes,"[3, 36, 46, 14, 1, 4, 71]",7,,,
Gene expression (Transcription),,,,,-,RUNX1 regulates estrogen receptor mediated transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8932033"",""KCTD6 gene expression is stimulated by RUNX1 and ESR1"")",Yes,[58],1,,,
Gene expression (Transcription),,,,,-,Transcriptional regulation by RUNX2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8985343"",""RUNX2 binds SOX9"")",Yes,"[5, 48, 34, 64, 43, 60, 13, 63, 65]",9,,,
Gene expression (Transcription),,,,,-,MECP2 regulates neuronal receptors and channels,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9021951"",""OPRK1 gene expression is stimulated by MECP2"")",Yes,[66],1,,,
Gene expression (Transcription),,,,,-,Transcriptional Regulation by VENTX,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853908"",""VENTX stimulates CSF1R (M-CSF-R) expression"")",Yes,[26],1,,,
Gene expression (Transcription),,,,,-,MECP2 regulates transcription of genes involved in GABA signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9022934"",""GAD1 gene expression is stimulated by MECP2"")",Yes,[66],1,,,
Gene expression (Transcription),,,,,-,MECP2 regulates transcription of genes involved in GABA signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9022942"",""GAD2 gene expression is stimulated by MECP2"")",Yes,[66],1,,,
Gene expression (Transcription),,,,,-,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9617833"",""SOD2 gene expression is stimulated by FOXO4, FOXO3 and FOXO1"")",No,-,-,,,
Gene expression (Transcription),,,,,-,RNA Polymerase II Transcription Elongation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112396"",""Separation of elongating transcript from template"")",Yes,"[3, 36, 46, 14, 4]",5,,,
Gene expression (Transcription),,,,,-,TP53 Regulates Transcription of DNA Repair Genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6806425"",""TP53 stimulates FANCC expression"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,Cyclin E associated events during G1/S transition ,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69562"",""Inactivation of Cyclin E:Cdk2 complexes by p27/p21"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 35, 63, 65, 66]",12,,,
Gene expression (Transcription),,,,,-,Negative regulation of activity of TFAP2 (AP-2) family transcription factors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3234094"",""SUMOylation of TFAP2C with SUMO1"")",Yes,[20],1,,,
Gene expression (Transcription),,,,,-,Regulation of localization of FOXO transcription factors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9614564"",""14-3-3 proteins bind AKT-phosphorylated FOXO4"")",Yes,[75],1,,,
Gene expression (Transcription),,,,,-,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6800816"",""TP53 or TP63 stimulates PERP gene expression"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,RUNX3 regulates CDKN1A transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8878130"",""CDKN1A (p21) gene expression is positively regulated by RUNX3 and ZFHX3"")",No,-,-,,,
Gene expression (Transcription),,,,,-,RUNX2 regulates osteoblast differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939870"",""UCMA gene expression is stimulated by RUNX2 and SP7"")",Yes,"[5, 48, 34, 64, 43, 60, 13, 17, 63, 65]",10,,,
Gene expression (Transcription),,,,,-,Regulation of MECP2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9018594"",""MECP2 binds LBR"")",Yes,[66],1,,,
Gene expression (Transcription),,,,,-,FOXO-mediated transcription of cell cycle genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9620813"",""RBL2 gene expression is stimulated by FOXO1,FOXO3,FOXO4"")",Yes,[11],1,,,
Gene expression (Transcription),,,,,-,RUNX1 regulates transcription of genes involved in differentiation of HSCs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8956676"",""YAP1 binds TP73"")",Yes,"[37, 44]",2,,,
Gene expression (Transcription),,,,,-,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9623192"",""G6PC gene expression is stimulated by FOXO1,FOXO3,FOXO4,FOXO6"")",No,-,-,,,
Gene expression (Transcription),,,,,-,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6801675"",""PLK2 phosphorylates NPM1"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,Activation of the TFAP2 (AP-2) family of transcription factors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8864595"",""TFAP2B homodimer binds YEATS4"")",Yes,[20],1,,,
Gene expression (Transcription),,,,,-,RNA Polymerase II Pre-transcription Events,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113409"",""Abortive termination of early transcription elongation by DSIF:NELF"")",Yes,"[3, 36, 46, 14, 4]",5,,,
Gene expression (Transcription),,,,,-,Transcriptional regulation by small RNAs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5578742"",""AGO1,2:small RNA complexes interact with chromatin"")",Yes,"[3, 36, 46, 14, 33, 1, 2, 4, 71]",9,,,
Gene expression (Transcription),,,,,-,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6802973"",""PLK3 phosphorylates CDC25C"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,PI5P Regulates TP53 Acetylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877692"",""PIN1 binds phosphorylated PIP4K2B"")",Yes,[8],1,,,
Gene expression (Transcription),,,,,-,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6791306"",""TP53 stimulates AIFM2 gene expression"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,DNA methylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334097"",""DNMT3B:DNMT3L methylates cytosine in DNA"")",Yes,"[3, 36, 46, 14, 1, 4, 71]",7,,,
Gene expression (Transcription),,,,,-,Regulation of TP53 Activity through Phosphorylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805126"",""AURKB phosphorylates TP53"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8869560"",""The NOP2 gene expression is repressed by the complex of NPM1 and TFAP2A homodimer"")",Yes,[20],1,,,
Gene expression (Transcription),,,,,-,PRC2 methylates histones and DNA,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-212269"",""DNMT1,3A,3B:PRC2 methylates cytosine and histone H3"")",Yes,"[3, 36, 46, 14, 1, 4, 71]",7,,,
Gene expression (Transcription),,,,,-,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6791235"",""GADD45A binds AURKA"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 53, 63, 65, 66]",12,,,
Gene expression (Transcription),,,,,-,TP53 Regulates Metabolic Genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5632892"",""TP53 stimulates transcription of RRM2B gene"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,RUNX1 regulates transcription of genes involved in differentiation of keratinocytes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8938108"",""SERPINB13 binds cathepsin L"")",Yes,[58],1,,,
Gene expression (Transcription),,,,,-,Downregulation of SMAD2/3:SMAD4 transcriptional activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173545"",""Ubiquitin-dependent degradation of the SMAD complex terminates TGF-beta signaling"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
