First_Reaction,Second_Reaction,First Reaction,Second Reaction,Second Reaction Author
R-HSA-113402,R-HSA-6799097,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799097"",""ATM phosphorylates ZNF420"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6800490,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6800490"",""ATM phosphorylates PIDD1"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6802973,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6802973"",""PLK3 phosphorylates CDC25C"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6805785,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805785"",""AKT phosphorylates PHF20"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6811522,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6811522"",""PI5P is phosphorylated to PI(4,5)P2 by PIP4K2 dimers in the nucleus"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-8877691,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877691"",""MAP2K6 phosphorylates PIP4K2B"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6805640,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805640"",""AKT phosphorylates KAT6A"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-5693609,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5693609"",""ATM phosphorylates TP53 at S15"")","Khanna, KK"
R-HSA-113402,R-HSA-6805276,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805276"",""CDK5 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6805470,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805470"",""AMPK phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-3222020,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3222020"",""NUAK1 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-69685,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69685"",""CHEK2 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6805399,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805399"",""TAF1 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6799246,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799246"",""CHEK1 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6805059,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805059"",""CK2:FACT phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6805126,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805126"",""AURKB phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-3239014,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3239014"",""MAPKAPK5 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6799409,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799409"",""HIPK2 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6805109,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805109"",""CDK2 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6805103,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805103"",""AURKA phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-3222006,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3222006"",""STK11 (LKB1) phosphorylates NUAK1"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6798372,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798372"",""ATM phosphorylates DYRK2"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6799332,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799332"",""ATR phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6805285,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805285"",""PLK3 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6798374,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798374"",""DYRK2 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6805479,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805479"",""TP53RK phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6804955,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804955"",""ATM phosphorylates MDM2"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-349426,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-349426"",""Phosphorylation of MDM4 by CHEK2"")","Matthews, L"
R-HSA-113402,R-HSA-6793661,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6793661"",""(CDK1,CDK2):CCNA phosphorylates MDM2 at T218"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-349455,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-349455"",""Phosphorylation of MDM4 by ATM"")","Matthews, L"
R-HSA-113402,R-HSA-6804276,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804276"",""ATM phosphorylates TTC5"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6804266,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804266"",""CHEK2 phosphorylates TTC5"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-6797606,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6797606"",""CDK12 phosphorylates RNA Pol II CTD at DNA repair genes"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-2176475,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2176475"",""Phosphorylation of SMAD2 and SMAD3 linker regions by CDK8 or CDK9"")","Orlic-Milacic, M"
R-HSA-113402,R-HSA-9613494,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613494"",""Unwinding of DNA for the Nascent Transcript: Second Transition"")","Timmers, HTM"
R-HSA-113402,R-HSA-75949,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75949"",""RNA Polymerase II Promoter Opening: First Transition"")","Timmers, HTM"
R-HSA-113402,R-HSA-73722,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73722"",""Phosphorylation of UBF-1:rDNA Promoter"")","Comai, L"
R-HSA-113412,R-HSA-77071,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-77071"",""Phosphorylation (Ser5) of RNA pol II CTD"")","Buratowski, S"
R-HSA-113412,R-HSA-112381,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112381"",""Hyperphosphorylation (Ser2) of RNA Pol II CTD by P-TEFb complex"")","Gopinathrao, G"
R-HSA-113412,R-HSA-6814549,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814549"",""Pre-snRNA transcript initiation, Integrator binding, LEC binding"")","May, B"
R-HSA-113412,R-HSA-6814559,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814559"",""Pre-snRNA is elongated and capped with 7-methylguanosine"")","May, B"
R-HSA-113412,R-HSA-6810233,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6810233"",""CDK7 phosphorylates serine-5 and serine-7 of heptad repeats in C-terminal domain of RNA polymerase II at snRNA promoter"")","May, B"
R-HSA-113412,R-HSA-9007539,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9007539"",""CHEK1 phosphorylates E2F6"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-8956659,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8956659"",""ABL1 phosphorylates YAP1"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-8937728,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937728"",""SRC phosphorylates RUNX1"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-8878054,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8878054"",""HIPK2 phosphorylates RUNX1"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-8878050,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8878050"",""HIPK2 phosphorylates RUNX1 and EP300"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-199299,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-199299"",""AKT phosphorylates FOXO transcription factors"")","Annibali, D"
R-HSA-113412,R-HSA-8939963,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939963"",""Activated AKT phosphorylates RUNX2"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-9008480,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008480"",""GSK3B phosphorylates RUNX2"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-9008412,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008412"",""CDK4 phosphorylates RUNX2"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-9009282,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9009282"",""CDK1 phosphorylates RUNX2"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-9009208,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9009208"",""Activated ERKs phosphorylate RUNX2"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-9022314,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9022314"",""HIPK2 phosphorylates MECP2"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-8986937,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8986937"",""MECP2 is phosphorylated at T308"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-9023132,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9023132"",""AURKB phosphorylates MECP2 at S423"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-9006992,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9006992"",""MECP2 is phosphorylated at S423"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6799097,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799097"",""ATM phosphorylates ZNF420"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6800490,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6800490"",""ATM phosphorylates PIDD1"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6802973,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6802973"",""PLK3 phosphorylates CDC25C"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6805785,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805785"",""AKT phosphorylates PHF20"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6811522,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6811522"",""PI5P is phosphorylated to PI(4,5)P2 by PIP4K2 dimers in the nucleus"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-8877691,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877691"",""MAP2K6 phosphorylates PIP4K2B"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6805640,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805640"",""AKT phosphorylates KAT6A"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-5693609,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5693609"",""ATM phosphorylates TP53 at S15"")","Khanna, KK"
R-HSA-113412,R-HSA-6805276,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805276"",""CDK5 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6805470,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805470"",""AMPK phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-3222020,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3222020"",""NUAK1 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-69685,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69685"",""CHEK2 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6805399,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805399"",""TAF1 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6799246,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799246"",""CHEK1 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6805059,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805059"",""CK2:FACT phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6805126,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805126"",""AURKB phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-3239014,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3239014"",""MAPKAPK5 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6799409,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799409"",""HIPK2 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6805109,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805109"",""CDK2 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6805103,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805103"",""AURKA phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-3222006,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3222006"",""STK11 (LKB1) phosphorylates NUAK1"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6798372,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798372"",""ATM phosphorylates DYRK2"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6799332,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799332"",""ATR phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6805285,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805285"",""PLK3 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6798374,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798374"",""DYRK2 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6805479,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805479"",""TP53RK phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6804955,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804955"",""ATM phosphorylates MDM2"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-349426,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-349426"",""Phosphorylation of MDM4 by CHEK2"")","Matthews, L"
R-HSA-113412,R-HSA-6793661,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6793661"",""(CDK1,CDK2):CCNA phosphorylates MDM2 at T218"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-349455,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-349455"",""Phosphorylation of MDM4 by ATM"")","Matthews, L"
R-HSA-113412,R-HSA-6804276,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804276"",""ATM phosphorylates TTC5"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6804266,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804266"",""CHEK2 phosphorylates TTC5"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-6797606,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6797606"",""CDK12 phosphorylates RNA Pol II CTD at DNA repair genes"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-2176475,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2176475"",""Phosphorylation of SMAD2 and SMAD3 linker regions by CDK8 or CDK9"")","Orlic-Milacic, M"
R-HSA-113412,R-HSA-9613494,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613494"",""Unwinding of DNA for the Nascent Transcript: Second Transition"")","Timmers, HTM"
R-HSA-113412,R-HSA-75949,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75949"",""RNA Polymerase II Promoter Opening: First Transition"")","Timmers, HTM"
R-HSA-113412,R-HSA-73722,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""Pol II elongation complex moves on the template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73722"",""Phosphorylation of UBF-1:rDNA Promoter"")","Comai, L"
R-HSA-113429,R-HSA-77071,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-77071"",""Phosphorylation (Ser5) of RNA pol II CTD"")","Buratowski, S"
R-HSA-113429,R-HSA-6814559,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814559"",""Pre-snRNA is elongated and capped with 7-methylguanosine"")","May, B"
