First_Reaction,Second_Reaction,Second_Reaction_Author,SBGN_Status,Cyclic?,Expected_Release,Review_Status,Approved/Rejected,Reasons_for_Rejection,Other_Comments
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,GCL ligates L-Glu to L-Cys,"Jassal, B",Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,FPGS-2 transforms 5-methyl-THF to 5-methyl-THFPG,,Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,FPGS-2 transforms THF to THFPG,,Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL],,Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,"poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]","D'Eustachio, P",Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,"glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]",,Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,"poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]","D'Eustachio, P",Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix],"D'Eustachio, P",Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,"SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp","D'Eustachio, P",Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,"D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+",,Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,p-hydroxyphenylpyruvate + glutamate <=> tyrosine + alpha-ketoglutarate,"D'Eustachio, P",Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,oxaloacetate + glutamate <=> aspartate + alpha-ketoglutarate [GOT1],,Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,PXLP-K200-PSAT1 dimer transfers amino group from L-Glu to 3POPA,"Stephan, R",Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,"a-ketoisocaproate, a-keto-b-methylvalerate, or a-ketoisovalerate + glutamate <=> leu, ile, or val + alpha-ketoglutarate [BCAT1]","D'Eustachio, P",Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,"N-acetylaspartylglutamate synthase A ligates NAA, L-Glu forming NAAG","Jupe, S",Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,glutamate + NH4+ + ATP => glutamine + ADP + orthophosphate [GLUL],,Different,TRUE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,MTA is cleaved and phosphorylated,"Stephan, R",Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,PXLP-K314-GPT transaminates PYR to form L-Ala,,Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Different,FALSE,,,,,
FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi,(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Different,FALSE,,,,,
GAR + 10-Formyl-THF => FGAR + THF,SLC25A32 transports THF from cytosol to mitochondrial matrix,,Different,FALSE,,,,,
GAR + 10-Formyl-THF => FGAR + THF,FPGS-2 transforms THF to THFPG,,Different,FALSE,,,,,
GAR + 10-Formyl-THF => FGAR + THF,N-formiminoglutamate + tetrahydrofolate => glutamate + 5-formiminotetrahydrofolate,"D'Eustachio, P",Different,FALSE,,,,,
GAR + 10-Formyl-THF => FGAR + THF,"dUMP + N5,N10-methylene tetrahydrofolate => TMP + dihydrofolate",,Different,FALSE,,,,,
5-Phosphoribosylamine + Glycine + ATP => GAR + ADP + Pi,glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL],,Different,FALSE,,,,,
5-Phosphoribosylamine + Glycine + ATP => GAR + ADP + Pi,"poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]","D'Eustachio, P",Different,FALSE,,,,,
5-Phosphoribosylamine + Glycine + ATP => GAR + ADP + Pi,"glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]",,Different,FALSE,,,,,
5-Phosphoribosylamine + Glycine + ATP => GAR + ADP + Pi,"poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]","D'Eustachio, P",Different,FALSE,,,,,
5-Phosphoribosylamine + Glycine + ATP => GAR + ADP + Pi,malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix],"D'Eustachio, P",Different,FALSE,,,,,
5-Phosphoribosylamine + Glycine + ATP => GAR + ADP + Pi,"D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+",,Different,FALSE,,,,,
5-Phosphoribosylamine + Glycine + ATP => GAR + ADP + Pi,D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
5-Phosphoribosylamine + Glycine + ATP => GAR + ADP + Pi,MTA is cleaved and phosphorylated,"Stephan, R",Different,FALSE,,,,,
5-Phosphoribosylamine + Glycine + ATP => GAR + ADP + Pi,(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,,,,
5-Phosphoribosylamine + Glycine + ATP => GAR + ADP + Pi,(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,,,,
5-Phosphoribosylamine + Glycine + ATP => GAR + ADP + Pi,thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Different,FALSE,,,,,
5-Phosphoribosylamine + Glycine + ATP => GAR + ADP + Pi,(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Different,FALSE,,,,,
5-phospho-alpha-D-ribose 1-diphosphate (PRPP) + H2O + L-glutamine <=> 5-phosphoribosylamine + L-glutamate +pyrophosphate,GCL ligates L-Glu to L-Cys,"Jassal, B",Different,FALSE,,,,,
5-phospho-alpha-D-ribose 1-diphosphate (PRPP) + H2O + L-glutamine <=> 5-phosphoribosylamine + L-glutamate +pyrophosphate,FPGS-2 transforms 5-methyl-THF to 5-methyl-THFPG,,Different,FALSE,,,,,
5-phospho-alpha-D-ribose 1-diphosphate (PRPP) + H2O + L-glutamine <=> 5-phosphoribosylamine + L-glutamate +pyrophosphate,FPGS-2 transforms THF to THFPG,,Different,FALSE,,,,,
5-phospho-alpha-D-ribose 1-diphosphate (PRPP) + H2O + L-glutamine <=> 5-phosphoribosylamine + L-glutamate +pyrophosphate,"SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp","D'Eustachio, P",Different,FALSE,,,,,
5-phospho-alpha-D-ribose 1-diphosphate (PRPP) + H2O + L-glutamine <=> 5-phosphoribosylamine + L-glutamate +pyrophosphate,p-hydroxyphenylpyruvate + glutamate <=> tyrosine + alpha-ketoglutarate,"D'Eustachio, P",Different,FALSE,,,,,
5-phospho-alpha-D-ribose 1-diphosphate (PRPP) + H2O + L-glutamine <=> 5-phosphoribosylamine + L-glutamate +pyrophosphate,oxaloacetate + glutamate <=> aspartate + alpha-ketoglutarate [GOT1],,Different,FALSE,,,,,
5-phospho-alpha-D-ribose 1-diphosphate (PRPP) + H2O + L-glutamine <=> 5-phosphoribosylamine + L-glutamate +pyrophosphate,PXLP-K200-PSAT1 dimer transfers amino group from L-Glu to 3POPA,"Stephan, R",Different,FALSE,,,,,
5-phospho-alpha-D-ribose 1-diphosphate (PRPP) + H2O + L-glutamine <=> 5-phosphoribosylamine + L-glutamate +pyrophosphate,"a-ketoisocaproate, a-keto-b-methylvalerate, or a-ketoisovalerate + glutamate <=> leu, ile, or val + alpha-ketoglutarate [BCAT1]","D'Eustachio, P",Different,FALSE,,,,,
5-phospho-alpha-D-ribose 1-diphosphate (PRPP) + H2O + L-glutamine <=> 5-phosphoribosylamine + L-glutamate +pyrophosphate,"N-acetylaspartylglutamate synthase A ligates NAA, L-Glu forming NAAG","Jupe, S",Different,FALSE,,,,,
5-phospho-alpha-D-ribose 1-diphosphate (PRPP) + H2O + L-glutamine <=> 5-phosphoribosylamine + L-glutamate +pyrophosphate,glutamate + NH4+ + ATP => glutamine + ADP + orthophosphate [GLUL],,Different,TRUE,,,,,
5-phospho-alpha-D-ribose 1-diphosphate (PRPP) + H2O + L-glutamine <=> 5-phosphoribosylamine + L-glutamate +pyrophosphate,PXLP-K314-GPT transaminates PYR to form L-Ala,,Different,FALSE,,,,,
acetoacetic acid + NADH + H+ <=> beta-hydroxybutyrate + NAD+,D-beta hydroxybutyrate+NAD+ <=> acetoacetate+NADH+H+,,Same,TRUE,,,,,
2 acetyl-CoA <=> acetoacetyl-CoA + CoA,acetoacetyl-CoA + CoA <=> 2 acetyl-CoA,,Same,TRUE,,,,,
D-beta hydroxybutyrate+NAD+ <=> acetoacetate+NADH+H+,acetoacetic acid + NADH + H+ <=> beta-hydroxybutyrate + NAD+,,Same,TRUE,,,,,
"OXCT dimers transfer CoA from SUCC-CoA to ACA, forming ACA-CoA",acetoacetyl-CoA+acetyl-CoA => HMG-CoA + CoASH,,Same,FALSE,,,,,
"OXCT dimers transfer CoA from SUCC-CoA to ACA, forming ACA-CoA",Succinate <=> Fumarate (with FAD redox reaction on enzyme),,Different,FALSE,,,,,
HMG CoA => acetoacetic acid + acetyl CoA,"OXCT dimers transfer CoA from SUCC-CoA to ACA, forming ACA-CoA","Gopinathrao, G",Same,FALSE,,,,,
HMG CoA => acetoacetic acid + acetyl CoA,2 acetyl-CoA <=> acetoacetyl-CoA + CoA,,Same,FALSE,,,,,
HMG CoA => acetoacetic acid + acetyl CoA,acetoacetyl-CoA+acetyl-CoA => HMG-CoA + CoASH,,Same,TRUE,,,,,
HMG CoA => acetoacetic acid + acetyl CoA,ACAA2 tetramer transfers acyl group from Ac-CoA to acyl-CoA forming 3OA-CoA and CoA-SH,"Jassal, B",Different,FALSE,,,,,
HMG CoA => acetoacetic acid + acetyl CoA,Acetyl-CoA + H2O + Oxaloacetate => Citrate + CoA,,Different,FALSE,,,,,
HMG CoA => acetoacetic acid + acetyl CoA,PDK isoforms phosphorylate lipo-PDH,"Gopinathrao, G",Different,FALSE,,,,,
HMG CoA => acetoacetic acid + acetyl CoA,Pyruvate + CO2 + ATP => ADP + Orthophosphate + Oxaloacetate,,Different,FALSE,,,,,
HMG CoA => acetoacetic acid + acetyl CoA,"NAT8L transfers acetyl group from Ac-CoA to L-Asp, forming NAA","Jassal, B",Different,FALSE,,,,,
HMG CoA => acetoacetic acid + acetyl CoA,glutamate + acetyl CoA => N-acetyl glutamate + CoA,"D'Eustachio, P",Different,FALSE,,,,,
acetoacetyl-CoA + CoA <=> 2 acetyl-CoA,2 acetyl-CoA <=> acetoacetyl-CoA + CoA,,Same,TRUE,,,,,
acetoacetyl-CoA + CoA <=> 2 acetyl-CoA,acetoacetyl-CoA+acetyl-CoA => HMG-CoA + CoASH,,Same,FALSE,,,,,
acetoacetyl-CoA + CoA <=> 2 acetyl-CoA,ACAA2 tetramer transfers acyl group from Ac-CoA to acyl-CoA forming 3OA-CoA and CoA-SH,"Jassal, B",Different,FALSE,,,,,
acetoacetyl-CoA + CoA <=> 2 acetyl-CoA,Acetyl-CoA + H2O + Oxaloacetate => Citrate + CoA,,Different,FALSE,,,,,
acetoacetyl-CoA + CoA <=> 2 acetyl-CoA,PDK isoforms phosphorylate lipo-PDH,"Gopinathrao, G",Different,FALSE,,,,,
acetoacetyl-CoA + CoA <=> 2 acetyl-CoA,Pyruvate + CO2 + ATP => ADP + Orthophosphate + Oxaloacetate,,Different,FALSE,,,,,
acetoacetyl-CoA + CoA <=> 2 acetyl-CoA,"NAT8L transfers acetyl group from Ac-CoA to L-Asp, forming NAA","Jassal, B",Different,FALSE,,,,,
acetoacetyl-CoA + CoA <=> 2 acetyl-CoA,glutamate + acetyl CoA => N-acetyl glutamate + CoA,"D'Eustachio, P",Different,FALSE,,,,,
(2'-deoxy)adenosine + H2O => (2'-deoxy)inosine + NH4+ (ADA),glutamate + NH4+ + ATP => glutamine + ADP + orthophosphate [GLUL],,Different,FALSE,,,,,
(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),hypoxanthine + (deoxy)ribose 1-phosphate <=> (deoxy)inosine + orthophosphate (NP),,Different,TRUE,,,,,
Hypoxanthine + H2O + O2 => Xanthine + H2O2,DeHA hydrolyses to threonate and oxalate,"Stephan, R",Different,FALSE,,,,,
(d)GMP or (d)IMP + H2O => (2'-deoxy)guanosine or (2'-deoxy)inosine + orthophosphate (NT5C2),glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL],,Different,FALSE,,,,,
(d)GMP or (d)IMP + H2O => (2'-deoxy)guanosine or (2'-deoxy)inosine + orthophosphate (NT5C2),"poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]","D'Eustachio, P",Different,FALSE,,,,,
(d)GMP or (d)IMP + H2O => (2'-deoxy)guanosine or (2'-deoxy)inosine + orthophosphate (NT5C2),"glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]",,Different,FALSE,,,,,
(d)GMP or (d)IMP + H2O => (2'-deoxy)guanosine or (2'-deoxy)inosine + orthophosphate (NT5C2),"poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]","D'Eustachio, P",Different,FALSE,,,,,
(d)GMP or (d)IMP + H2O => (2'-deoxy)guanosine or (2'-deoxy)inosine + orthophosphate (NT5C2),malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix],"D'Eustachio, P",Different,FALSE,,,,,
(d)GMP or (d)IMP + H2O => (2'-deoxy)guanosine or (2'-deoxy)inosine + orthophosphate (NT5C2),"D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+",,Different,FALSE,,,,,
(d)GMP or (d)IMP + H2O => (2'-deoxy)guanosine or (2'-deoxy)inosine + orthophosphate (NT5C2),D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
(d)GMP or (d)IMP + H2O => (2'-deoxy)guanosine or (2'-deoxy)inosine + orthophosphate (NT5C2),MTA is cleaved and phosphorylated,"Stephan, R",Different,FALSE,,,,,
(d)GMP or (d)IMP + H2O => (2'-deoxy)guanosine or (2'-deoxy)inosine + orthophosphate (NT5C2),(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Same,FALSE,,,,,
(d)GMP or (d)IMP + H2O => (2'-deoxy)guanosine or (2'-deoxy)inosine + orthophosphate (NT5C2),thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Same,FALSE,,,,,
(d)GMP or (d)IMP + H2O => (2'-deoxy)guanosine or (2'-deoxy)inosine + orthophosphate (NT5C2),(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Same,FALSE,,,,,
(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),guanine + (deoxy)ribose 1-phosphate <=> (deoxy)guanosine + orthophosphate (NP),,Different,TRUE,,,,,
Guanine + H2O => Xanthine + NH4+,glutamate + NH4+ + ATP => glutamine + ADP + orthophosphate [GLUL],,Different,FALSE,,,,,
Xanthine + H2O + O2 => Urate + H2O2,DeHA hydrolyses to threonate and oxalate,"Stephan, R",Different,FALSE,,,,,
uracil + (deoxy)ribose 1-phosphate <=> (deoxy)uridine + orthophosphate [UPP],glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL],,Different,FALSE,,,,,
uracil + (deoxy)ribose 1-phosphate <=> (deoxy)uridine + orthophosphate [UPP],"poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]","D'Eustachio, P",Different,FALSE,,,,,
uracil + (deoxy)ribose 1-phosphate <=> (deoxy)uridine + orthophosphate [UPP],"glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]",,Different,FALSE,,,,,
uracil + (deoxy)ribose 1-phosphate <=> (deoxy)uridine + orthophosphate [UPP],"poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]","D'Eustachio, P",Different,FALSE,,,,,
uracil + (deoxy)ribose 1-phosphate <=> (deoxy)uridine + orthophosphate [UPP],malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix],"D'Eustachio, P",Different,FALSE,,,,,
uracil + (deoxy)ribose 1-phosphate <=> (deoxy)uridine + orthophosphate [UPP],"D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+",,Different,FALSE,,,,,
uracil + (deoxy)ribose 1-phosphate <=> (deoxy)uridine + orthophosphate [UPP],D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
uracil + (deoxy)ribose 1-phosphate <=> (deoxy)uridine + orthophosphate [UPP],MTA is cleaved and phosphorylated,"Stephan, R",Different,FALSE,,,,,
uracil + (deoxy)ribose 1-phosphate <=> (deoxy)uridine + orthophosphate [UPP],(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Different,TRUE,,,,,
uracil + (deoxy)ribose 1-phosphate <=> (deoxy)uridine + orthophosphate [UPP],(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),,Different,TRUE,,,,,
uracil + (deoxy)ribose 1-phosphate <=> (deoxy)uridine + orthophosphate [UPP],thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Different,TRUE,,,,,
uracil + (deoxy)ribose 1-phosphate <=> (deoxy)uridine + orthophosphate [UPP],(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Different,TRUE,,,,,
(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),"uracil + NADPH + H+ => 5,6-dihydrouracil + NADP+",,Same,FALSE,,,,,
(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),uracil + (deoxy)ribose 1-phosphate <=> (deoxy)uridine + orthophosphate [UPP],,Different,TRUE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,HMGCS1 condenses Ac-CoA and ACA-CoA to form bHMG-CoA,"Jassal, B",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,ACAT2 condenses 2 Ac-CoA to form ACA-CoA,"Jassal, B",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,acetyl-CoA + 7 malonyl-CoA + 14 NADHP + 14 H+ => palmitate + 7 CO2 + 14 NADP+ + 8 CoASH + 6 H2O,"Joshi-Tope, G",Same,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,Cho is acetylated to AcCho by CHAT,"Mahajan, SS",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,The acetyl group from acetyl-CoA is transferred to the NAT2,"Jassal, B",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,The acetyl group from acetyl-CoA is transferred to the NAT1,"Jassal, B",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,"Unknown NAT transfers COCH3 to AFXBO-C, AFNBO-C","Jassal, B",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL],,Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,"poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]","D'Eustachio, P",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,"glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]",,Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,"poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]","D'Eustachio, P",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,HGSNAT oligomer acetylates Heparan chain(1),"Jassal, B",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,HGSNAT oligomer acetylates Heparan sulfate chain(3),"Jassal, B",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix],"D'Eustachio, P",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,oxaloacetate + GTP => phosphoenolpyruvate + GDP + CO2 [cytosol],,Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,"D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+",,Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,phosphoenolpyruvate + ADP => pyruvate + ATP,"D'Eustachio, P",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,oxaloacetate + glutamate <=> aspartate + alpha-ketoglutarate [GOT1],,Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,Spermine  => N-acetylated spermine,"Gopinathrao, G",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,Spermidine  => N-acetylated spermidine,"Gopinathrao, G",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,MTA is cleaved and phosphorylated,"Stephan, R",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,N-acetylation of serotonin,"Jassal, B",Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Different,FALSE,,,,,
ACLY tetramer transforms CIT to Ac-CoA,(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Different,FALSE,,,,,
Transport of Citrate from Mitochondrial Matrix to cytosol,acetyl-CoA + bicarbonate + ATP => malonyl-CoA + H2O + ADP + orthophosphate,"Gopinathrao, G",Same,FALSE,,,,,
Transport of Citrate from Mitochondrial Matrix to cytosol,Btn-ACACA:2Mn2+ polymer carboxylates Ac-CoA to form Mal-CoA,"Gopinathrao, G",Different,FALSE,,,,,
Transport of Citrate from Mitochondrial Matrix to cytosol,Btn-ACACB:2Mn2+ polymer carboxylates Ac-CoA to form Mal-CoA,"Jassal, B",Different,FALSE,,,,,
Transport of Citrate from Mitochondrial Matrix to cytosol,(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,,Different,FALSE,,,,,
Transport of Citrate from Mitochondrial Matrix to cytosol,ME2:Mg2+ tetramer oxidatively decarboxylates MAL to PYR,"Jassal, B",Different,FALSE,,,,,
Transport of Citrate from Mitochondrial Matrix to cytosol,ME3:Mg2+ tetramer oxidatively decarboxylates MAL to PYR,"Jassal, B",Different,FALSE,,,,,
Transport of Citrate from Mitochondrial Matrix to cytosol,(S)-Malate <=> Fumarate + H2O,"D'Eustachio, P",Different,FALSE,,,,,
Transport of Citrate from Mitochondrial Matrix to cytosol,malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix],"D'Eustachio, P",Different,TRUE,,,,,
Transport of Citrate from Mitochondrial Matrix to cytosol,malate [mitochondrial matrix] + alpha-ketoglutarate [cytosol] <=> malate [cytosol] + alpha-ketoglutarate [mitochondrial matrix],"D'Eustachio, P",Different,TRUE,,,,,
Transport of Citrate from Mitochondrial Matrix to cytosol,phosphoenolpyruvate [mitochondrial matrix] + citrate [cytosol] => phosphoenolpyruvate [cytosol] + citrate [mitochondrial matrix],"D'Eustachio, P",Different,TRUE,,,,,
