First_Reaction,Second_Reaction,Second_Reaction_Author,SBGN_Status,Cyclic?,Expected_Release,Review_Status,Approved/Rejected,Reasons_for_Rejection,Other_Comments
IL12A gene transcription and translation,EBI3:CANX binds IL12A,"Duenas, C",Same,FALSE,,Completed,Approved,,
OAS3 produces oligoadenylates,"Viral 2',5'-PDE cleaves 2'-5' oligoadenylates","Shamovsky, V",Same,FALSE,,,,,
OAS3 produces oligoadenylates,PDE12 cleaves 2'-5' oligoadenylates,"Shamovsky, V",Same,FALSE,,,,,
OAS2 produces oligoadenylates,"Viral 2',5'-PDE cleaves 2'-5' oligoadenylates","Shamovsky, V",Same,FALSE,,,,,
OAS2 produces oligoadenylates,PDE12 cleaves 2'-5' oligoadenylates,"Shamovsky, V",Same,FALSE,,,,,
"p-Y701-STAT1, p-Y705-STAT3, p-Y649-STAT5 dissociates from IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:p-Y705-STAT3","IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3 binds STAT1, STAT3, STAT5A or STAT5B","Duenas, C",Same,FALSE,,Completed,Rejected,Dissociation of the complex with the release of an input of R-HSA-8985929,
"p-STAT1, p-Y-STAT2, p-STAT3, p-STAT4, p-STAT5 dissociates from IFNL1:p-Y343,Y517-IFNLR1:p-JAK1:IL10RB:p-TYK2:p-STAT1,p-STAT2,p-STAT3,p-STAT4,p-STAT5","IFNL1:p-Y434,Y517-IFNLR1:p-JAK1:IL10RB:p-TYK2 binds STAT1, STAT2, STAT3, STAT4, STAT5","Duenas, C",Same,FALSE,,Completed,Rejected,release of activated STATs from the IFNL1complex,
"p-STAT3 dissociates from IL20:IL20RA:JAK1:IL20RB:p-Y1007,Y1008-JAK2,p-JAK3","IL20:IL20RA:JAK1:IL20RB:p‑JAK2,p‑JAK3 binds STAT3","Duenas, C",Same,FALSE,,Completed,Rejected,release of activated STAT3 from the IL20R complex,
p-STAT3 dissociates from IL24:IL22RA1:p‑JAK1:IL20RB:p‑STAT3,IL24:IL22RA1:p-JAK1:IL20RB binds STAT3,"Duenas, C",Same,FALSE,,Completed,Rejected,release of activated STAT3 from the IL24R complex,
IL10RB binds TYK2,IL10 dimer:2xIL10RA1:JAK1 binds IL10RB:TYK2,"Jupe, S",Different,FALSE,,Completed,Approved,,
p-STAT1 and p-STAT3 dissociates from IL26:IL10RB:p-TYK2:IL20RA:p-JAK1,"IL26:IL10RB:p-TYK2:IL20RA:p-JAK1 binds STAT1, STAT3","Duenas, C",Same,FALSE,,Completed,Rejected,release of activated STAT1/3 from the IL26R complex,
"p-Y705-STAT3 dissociates from  IL22:p-Y251,p-Y301-IL22RA1:p-JAK1:IL10RB:p-TYK2:p-Y705-STAT3","IL22:p-Y251,p-Y301-IL22RA1:p-JAK1:PTPN11:IL10RB:p-TYK2 binds STAT3","Duenas, C",Same,FALSE,,,,,
"p-Y705-STAT3 dissociates from  IL22:p-Y251,p-Y301-IL22RA1:p-JAK1:IL10RB:p-TYK2:p-Y705-STAT3",p-STAT1 binds p-STAT3,"Duenas, C",Different,FALSE,,,,,
"p-Y705-STAT3 dissociates from  IL22:p-Y251,p-Y301-IL22RA1:p-JAK1:IL10RB:p-TYK2:p-Y705-STAT3",p-Y705-STAT3 binds p-Y693-STAT4,"Duenas, C",Different,FALSE,,,,,
"p-STAT1,p-STAT3 dissociate from IL24:IL20RA:p-Y1022,Y1023-JAK1:IL20RB:p-STAT1, p-STAT3","IL24:p-IL20RA:p-JAK1:IL20RB binds STAT1,STAT3","Duenas, C",Same,FALSE,,Completed,Rejected,release of activated STAT1/3 from the IL20R complex,
IL1F10(?-152) binds IL1RAPL1,MAPK8 phosphorylation,"Varusai, TM",Same,FALSE,,,,"??? the events are connected by the negative regulation instance; When negative regulator is present then R-HSA-9008587 is a preceding event; In general, these two events may happen simultaneously.",
"IL37, IL37(?-218) binds IL18BP",IL18:IL18R1 binds IL18RAP,"Jupe, S",Same,FALSE,,,,"??? the events are connected by the negative regulation instance; When negative regulator is present then R-HSA-9008587 is a preceding event; In general, these two events may happen simultaneously.",
STAT3 phosphorylation,p-Y-STAT3 binds p-STAT5,"Duenas, C",Different,FALSE,,,,???,
STAT3 phosphorylation,p-Y701-STAT1 binds p-Y705-STAT3,"Duenas, C",Different,FALSE,,Completed,Rejected,???? IL9 and IL37 signalig pathways. Not sure if STAT1 is involved in the IL37 signaling pathway,
IL37(1-?) and IL37 (?-) dissocates from IL37(1-?):IL37(?-218):CASP1(120-197):CASP1(317-404),Interleukin-1 family precursors are cleaved by caspase-1,"Ray, KP",Different,FALSE,,Completed,Rejected,Release of components during dissociation of the complex.,
"DDX41 binds bacterial c-di-AMP, c-di-GMP",STING recruits TBK1 and IRF3,"Shamovsky, V",Same,FALSE,,,,,
Phosphorylation of IRF-3/IRF7 and their release from the activated TLR3 complex,IRF3/IRF7 recruitment to p-TBK1/p-IKK epsilon bound to the activated TLR3,"de Bono, B",Same,TRUE,,,,,
K63-linked ubiquitination of RIP1 bound to the activated TLR complex,IKBKG subunit of IKK complex binds K63pUb- RIP1 within the TLR3 complex,"Shamovsky, V",Same,FALSE,,,,,
Release of p-STAT2:p-STAT1 dimer,Recruitment of STAT2 to p-IFNAR1,"Garapati, P V",Same,FALSE,,Completed,Rejected,909722 - is a dissociation with a release of an active component from the receptor complex (input of 909719),
Inhibition of JAK kinase activity by SOCS1/3,Activation of JAK kinases,"Garapati, P V",Same,FALSE,,Completed,Rejected,912680 is a regulation event that happens after 909729; the input complex in 912680 needs to replaced since SOCS1/3 bind to phosphorylated forms of JAKs,
Phosphorylation and release of IRF3/IRF7,"Recruitment of IRF3,IRF7","Garapati, P V",Same,TRUE,,,,,
Phosphorylated STAT5 is released,"Phosphorylation of IL2RB Y338, Y392 or Y510 enables STAT recruitment","Ray, KP",Same,FALSE,,Completed,Rejected,release of activated STAT5 from the IL2:IL2R complex,
Phosphorylated STAT5 is released,Phosphorylation of IL2RB Y338 enables SHC recruitment,"Ray, KP",Same,FALSE,,Completed,Rejected,release of activated STAT5 from the IL2:IL2R complex,
Phosphorylation and release of IRF7,Recruitment of IRF7 to TRAF6,"Garapati, P V",Same,TRUE,,,,,
Activation of IKK by MEKK1,IKBKB phosphorylates TPL2 (MAP3K8) at Ser400,"Shamovsky, V",Different,FALSE,,Completed,Rejected???,"Most probably should have a preceding-following relationship, but I did not find literature references to support TPL2 activation downstream of DDX58/IFIH1.",
Activation of IKK by MEKK1,IKBKB phosphorylates NFkB p105 within the NFkB p105:TPL2:ABIN2 complex,"Shamovsky, V",Different,FALSE,,Completed,Rejected???,"Most probably should have a preceding-following relationship, but I did not find literature references to support TPL2 activation downstream of DDX58/IFIH1.",
Dimerization of p-IRF7,"Translocation of phosphorylated IRF3,IRF7 dimers into nucleus","Garapati, P V",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,"TRAF2 ubiquitinates cIAP1,2 in cIAP1,2:TRAF1:TRAF2:TRAF3:NIK","Garapati, P V",Different,FALSE,,Completed,Rejected,Common component is K63polyUb,
OTUD5 deubiquitinates TRAF3,Auto-ubiquitination of TRAF6,"de Bono, B",Different,FALSE,,Completed,Rejected,K63polyUb is a common entity released R-HSA-936381,
OTUD5 deubiquitinates TRAF3,Ubiquitination of NEMO by TRAF6,"de Bono, B",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,Pellino ubiquitinates hp-IRAK1,"Shamovsky, V",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,Activated TRAF6:p-IRAK2 interacts with TAK1 complex,"Shamovsky, V",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,Activated TLR4:TICAM1:K63pUb-TRAF6 recruits TAK1complex,"Shamovsky, V",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,"de Bono, B",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,Activated TLR3:TRIF:K63pUb-TRAF6 recruits TAK1complex,"Shamovsky, V",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,"de Bono, B",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,"Shamovsky, V",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,Activated TRAF6:p-IRAK2 interacts with TAK1 complex upon TLR7/8 or 9 stimulation,"Shamovsky, V",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,"Shamovsky, V",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,RIP2 induces K63-linked ubiquitination of NEMO,"Jupe, S",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,RIP2 is K63 polyubiquitinated,"Jupe, S",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,Negative regulation of DDX58/IFIH1 signaling by RNF216,"Garapati, P V",Same,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,DDX58 is K63 polyubiquitinated,"Garapati, P V",Same,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,ALPK1:ADP-heptose:p-T9-TIFA oligomer:K63pUb-TRAF6 oligomer recruits MAP3K7 (TAK1),"Shamovsky, V",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,TRAF6 oligomer autoubiquitinates,"Garapati, P V",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,K63polyUb-TRAF6 ubiquitinates TAK1,"Garapati, P V",Different,FALSE,,,,,
OTUD5 deubiquitinates TRAF3,Auto-ubiquitination of TRAF6,"Niarakis, A",Different,FALSE,,Completed,Rejected,K63polyUb is a common entity released R-HSA-936381,
CYLD mediated deubiquitination of DDX58 (RIG-I),OASL binds DDX58,"Shamovsky, V",Different,FALSE,,Completed,Rejected,Two independent regulation events of DDX58,
CYLD mediated deubiquitination of DDX58 (RIG-I),viral dsRNA binds DDX58,"Garapati, P V",Same,FALSE,,,,,
CYLD mediated deubiquitination of DDX58 (RIG-I),ISGylation of DDX58,"Garapati, P V",Same,FALSE,,,,,
PIN1 mediated IRF3 degradation,Interaction of PIN1 with p-IRF3,"Garapati, P V",Same,TRUE,,,,,
Negative regulation of DDX58/IFIH1 signaling by RNF216,Interaction of PCBP2 with MAVS,"Garapati, P V",Same,FALSE,,,,,
Negative regulation of DDX58/IFIH1 signaling by RNF216,Recruitment of TRAF3 to MAVS,"Garapati, P V",Same,FALSE,,,,,
Negative regulation of DDX58/IFIH1 signaling by RNF216,MAVS interacts with RIPK1 and FADD,"Garapati, P V",Same,FALSE,,,,,
Negative regulation of DDX58/IFIH1 signaling by RNF216,Recruitment of TRAF6/TRAF2 to IPS-1,"Garapati, P V",Same,FALSE,,,,,
ISGylation of DDX58,viral dsRNA binds DDX58,"Garapati, P V",Same,FALSE,,,,,
NLRX1 inhibits MAVS-DDX58 interaction.,"viral dsRNA:IFIH1, viral dsRNA:K63polyUb-DDX58 bind MAVS","Garapati, P V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,"TRAF2 ubiquitinates cIAP1,2 in cIAP1,2:TRAF1:TRAF2:TRAF3:NIK","Garapati, P V",Different,FALSE,,Completed,Rejected,TRAF2 is E3 ligase that produces K63polyUb,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,Auto-ubiquitination of TRAF6,"de Bono, B",Different,FALSE,,Completed,Rejected,TRAF6 functions in two distinct complexes,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,Ubiquitination of NEMO by TRAF6,"de Bono, B",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,Pellino ubiquitinates hp-IRAK1,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,Activated TLR4:TICAM1:K63pUb-TRAF6 recruits TAK1complex,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,"de Bono, B",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,Activated TLR3:TRIF:K63pUb-TRAF6 recruits TAK1complex,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,"de Bono, B",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,Activated TRAF6:p-IRAK2 interacts with TAK1 complex upon TLR7/8 or 9 stimulation,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,RIP2 induces K63-linked ubiquitination of NEMO,"Jupe, S",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,RIP2 is K63 polyubiquitinated,"Jupe, S",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,DDX58 is K63 polyubiquitinated,"Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,ALPK1:ADP-heptose:p-T9-TIFA oligomer:K63pUb-TRAF6 oligomer recruits MAP3K7 (TAK1),"Shamovsky, V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,TRAF6 oligomer autoubiquitinates,"Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,K63polyUb-TRAF6 ubiquitinates TAK1,"Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains,Auto-ubiquitination of TRAF6,"Niarakis, A",Different,FALSE,,Completed,Rejected,TRAF6 functions in two distinct complexes,
Pellino ubiquitinates hp-IRAK1,Auto-ubiquitination of TRAF6,"de Bono, B",Different,TRUE,,Completed,Rejected,"TRAF6 is ubiquitinated in two distinct complexes downstream of TCR and MyD88:MAL pathways (is 
UBE2N:UBE2V1 a common participant?)",
Pellino ubiquitinates hp-IRAK1,Ubiquitination of NEMO by TRAF6,"de Bono, B",Different,TRUE,,,,,
Pellino ubiquitinates hp-IRAK1,Pellino ubiquitinates hp-IRAK1,"Shamovsky, V",Same,TRUE,,,,,
Pellino ubiquitinates hp-IRAK1,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,"Shamovsky, V",Same,TRUE,,,,,
Pellino ubiquitinates hp-IRAK1,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,"Shamovsky, V",Same,TRUE,,,,,
Pellino ubiquitinates hp-IRAK1,TRAF6 oligomer autoubiquitinates,"Garapati, P V",Different,TRUE,,,,,
Pellino ubiquitinates hp-IRAK1,K63polyUb-TRAF6 ubiquitinates TAK1,"Garapati, P V",Different,TRUE,,,,,
Pellino ubiquitinates hp-IRAK1,Auto-ubiquitination of TRAF6,"Niarakis, A",Different,TRUE,,Completed,Rejected,"TRAF6 is ubiquitinated in two distinct complexes downstream of TCR and MyD88:MAL pathways (is 
UBE2N:UBE2V1 a common participant?)",
Phosphorylated TAK1 leaves activated TLR receptor complex,SARM binds TICAM1:TRAM:TLR4:LY96:LPS:CD14,"Shamovsky, V",Different,FALSE,,,,,
Phosphorylated TAK1 leaves activated TLR receptor complex,TRAF3 binds TICAM1:activated TLR4 complex,"Shamovsky, V",Same,FALSE,,,,,
Phosphorylated TAK1 leaves activated TLR receptor complex,Activated TLR4:TICAM1 recruits TRAF6,"Shamovsky, V",Same,FALSE,,,,,
Phosphorylated TAK1 leaves activated TLR receptor complex,TRIF:activated TLR3/TLR4 complex recruits RIP1,"de Bono, B",Same,FALSE,,,,,
MyD88 oligomerization within the complex of activated TLR:TIRAP:MyD88,IKKB phosphorylates SNAP23,"Garapati, P V",Different,FALSE,,,,,
NLRC5 interacts with DDX58/IFIH1,"viral dsRNA:IFIH1, viral dsRNA:K63polyUb-DDX58 bind MAVS","Garapati, P V",Same,FALSE,,,,,
Expression of NLRP3 gene,SGT1:HSP90 binds inactive NLRP3,"Jupe, S",Same,FALSE,,,,,
NFkB complex translocates from the cytosol to the nucleus,Interleukin-1 family precursors are cleaved by caspase-1,"Ray, KP",Different,FALSE,,Completed,Approved?,missing a transcription event of pro-IL1B,
NFkB complex translocates from the cytosol to the nucleus,Expression of NLRP3 gene,"Jassal, B",Different,FALSE,,,,,
p-IRF7:p-IRF7 translocates to the nucleus,p-IRF7 dimer interacts with coactivator CBP/p300,"Garapati, P V",Different,FALSE,,,,,
FLT3LG dimer:FLT3 dimer autophosphorylates,Ubiquitination of FLT3,"Rothfels, K",Same,FALSE,,,,,
SOS1-mediated nucleotide exchange of RAS downstream of FLT3,RAF1 binds p21 RAS:GTP,"Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,"TRAF2 ubiquitinates cIAP1,2 in cIAP1,2:TRAF1:TRAF2:TRAF3:NIK","Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,Auto-ubiquitination of TRAF6,"de Bono, B",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,Ubiquitination of NEMO by TRAF6,"de Bono, B",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,Pellino ubiquitinates hp-IRAK1,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,Activated TRAF6:p-IRAK2 interacts with TAK1 complex,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,Activated TLR4:TICAM1:K63pUb-TRAF6 recruits TAK1complex,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,"de Bono, B",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,"de Bono, B",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,Activated TRAF6:p-IRAK2 interacts with TAK1 complex upon TLR7/8 or 9 stimulation,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,RIP2 induces K63-linked ubiquitination of NEMO,"Jupe, S",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,RIP2 is K63 polyubiquitinated,"Jupe, S",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,DDX58 is K63 polyubiquitinated,"Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,ALPK1:ADP-heptose:p-T9-TIFA oligomer:K63pUb-TRAF6 oligomer recruits MAP3K7 (TAK1),"Shamovsky, V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,TRAF6 oligomer autoubiquitinates,"Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,K63polyUb-TRAF6 ubiquitinates TAK1,"Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR3 stimulation,Auto-ubiquitination of TRAF6,"Niarakis, A",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,"TRAF2 ubiquitinates cIAP1,2 in cIAP1,2:TRAF1:TRAF2:TRAF3:NIK","Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,Auto-ubiquitination of TRAF6,"de Bono, B",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,Ubiquitination of NEMO by TRAF6,"de Bono, B",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,Pellino ubiquitinates hp-IRAK1,"Shamovsky, V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,Activated TRAF6:p-IRAK2 interacts with TAK1 complex,"Shamovsky, V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,Activated TLR4:TICAM1:K63pUb-TRAF6 recruits TAK1complex,"Shamovsky, V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,"de Bono, B",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,Activated TLR3:TRIF:K63pUb-TRAF6 recruits TAK1complex,"Shamovsky, V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,"de Bono, B",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,"Shamovsky, V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,Activated TRAF6:p-IRAK2 interacts with TAK1 complex upon TLR7/8 or 9 stimulation,"Shamovsky, V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,"Shamovsky, V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,RIP2 induces K63-linked ubiquitination of NEMO,"Jupe, S",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,RIP2 is K63 polyubiquitinated,"Jupe, S",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,DDX58 is K63 polyubiquitinated,"Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,TRAF6 oligomer autoubiquitinates,"Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,K63polyUb-TRAF6 ubiquitinates TAK1,"Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon ALPK1:ADP-heptose stimulation,Auto-ubiquitination of TRAF6,"Niarakis, A",Different,FALSE,,,,,
Auto ubiquitination of TRAF6 bound to ALPK1:ADP-heptose:TIFA oligomer,ALPK1:ADP-heptose:p-T9-TIFA oligomer:K63pUb-TRAF6 oligomer recruits MAP3K7 (TAK1),"Shamovsky, V",Same,FALSE,,,Approved,,
"CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2:p-Y-STAT1,3,5 dissociates yielding CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2 and p-Y-STAT1,3,5","CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2 binds STAT1,3,5","May, B",Same,FALSE,,,,,
"CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2:p-Y-STAT1,3,5 dissociates yielding CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2 and p-Y-STAT1,3,5","CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-TYK2 binds and phosphorylates SHC1, GRB2, GAB2, and PTPN11 (SHP2)","May, B",Same,FALSE,,,,,
"CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2:p-Y-STAT1,3,5 dissociates yielding CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2 and p-Y-STAT1,3,5","SOCS1,3 binds p-4Y-CSF3R:CSF3 dimer:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2","May, B",Same,FALSE,,,,,
"CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1 binds and activates JAK2, TYK2, SYK, and HCK","SOCS1,3 binds p-4Y-CSF3R:CSF3 dimer:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2","May, B",Same,FALSE,,,,,
FOXO3-dependent CDKN1B gene expression,Active FLT3 phosphorylates CDKN1B,"Rothfels, K",Same,FALSE,,,,,
"TBK1, IKBKE are autophosphorylated at Ser172","Recruitment of IRF3,IRF7","Garapati, P V",Same,FALSE,,,,,
Phosphorylation of TBK1/IKBKE,Recruitment of IRF7 to TRAF6,"Garapati, P V",Same,FALSE,,,,,
"p-Y-STAT1,3,5 dimer enhances expression of SOCS3",SOCS3 binds IL6ST,"Ray, KP",Different,FALSE,,,,,
"p-Y-STAT1,3,5 dimer enhances expression of SOCS1",MyD88 forms a complex with TIRAP:activated TLR2/4,"de Bono, B",Different,FALSE,,,,,
"SOCS1,3 binds p-4Y-CSF3R:CSF3 dimer:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2","p-Y-JAK1,2 phosphorylates STAT1,3,5 in CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-Y-JAK2:p-TYK2","May, B",Same,FALSE,,,,,
"SOCS1,3 ubiquitinates CSF3R in SOCS1,3:p-4Y-CSF3R:CSF3 dimer:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2:CUL5:ELOB:ELOC:RNF7","SOCS1,3:p-4Y-CSF3R:CSF3 dimer:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2 binds CUL5, ELOB, ELOC, RNF7","May, B",Same,TRUE,,,,,
Active FLT3 binds to SH2B3,Active FLT3 binds to CBL,"Rothfels, K",Same,FALSE,,,,,
Active FLT3 binds to SLA,Active FLT3 binds to CBL,"Rothfels, K",Same,FALSE,,,,,
Active FLT3 binds to SLA2,Active FLT3 binds to CBL,"Rothfels, K",Same,FALSE,,,,,
