PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
IRS-related events triggered by IGF1R,"IGF1,2:p-Y1161,1165,1166-IGF1R binds IRS1,4",R-HSA-2428930,"[IGF1,2:p-3Y-IGF1R [plasma membrane],IRS1,4 [plasma membrane]]","[IGF1,2:p-IGF1R:IRS1,4 [plasma membrane]]",[]
FRS-mediated FGFR3 signaling,Activated FGFR3 phosphorylates FRS2,R-HSA-5654408,"[ATP [cytosol],Activated FGFR3:FRS2 [plasma membrane]]","[ADP [cytosol],Activated FGFR3:p-FRS2 [plasma membrane]]","[Activated FGFR3:FRS2 [plasma membrane],FRS2 [plasma membrane],Activated FGFR3 [plasma membrane],Activated FGFR3c homodimer  [plasma membrane],FGFR3c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region],FGF5-1 [extracellular region],HS [extracellular region],p-6Y-FGFR3c [plasma membrane],Activated FGFR3b homodimer [plasma membrane],p-6Y-FGFR3b [plasma membrane],FGFR3b-binding FGFs [extracellular region],Activated FGFR3:p-8T-FRS2 [plasma membrane],p-8T-FRS2 [plasma membrane]]"
VEGF binds to VEGFR leading to receptor dimerization,"VEGF-A,C,D bind to VEGFR2 leading to receptor dimerization",R-HSA-194310,"[VEGFR2 [plasma membrane],VEGFA,C,D dimers [extracellular region]]","[VEGFR2:VEGFA,C,D [plasma membrane]]",[]
VEGFA-VEGFR2 Pathway,PTK2 binds p-S-SHB and is recruited to p-6Y-VEGFR2,R-HSA-4420083,"[VEGFA dimer:p-6Y-VEGFR2 dimer:p-S-SHB [plasma membrane],PTK2 [cytosol]]",[VEGFA:p-6Y-VEGFR2:p-SHB:PTK2 [plasma membrane]],[]
FGFR2 alternative splicing,PTB and hnRNPA1 bind FGFR2 pre-mRNA to repress IIIb splicing and promote formation of FGFR2c mRNA,R-HSA-6803523,"[HNRNPA1 [nucleoplasm],capped, methylated pre-FGFR2 mRNA:CBC complex [nucleoplasm],PTBP1 [nucleoplasm]]",[FGFR2 IIIc-specific splicing complex [nucleoplasm]],[]
CREB phosphorylation,MSK1 activates CREB,R-HSA-199935,"[ATP [nucleoplasm],CREB1 [nucleoplasm]]","[ADP [nucleoplasm],p-S133-CREB1 [nucleoplasm]]","[p-S212,S360,S376,T581-RPS6KA5 [nucleoplasm]]"
FRS-mediated FGFR1 signaling,Activated FGFR1 binds FRS2,R-HSA-5654569,"[Activated FGFR1 [plasma membrane],FRS2 [plasma membrane]]",[Activated FGFR1:FRS2 [plasma membrane]],[]
PI3K events in ERBB2 signaling,Binding of GRB2:GAB1 to p-ERBB2:p-EGFR,R-HSA-1306963,"[Phosphorylated ERBB2:EGFR heterodimers [plasma membrane],GRB2:GAB1 [cytosol]]",[EGF:p-EGFR:p-ERBB2:GRB2:GAB1 [plasma membrane]],[]
NGF-stimulated transcription,"EGR1,2,3 bind the NAB2 promoter",R-HSA-9612483,"[NAB2 gene [nucleoplasm],EGR1,2,3 [nucleoplasm]]","[NAB2 gene:EGR1,2,3 [nucleoplasm]]",[]
NGF-stimulated transcription,ARC gene expression,R-HSA-9031624,[ARC gene [nucleoplasm]],[ARC [cytosol]],"[p-S133-CREB1:MEF2D:SRF:ARC gene [nucleoplasm],p-S133-CREB1 homodimer [nucleoplasm],p-S133-CREB1 [nucleoplasm],MEF2D [nucleoplasm],SRF [nucleoplasm],ARC gene [nucleoplasm],AP-1 dimers:ARC gene [nucleoplasm],AP-1 dimers [nucleoplasm],FOS, FOSB, FOSL1, JUNB, JUND [nucleoplasm],FOSL1 [nucleoplasm],JUNB [nucleoplasm],FOSB [nucleoplasm],JUND [nucleoplasm],FOS [nucleoplasm],JUNB, JUND [nucleoplasm],EGR1,EGR2,EGR3:ARC gene [nucleoplasm],EGR1,2,3 [nucleoplasm],EGR3 [nucleoplasm],EGR2 [nucleoplasm],EGR1 [nucleoplasm]]"
Signaling by Leptin,Phosphorylated STAT3 Dimer Translocates to the Nucleus,R-HSA-2730599,[p-Y705-STAT3 dimer [cytosol]],[p-Y705-STAT3 dimer [nucleoplasm]],[]
FRS-mediated FGFR3 signaling,Activated FGFR3 binds FRS2,R-HSA-5654409,"[Activated FGFR3 [plasma membrane],FRS2 [plasma membrane]]",[Activated FGFR3:FRS2 [plasma membrane]],[]
NGF-stimulated transcription,ID1 and ID3 gene expression,R-HSA-9613460,"[ID1, ID3 gene [nucleoplasm]]","[ID1, ID3 [nucleoplasm]]","[ID1,ID3 genes:p-S133-CREB1:LYL1:EP300 [nucleoplasm],LYL1 [nucleoplasm],p-S133-CREB1 homodimer [nucleoplasm],p-S133-CREB1 [nucleoplasm],EP300 [nucleoplasm],ID1, ID3 gene [nucleoplasm],ID3 Gene [nucleoplasm],ID1 Gene [nucleoplasm]]"
NGF-stimulated transcription,EGR1 binds the TF gene,R-HSA-9621035,"[EGR1 [nucleoplasm],TF gene [nucleoplasm]]",[TF gene:EGR1 [nucleoplasm]],[]
Activated NTRK3 signals through PLCG1,NTRK3 phosphorylates PLCG1,R-HSA-9034814,"[ATP [cytosol],NTF3:p-5Y-NTRK3 homodimer:PLCG1 [plasma membrane]]","[NTF3:p-5Y-NTRK3 homodimer:p-4Y-PLCG1 [plasma membrane],ADP [cytosol]]","[NTF3:p-5Y-NTRK3 homodimer:PLCG1 [plasma membrane],PLCG1 [plasma membrane],NTF3:p-5Y-NTRK3 homodimer [plasma membrane],p-5Y-NTRK3 [plasma membrane],NTF3 homodimer [extracellular region],NTF3 [extracellular region]]"
FGFR4 ligand binding and activation,Autocatalytic phosphorylation of FGFR4,R-HSA-190326,"[FGFR4 homodimer bound to FGF [plasma membrane],ATP [cytosol]]","[Activated FGFR4 homodimer [plasma membrane],ADP [cytosol]]","[FGFR4 homodimer bound to FGF [plasma membrane],HS [extracellular region],FGFR4 homodimer [plasma membrane],FGFR4 [plasma membrane],FGFR4-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF19 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF6 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region]]"
Downregulation of ERBB2:ERBB3 signaling,Self-ubiquitination of RNF41,R-HSA-1358789,"[Ub [cytosol],RNF41 [cytosol]]",[Ub-RNF41 [cytosol]],[RNF41 [cytosol]]
Insulin receptor recycling,Dissociation of insulin from insulin receptor,R-HSA-74726,[Insulin:p-6Y-insulin receptor [endosome membrane]],"[p-6Y-insulin receptor [endosome membrane],insulin [endosome lumen]]",[]
MET interacts with TNS proteins,MET binds TNS3,R-HSA-8875523,"[HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane],TNS3 [cytosol]]",[HGF:p-4Y-MET dimer:TNS3 [plasma membrane]],[]
Activated NTRK2 signals through FRS2 and FRS3,NTRK2 phosphorylates FRS3,R-HSA-9032426,"[ATP [cytosol],BDNF,NTF4:p-5Y-NTRK2:FRS3 [plasma membrane]]","[BDNF,NTF4:p-5Y-NTRK2:p-Y-FRS3 [plasma membrane],ADP [cytosol]]","[BDNF,NTF4:p-5Y-NTRK2:FRS3 [plasma membrane],BDNF,NTF4:p-5Y-NTRK2 [plasma membrane],BDNF:p-5Y-NTRK2 homodimer [plasma membrane],p-5Y-NTRK2 [plasma membrane],BDNF:p-5Y-NTRK2 [plasma membrane],BDNF homodimer [extracellular region],BDNF [extracellular region],NTF4:p-5Y-NTRK2 homodimer [plasma membrane],NTF4:p-5Y-NTRK2 [plasma membrane],NTF4 homodimer [extracellular region],NTF4 [extracellular region],FRS3 [plasma membrane]]"
VEGFR2 mediated vascular permeability,TORC2 (mTOR) phosphorylates AKT at S473,R-HSA-198640,"[ATP [cytosol],AKT:PIP3 [plasma membrane]]","[p-S-AKT:PIP3 [plasma membrane],ADP [cytosol]]","[TORC2 complex [cytosol],MAPKAP1 [cytosol],RICTOR [cytosol],MTOR [cytosol],PRR5 [cytosol],MLST8 [cytosol],AKT:PIP3:THEM4/TRIB3 [plasma membrane],AKT:PIP3 [plasma membrane],AKT [plasma membrane],AKT2 [plasma membrane],AKT3 [plasma membrane],AKT1 [plasma membrane],PI(3,4,5)P3 [plasma membrane],THEM4/TRIB3 [plasma membrane],TRIB3 [plasma membrane],THEM4 [plasma membrane]]"
Downregulation of ERBB4 signaling,NEDD4 ubiquitinates ERBB4jmAcyt1s80 dimer,R-HSA-1977296,"[Ub [cytosol],ERBB4jmAcyt1s80:NEDD4 [cytosol]]",[Ub-ERBB4jmAcyt1s80:NEDD4 [cytosol]],"[ERBB4jmAcyt1s80:NEDD4 [cytosol],NEDD4 [cytosol],ERBB4jmAcyt1s80 dimer [cytosol],ERBB4jmAcyt1s80 [cytosol]]"
Regulation of insulin secretion,"IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol",R-HSA-169683,[Ca2+ [endoplasmic reticulum lumen]],[Ca2+ [cytosol]],"[ITPR:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],I(1,4,5)P3 [cytosol],ITPR tetramers [endoplasmic reticulum membrane],ITPR1 tetramer [endoplasmic reticulum membrane],ITPR1 [endoplasmic reticulum membrane],ITPR3 tetramer [endoplasmic reticulum membrane],ITPR3 [endoplasmic reticulum membrane],ITPR2 tetramer [endoplasmic reticulum membrane],ITPR2 [endoplasmic reticulum membrane],AHCYL1:NAD+:ITPR1:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],AHCYL1:NAD+ [endoplasmic reticulum membrane],AHCYL1 [endoplasmic reticulum membrane],NAD+ [endoplasmic reticulum lumen]]"
Estrogen-dependent gene expression,ERBB4s80:ESR1 binds PGR gene promoter,R-HSA-8954208,"[ERBB4s80:ESR1:estrogen [nucleoplasm],PGR gene [nucleoplasm]]",[ERBB4s80:ESR1:estrogen:PGR gene [nucleoplasm]],[]
Negative regulation of MET activity,USP8 deubiquitinates LRIG1,R-HSA-8875443,"[MET:Ub-LRIG1 [plasma membrane],H2O [cytosol]]","[Ub [cytosol],MET:LRIG1 [plasma membrane]]",[USP8 [cytosol]]
Downstream signal transduction,PLC-gamma binds to the active receptor,R-HSA-186765,"[PDGF:Phospho-PDGF receptor dimer [plasma membrane],PLCG1 [plasma membrane]]",[PDGF:Phospho-PDGF receptor dimer:PLC-gamma [plasma membrane]],[]
Role of phospholipids in phagocytosis,"IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol",R-HSA-169683,[Ca2+ [endoplasmic reticulum lumen]],[Ca2+ [cytosol]],"[ITPR:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],I(1,4,5)P3 [cytosol],ITPR tetramers [endoplasmic reticulum membrane],ITPR1 tetramer [endoplasmic reticulum membrane],ITPR1 [endoplasmic reticulum membrane],ITPR3 tetramer [endoplasmic reticulum membrane],ITPR3 [endoplasmic reticulum membrane],ITPR2 tetramer [endoplasmic reticulum membrane],ITPR2 [endoplasmic reticulum membrane],AHCYL1:NAD+:ITPR1:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],AHCYL1:NAD+ [endoplasmic reticulum membrane],AHCYL1 [endoplasmic reticulum membrane],NAD+ [endoplasmic reticulum lumen]]"
Nuclear signaling by ERBB4,ERBB4s80 binds the MXD4 gene,R-HSA-9612440,"[ERBB4jmAcyt1s80 dimer [nucleoplasm],MXD4 gene [nucleoplasm]]",[ERBB4jmAcyt1s80:MXD4 gene [nucleoplasm]],[]
FGFR1b ligand binding and activation,Autocatalytic phosphorylation of FGFR1b,R-HSA-190427,"[ATP [cytosol],FGFR1b homodimer bound to FGF [plasma membrane]]","[Activated FGFR1b homodimer [plasma membrane],ADP [cytosol]]","[FGFR1b homodimer bound to FGF [plasma membrane],HS [extracellular region],FGFR1b homodimer [plasma membrane],FGFR1b [plasma membrane],FGFR1b-binding FGFs [extracellular region],FGF1 [extracellular region],FGF22 [extracellular region],FGF2(10-155) [extracellular region],FGF3 [extracellular region],FGF10 [extracellular region]]"
VEGFA-VEGFR2 Pathway,p-6Y-VEGFR2 binds SHC-transforming protein 2,R-HSA-4420107,"[SHC2 [cytosol],VEGFA dimer:p-6Y-VEGFR2 dimer [plasma membrane]]",[VEGFA:p-6Y-VEGFR2:SHC2 [plasma membrane]],[]
Signaling by SCF-KIT,Dimerization of sSCF,R-HSA-1433395,[KITLG-1(26-190) [extracellular region]],[sSCF dimer [extracellular region]],[]
VEGFR2 mediated cell proliferation,PKC phosphorylates sphingosine kinase 1,R-HSA-5218823,"[ATP [cytosol],SPHK1 [cytosol]]","[ADP [cytosol],p-S225-SPHK1 [cytosol]]","[DAG:active PKC:Ca+2 [plasma membrane],Ca2+ [cytosol],DAGs [plasma membrane],p-PKC [cytosol],p-T507,S645,S664-PRKCD [cytosol],p-T497,T638,S657-PRKCA [cytosol],p-T410,T563-PRKCZ [cytosol],p-T500,T642,S661-PRKCB [cytosol]]"
CLEC7A (Dectin-1) induces NFAT activation,Calcium binds calmodulin,R-HSA-74448,"[CALM1 [cytosol],Ca2+ [cytosol]]",[CALM1:4xCa2+ [cytosol]],[]
Activated NTRK2 signals through FYN,"SRC,FYN phosphorylate NTRK2",R-HSA-9037040,"[NTRK2 [plasma membrane],ATP [cytosol]]","[p-Y706,Y707-NTRK2 [plasma membrane],ADP [cytosol]]","[MyrG-p-Y419-SRC,(MyrG-p-Y420-FYN-1) [plasma membrane],MyrG-p-Y420-FYN-1 [plasma membrane],MyrG-p-Y419-SRC [plasma membrane]]"
GRB2 events in EGFR signaling,SOS1-mediated nucleotide exchange of RAS (EGF:EGFR:GRB2:SOS1),R-HSA-177938,"[GTP [cytosol],p21 RAS:GDP [plasma membrane]]","[GDP [cytosol],p21 RAS:GTP [plasma membrane]]","[EGF-like ligands:p-6Y-EGFR:GRB2:SOS1 [plasma membrane],GRB2-1:SOS1 [cytosol],SOS1 [cytosol],GRB2-1 [cytosol],EGF-like ligands:p-6Y EGFR dimer [plasma membrane],EGF-like ligands [extracellular region],HBEGF(63-148) [extracellular region],EREG(60-108) [extracellular region],EGF [extracellular region],TGFA(24-98) [extracellular region],EPGN(23-154) [extracellular region],BTC(32-111) [extracellular region],AREG(101-187) [extracellular region],p-6Y-EGFR [plasma membrane]]"
FGFR3b ligand binding and activation,FGFR3b binds to FGF,R-HSA-190263,"[FGFR3b-binding FGFs [extracellular region],FGFR3b [plasma membrane],HS [extracellular region]]",[FGFR3b homodimer bound to FGF [plasma membrane]],[HS [extracellular region]]
Activated NTRK2 signals through CDK5,Activated NTRK2 binds CDK5,R-HSA-9032841,"[BDNF:p-5Y-NTRK2 homodimer [plasma membrane],CDK5:p35 [plasma membrane]]",[BDNF:p-5Y-NTRK2 homodimer:CDK5:p35 [plasma membrane]],[]
CD28 dependent PI3K/Akt signaling,TORC2 (mTOR) phosphorylates AKT at S473,R-HSA-198640,"[ATP [cytosol],AKT:PIP3 [plasma membrane]]","[p-S-AKT:PIP3 [plasma membrane],ADP [cytosol]]","[TORC2 complex [cytosol],MAPKAP1 [cytosol],RICTOR [cytosol],MTOR [cytosol],PRR5 [cytosol],MLST8 [cytosol],AKT:PIP3:THEM4/TRIB3 [plasma membrane],AKT:PIP3 [plasma membrane],AKT [plasma membrane],AKT2 [plasma membrane],AKT3 [plasma membrane],AKT1 [plasma membrane],PI(3,4,5)P3 [plasma membrane],THEM4/TRIB3 [plasma membrane],TRIB3 [plasma membrane],THEM4 [plasma membrane]]"
FRS-mediated FGFR3 signaling,Activated FGFR3:p-FRS:p-PTPN11 activates RAS nucleotide exchange,R-HSA-8941628,"[GTP [cytosol],p21 RAS:GDP [plasma membrane]]","[GDP [cytosol],p21 RAS:GTP [plasma membrane]]","[Activated FGFR3:p-FRS:p-PTPN11 [plasma membrane],Activated FGFR3:p-FRS [plasma membrane],Activated FGFR3:p-FRS2 [plasma membrane],Activated FGFR3 [plasma membrane],Activated FGFR3c homodimer  [plasma membrane],FGFR3c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region],FGF5-1 [extracellular region],HS [extracellular region],p-6Y-FGFR3c [plasma membrane],Activated FGFR3b homodimer [plasma membrane],p-6Y-FGFR3b [plasma membrane],FGFR3b-binding FGFs [extracellular region],p-6Y-FRS2 [plasma membrane],Activated FGFR3:p-FRS3 [plasma membrane],p-5Y-FRS3 [plasma membrane],p-Y546,Y584-PTPN11 [cytosol]]"
Phospholipase C-mediated cascade: FGFR1,Activated FGFR1 phosphorylates PLCG1,R-HSA-5654149,"[activated FGFR1:PLCG1 [plasma membrane],ATP [cytosol]]","[activated FGFR1:p-4Y-PLCG1 [plasma membrane],ADP [cytosol]]","[activated FGFR1:PLCG1 [plasma membrane],PLCG1 [plasma membrane],PI(3,4,5)P3 [plasma membrane],Activated FGFR1 [plasma membrane],Activated FGFR1c bound to FGF23:Klotho [plasma membrane],p-8Y-FGFR1c [plasma membrane],HS [extracellular region],Klotho bound to FGF23 [plasma membrane],FGF23(25-251) [extracellular region],Klotho homodimer [plasma membrane],Klotho [extracellular region],Secreted Klotho homodimer [extracellular region],KL-2 [extracellular region],Membrane-bound Klotho homodimer [plasma membrane],KL-1 [plasma membrane],Activated FGFR1c homodimer  [plasma membrane],FGFR1c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF6 [extracellular region],FGF9 [extracellular region],FGF5-1 [extracellular region],Activated FGFR1b homodimer [plasma membrane],p-8Y-FGFR1b dimer [plasma membrane],p-8Y-FGFR1b [plasma membrane],FGFR1b-binding FGFs [extracellular region],FGF22 [extracellular region],FGF3 [extracellular region],FGF10 [extracellular region]]"
VEGFA-VEGFR2 Pathway,"RHOA:GTP:Mg2+ binds ROCK1,ROCK2",R-HSA-3928647,"[RHOA:GTP [plasma membrane],ROCK1,ROCK2 [cytosol]]","[RHOA:GTP:ROCK1,ROCK2 [plasma membrane]]","[VEGFA:p-6Y-VEGFR2:p-SHB:p-5Y-PTK2:SRC-1:HSP90AA1 [plasma membrane],HSP90AA1 [cytosol],VEGFA:p-6Y-VEGFR2:p-SHB:p-5Y-PTK2:SRC-1 [plasma membrane],VEGFA:p-6Y-VEGFR2:p-SHB:p-5Y-PTK2 [plasma membrane],VEGFA dimer:p-6Y-VEGFR2 dimer:p-S-SHB [plasma membrane],pS-SHB [cytosol],VEGFA dimer:p-6Y-VEGFR2 dimer [plasma membrane],p-6Y-VEGFR2 dimer [plasma membrane],p-6Y-VEGFR2 [plasma membrane],VEGFA-165 dimer [extracellular region],VEGFA-165 [extracellular region],p-5Y-PTK2 [cytosol],SRC-1 [cytosol]]"
PLCG1 events in ERBB2 signaling,PLCG1 phosphorylation by p-EGFR:p-ERBB2,R-HSA-1251922,"[ATP [cytosol],EGF:p-EGFR:p-ERBB2:PLCG1 [plasma membrane]]","[Phosphorylated ERBB2:EGFR heterodimers [plasma membrane],p-4Y-PLCG1 [plasma membrane],ADP [cytosol]]","[EGF:p-EGFR:p-ERBB2:PLCG1 [plasma membrane],PLCG1 [cytosol],Phosphorylated ERBB2:EGFR heterodimers [plasma membrane],EGF:p-6Y-EGFR:p-7Y,Y1112-ERBB2 [plasma membrane],p-7Y,Y1112-ERBB2 [plasma membrane],EGF:p-6Y-EGFR [plasma membrane],EGF [extracellular region],p-6Y-EGFR [plasma membrane],EGF:p-6Y-EGFR:p-6Y,Y1112-ERBB2 [plasma membrane],p-6Y,Y1112-ERBB2 [plasma membrane]]"
FGFRL1 modulation of FGFR1 signaling,FGFRL1 dimer binds FGFs,R-HSA-5654511,"[FGFRL1 dimer [plasma membrane],FGFRL1-binding FGFs [extracellular region],HS [extracellular region]]",[FGFRL1-binding FGFs:FGFRL1 dimer [plasma membrane]],[]
Signaling by SCF-KIT,Activation of RAC1,R-HSA-1433415,"[GTP [cytosol],RAC1:GDP [cytosol]]","[GDP [cytosol],RAC1:GTP [plasma membrane]]","[p-VAV1:PIP3 [plasma membrane],PI(3,4,5)P3 [plasma membrane],p-Y142,Y160,Y174-VAV1 [plasma membrane]]"
FGFR2b ligand binding and activation,FGFR2b binds to FGF,R-HSA-190260,"[FGFR2b [plasma membrane],FGFR2b-binding FGFs [extracellular region],HS [extracellular region]]",[FGFR2b homodimer bound to FGF [plasma membrane]],"[HS [extracellular region],FGFBP:FGF [extracellular region],FGF2,7,10,22 [extracellular region],FGF22 [extracellular region],FGF2(10-155) [extracellular region],FGF7 [extracellular region],FGF10 [extracellular region],FGFBP [extracellular region],FGFBP3 [extracellular region],FGFBP2 [extracellular region],FGFBP1 [extracellular region]]"
ERBB2 Activates PTK6 Signaling,Activated ERBB2 binds PTK6 (BRK),R-HSA-8847995,"[p-ERBB2 heterodimers [plasma membrane],PTK6 [cytosol]]",[p-ERBB2 heterodimers:PTK6 [plasma membrane]],[]
VEGFA-VEGFR2 Pathway,AXL binds SRC-1,R-HSA-5357432,"[VEGFA:p-6Y-VEGFR2:SH2D2A:p-Y418-SRC-1 [plasma membrane],AXL [plasma membrane]]",[VEGFA:p-6Y-VEGFR2:SH2D2A:p-Y418-SRC-1:AXL [plasma membrane]],[]
NGF-stimulated transcription,"p-CREB, ASCL1, TCF12, ATFs and p300 bind the VGF promoter",R-HSA-9620717,"[VGF gene [nucleoplasm],EP300 [nucleoplasm],p-S63 ATF1,p-T69, T71 ATF2 [nucleoplasm],p-S133-CREB1 [nucleoplasm],ASCL1 [nucleoplasm],TCF12 [nucleoplasm]]",[VGF gene:p-CREB:p-ATFs:ASCL1:TCF12:EP300 [nucleoplasm]],[]
VEGFA-VEGFR2 Pathway,AXL autophosphorylates on Y772 and Y814,R-HSA-5357429,"[ATP [cytosol],VEGFA:p-6Y-VEGFR2:SH2D2A:p-Y418-SRC-1:AXL [plasma membrane]]","[ADP [cytosol],VEGFA:p-6Y-VEGFR2:SH2D2A:p-Y418-SRC-1:p-Y772,Y814-AXL [plasma membrane]]","[VEGFA:p-6Y-VEGFR2:SH2D2A:p-Y418-SRC-1:AXL [plasma membrane],AXL [plasma membrane],VEGFA:p-6Y-VEGFR2:SH2D2A:p-Y418-SRC-1 [plasma membrane],VEGFA dimer:p-6Y-VEGFR2 dimer:SH2D2A [plasma membrane],VEGFA dimer:p-6Y-VEGFR2 dimer [plasma membrane],p-6Y-VEGFR2 dimer [plasma membrane],p-6Y-VEGFR2 [plasma membrane],VEGFA-165 dimer [extracellular region],VEGFA-165 [extracellular region],SH2D2A [cytosol],p-Y419-SRC [cytosol]]"
SHC-mediated cascade:FGFR3,Activated FGFR3:p-SHC1 binds GRB2:SOS1,R-HSA-5654646,"[Activated FGFR3:pY-SHC1 [plasma membrane],GRB2-1:SOS1 [cytosol]]",[Activated FGFR3:pY-SHC1:GRB2:SOS1 [plasma membrane]],[]
VEGFA-VEGFR2 Pathway,PTK2 autophosphorylates,R-HSA-5218642,"[VEGFA:p-6Y-VEGFR2:p-SHB:PTK2 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],VEGFA:p-6Y-VEGFR2:p-SHB:p-Y397-PTK2 [plasma membrane]]","[VEGFA:p-6Y-VEGFR2:p-SHB:PTK2 [plasma membrane],PTK2 [cytosol],VEGFA dimer:p-6Y-VEGFR2 dimer:p-S-SHB [plasma membrane],pS-SHB [cytosol],VEGFA dimer:p-6Y-VEGFR2 dimer [plasma membrane],p-6Y-VEGFR2 dimer [plasma membrane],p-6Y-VEGFR2 [plasma membrane],VEGFA-165 dimer [extracellular region],VEGFA-165 [extracellular region]]"
SHC-related events triggered by IGF1R,IGF1R phosphorylates SHC1,R-HSA-2404193,"[IGF1,2:p-3Y-IGF1R:SHC1 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],IGF1,2:p-3Y-IGF1R:p-3Y-SHC1 [plasma membrane]]","[IGF1,2:p-3Y-IGF1R:SHC1 [plasma membrane],IGF1,2:p-3Y-IGF1R [plasma membrane],p-Y1161,1165,1166-IGF1R [plasma membrane],p-Y1161,Y1165,Y1166-IGF1R(741-1367) [plasma membrane],IGF1R(31-736) [plasma membrane],IGF1,2 [extracellular region],IGF1 [extracellular region],IGF2(25-91) [extracellular region],SHC1 [plasma membrane],SHC1-1(156-583) [plasma membrane],SHC1-2 [plasma membrane]]"
NGF-stimulated transcription,SGK phosphorylates SRF,R-HSA-9612509,"[ATP [nucleoplasm],SRF [nucleoplasm]]","[ADP [nucleoplasm],p-S103 SRF [nucleoplasm]]","[p-T256,S422-SGK1 [nucleoplasm]]"
Signaling by SCF-KIT,Indirect recruitment of GAB2 to p-KIT,R-HSA-205234,"[GAB2 [cytosol],GRB2:p-SHP2:p-KIT complex [plasma membrane]]",[GAB2:GRB2:p-SHP2:p-KIT complex [plasma membrane]],[]
FGFR1c ligand binding and activation,KAL1 binds HS,R-HSA-5654515,"[KAL1 [extracellular region],HS [extracellular region]]",[KAL1:HS [extracellular region]],[]
MET activates PI3K/AKT signaling,MET phosphorylates GAB1,R-HSA-8851933,"[ATP [cytosol],HGF:p-4Y-MET dimer:GAB1,HGF:p-4Y-MET dimer:GRB2:GAB1 [plasma membrane]]","[ADP [cytosol],HGF:p-4Y-MET:p-5Y-GAB1, HGF:p-4Y-MET:GRB2-1:p-5Y-GAB1 [plasma membrane]]","[HGF:p-4Y-MET dimer:GAB1,HGF:p-4Y-MET dimer:GRB2:GAB1 [plasma membrane],HGF:p-4Y-MET dimer:GRB2-1:GAB1 [plasma membrane],GAB1 [cytosol],HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane],HGF dimer:p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane],HGF dimer [extracellular region],HGF(32-494) [extracellular region],HGF(495-728) [extracellular region],p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane],GRB2-1 [cytosol],HGF:p-4Y-MET dimer:GAB1 [plasma membrane]]"
