PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
Interleukin-20 family signaling,"IFNL2,IFNL3 bind IL10RB:TYK2 and IFNLR1:JAK1",R-HSA-8987105,"[IL10RB:TYK2 [plasma membrane],IFNL2,IFNL3 [extracellular region],IFNLR1:JAK1 [plasma membrane]]","[IFNL2,IFNL3:IFNLR1:JAK1:IL10RB:TYK2 [plasma membrane]]",[]
OAS antiviral response,OAS2 produces oligoadenylates,R-HSA-8985104,[ATP [cytosol]],"[PPi [cytosol],2'-5' oligoadenylate [cytosol]]","[OAS2:OAS2 ligand dimer [cytosol],OAS2:OAS2 ligand [cytosol],RSV dsRNA intermediate form [cytosol],OAS2 [cytosol]]"
Antigen processing: Ubiquitination & Proteasome degradation,Polyubiquitination of substrate,R-HSA-983156,"[Ubiquitin:E2 conjugating enzymes [cytosol],ATP [cytosol],E3:Ub:substrate [cytosol]]","[PPi [cytosol],E2 Ubiquitin-conjugating enzyme [cytosol],E3:K48-polyubiquitinated substrate [cytosol],AMP [cytosol]]","[E3:Ub:substrate [cytosol],E3 ligases in proteasomal degradation [cytosol],HECW2 [cytosol],TRIM4 [cytosol],AREL1 [cytosol],TRIM50 [cytosol],BTBD1 [cytosol],HERC3 [cytosol],RBX1:CUL7:SKP1:FBXW8:GLMN [cytosol],RBX1 [cytosol],SKP1 [cytosol],CUL7 [cytosol],GLMN [cytosol],FBXW8 [cytosol],TRAIP [cytosol],KLHL11 [cytosol],HACE1 [cytosol],RBX1:CUL5:EloB/C:LRRC41 [cytosol],LRRC41 [cytosol],Cul5-SCF complex [cytosol],CUL5 [cytosol],ELOC [cytosol],ELOB [cytosol],HERC1 [cytosol],MEX3C [cytosol],TRIM37 [cytosol],LNX1 [cytosol],SPSB2 [cytosol],RNF126 [cytosol],RNF130 [cytosol],UBAC1 [cytosol],HERC4 [cytosol],ZNF645 [cytosol],UBE3D [cytosol],TRIM9 [cytosol],TRIM11 [cytosol],UBOX5 [cytosol],WWP1 [cytosol],FBXO17 [cytosol],FBXO27 [cytosol],UBR1 [cytosol],UBE3B [cytosol],MKRN1 [cytosol],UBR4 [cytosol],LRR1 [cytosol],RBX1-CUL5-EloB/C-SOCS [cytosol],SOCS-1 and SOCS-3 [cytosol],SOCS1 [cytosol],SOCS3 [cytosol],TRIM63 [cytosol],SPSB4 [cytosol],UBE4A [cytosol],UBE3A [cytosol],FBXO44 [cytosol],TRIM32 [cytosol],DZIP3 [cytosol],LRSAM1 [cytosol],DET1 [cytosol],CBLB [cytosol],RNF138 [cytosol],RNF182 [cytosol],RCHY1 [cytosol],UBE3C [cytosol],GAN [cytosol],HECTD1 [cytosol],LTN1 [cytosol],RBX1-CUL2-EloB,C-VHL [cytosol],CUL2 [cytosol],VBC complex [cytosol],VHL [cytosol],RNF14 [cytosol],TRIM41 [cytosol],TRIM71 [cytosol],TRAF7 [cytosol],UFL1 [cytosol],TRIM39 [cytosol],SH3RF1 [cytosol],RNF7 (RBX2):CUL5:EloB/C:ASB [cytosol],ASB family [cytosol],ASB1 [cytosol],ASB15 [cytosol],ASB13 [cytosol],ASB9 [cytosol],ASB7 [cytosol],ASB8 [cytosol],ASB2 [cytosol],ASB5 [cytosol],ASB14 [cytosol],ASB18 [cytosol],ASB4 [cytosol],ASB16 [cytosol],ASB10 [cytosol],ASB12 [cytosol],ASB11 [cytosol],ASB6 [cytosol],ASB17 [cytosol],ASB3 [cytosol],RNF7 (RBX2) [cytosol],RNF111 [cytosol],RNF220 [cytosol],RNF25 [cytosol],RNF41 [cytosol],PARK2 [cytosol],RNF4 [cytosol],HERC2 [cytosol],SMURF1 [cytosol],RBX1:CUL3:BTB [cytosol],CUL3 [cytosol],BTB proteins [cytosol],ZBTB16 [cytosol],KLHL42 [cytosol],KBTBD13 [cytosol],KLHL13 [cytosol],KEAP1 [cytosol],KLHL22 [cytosol],KLHL20 [cytosol],BTBD6 [cytosol],KLHL5 [cytosol],KLHL41 [cytosol],KLHL25 [cytosol],KBTBD6 [cytosol],KLHL21 [cytosol],KLHL9 [cytosol],KLHL2 [cytosol],KCTD7 [cytosol],KBTBD7 [cytosol],KLHL3 [cytosol],KCTD6 [cytosol],KBTBD8 [cytosol],STUB1 [cytosol],MGRN1 [cytosol],RNF34 [cytosol],RNF123 [cytosol],RNF6 [cytosol],ITCH [cytosol],APC/C E3 ligase complex [cytosol],ANAPC7 [cytosol],ANAPC13 [cytosol],ANAPC5 [cytosol],CDC26 [cytosol],Cdc20/Cdh1 [cytosol],CDC20 [cytosol],FZR1 [cytosol],ANAPC11 [cytosol],CDC16 [cytosol],ANAPC1 [cytosol],ANAPC2 [cytosol],ANAPC4 [cytosol],CDC27 [cytosol],CDC23 [cytosol],ANAPC10 [cytosol],NEDD4 [cytosol],PJA2 [cytosol],HECTD3 [cytosol],PJA1 [cytosol],ARIH2 [cytosol],VPRBP [cytosol],TRIM69 [cytosol],RBBP6 [cytosol],RNF114 [cytosol],NEDD4L [cytosol],ZNRF1 [cytosol],ZNRF2 [cytosol],TRIM36 [cytosol],UNKL [cytosol],CUL1 [cytosol],FBXL4 [cytosol],RLIM [cytosol],SPSB1 [cytosol],RNF213 [cytosol],RNF217 [cytosol],RNF19A [cytosol],MYLIP [cytosol],RBCK1 [cytosol],HECTD2 [cytosol],HERC6 [cytosol],WSB1 [cytosol],LONRF1 [cytosol],RNF115 [cytosol],TRIP12 [cytosol],SCF E3 ubiquitin ligase [cytosol],F-box protein [cytosol],FBXW9 [cytosol],FBXL3 [cytosol],LMO7 [cytosol],FBXL5 [cytosol],FBXL20 [cytosol],FBXW5 [cytosol],FBXW11 [cytosol],FBXL18 [cytosol],FBXL8 [cytosol],FBXL15 [cytosol],FBXO7 [cytosol],FBXO2 [cytosol],FBXL13 [cytosol],BTRC [cytosol],FBXO10 [cytosol],FBXO30 [cytosol],FBXO11 [cytosol],FBXO15 [cytosol],FBXO41 [cytosol],FBXO31 [cytosol],FBXO9 [cytosol],FBXL7 [cytosol],FBXL16 [cytosol],FBXL12 [cytosol],FBXO40 [cytosol],FBXW12 [cytosol],FBXO22 [cytosol],FBXW10 [cytosol],FBXW7 [cytosol],CCNF [cytosol],FBXW4 [cytosol],FBXL14 [cytosol],FBXL21 [cytosol],SKP2 [cytosol],FBXL19 [cytosol],FBXO21 [cytosol],FBXO4 [cytosol],FBXO6 [cytosol],FBXL22 [cytosol],FBXW2 [cytosol],FBXO32 [cytosol],HUWE1 [cytosol],SIAH2 [cytosol],SMURF2 [cytosol],SIAH1 [cytosol],HERC5 [cytosol],RNF19B [cytosol],DTX3L [cytosol],MIB2 [cytosol],UBR2 [cytosol],RNF144B [cytosol],TRIM21 [cytosol],Ub:substrate [cytosol],antigenic substrate [cytosol],Ub [cytosol],UBC(457-532) [cytosol],UBC(1-76) [cytosol],UBC(381-456) [cytosol],UBC(229-304) [cytosol],UBC(153-228) [cytosol],UBC(609-684) [cytosol],UBC(77-152) [cytosol],UBB(153-228) [cytosol],UBC(305-380) [cytosol],UBA52(1-76) [cytosol],RPS27A(1-76) [cytosol],UBC(533-608) [cytosol],UBB(77-152) [cytosol],UBB(1-76) [cytosol]]"
ROS and RNS production in phagocytes,N2O3 enters bacteria,R-HSA-6803988,[N2O3 [phagocytic vesicle lumen]],[N2O3 [cytosol]],[]
IRAK1 recruits IKK complex,NEMO subunit of IKK complex binds to activated IRAK1,R-HSA-937032,"[K63-linked polyUb p-IRAK1:TRAF6 [cytosol],CHUK:IKBKB:IKBKG [cytosol]]",[TRAF6:K63-linked polyUb p-IRAK1:IKK complex [cytosol]],[]
Downstream TCR signaling,"beta-TRCP ubiquitinates IkB-alpha in p-S32,33-IkB-alpha:NF-kB complex",R-HSA-5607728,"[K48-Ub [cytosol],SCF-beta-TRCP [cytosol],p-S32,36-IkB-alpha:NF-kB complex [cytosol],UBE2D2,UBE2D1,(CDC34) [cytosol]]","[K48PolyUb-K21,22-p-S32,36-IkBA:NF-kB complex [cytosol],SCF-beta-TRCP [cytosol],UBE2D2,UBE2D1,(CDC34) [cytosol]]","[SCF-beta-TRCP [cytosol],SKP1 [cytosol],CUL1 [cytosol],beta-TrCP [cytosol],FBXW11 [cytosol],BTRC [cytosol]]"
Butyrophilin (BTN) family interactions,BTNL8 binds resting T cell surface,R-HSA-8852013,"[Resting T Cell surface [plasma membrane],BTNL8 [plasma membrane]]",[BTNL8: resting T cell surface [plasma membrane]],[]
MyD88 dependent cascade initiated on endosome,TRAF6 binds to hp- IRAK1/or p-IRAK2:p-IRAK4:MyD88:activated TLR7/8 or 9  ,R-HSA-975111,"[TRAF6 [cytosol],hp-IRAK1 or p-IRAK2 bound to the pIRAK4:MyD88:activated TLR7/8 or 9 complex [endosome membrane]]",[TRAF6:hp-IRAK1/or p-IRAK2:p-IRAK4:oligo-MyD88:activated TLR7/8 or 9 [endosome membrane]],[]
TRAF6 mediated NF-kB activation,Interaction of MEKK1 with TRAF6,R-HSA-933528,"[dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6 [mitochondrial outer membrane],MAP3K1 [cytosol]]",[dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6:MEKK1 [mitochondrial outer membrane]],[]
Gastrin-CREB signalling pathway via PKC and MAPK,RSK1/2/3 phosphorylates CREB at Serine 133,R-HSA-199895,"[ATP [nucleoplasm],CREB1 [nucleoplasm]]","[ADP [nucleoplasm],p-S133-CREB1 [nucleoplasm]]","[Phospho-Ribosomal protein S6 kinase [nucleoplasm],p-4S,T231,T365-RPS6KA3 [nucleoplasm],p-4S,T359,T573-RPS6KA1 [nucleoplasm],p-4S,T356,T570-RPS6KA2 [nucleoplasm]]"
Antimicrobial peptides,BPIF binds bacteria,R-HSA-6809521,"[Microbial cell surface [plasma membrane],BPIFA/BPIFB [extracellular region]]",[BPIFA/BPIFB:bacterial cell [extracellular region]],[]
Macroautophagy,mTORC1 dissociates from ULK complex,R-HSA-5675790,"[mTORC1 with p-S722,S792-RPTOR:RHEB:GTP:p-S758-ULK1:ATG13:RB1CC1:ATG101 [lysosomal membrane]]","[p-S758-ULK1:ATG13:RB1CC1:ATG101 [cytosol],mTORC1 with p-S722,S792-RPTOR:Ragulator:Rag:RHEB:GTP [lysosomal membrane]]",[]
Late endosomal microautophagy,HSPA8 binds substrate,R-HSA-9615721,"[HSPA8 [cytosol],Substrates for chaperone mediated autophagy [cytosol]]",[HSPA8 bound autophagic substrates [cytosol]],[]
TLR3-mediated TICAM1-dependent programmed cell death,RIP3 binds TICAM1 within TLR3 complex to mediate necroptosis ,R-HSA-9013963,"[RIPK3 [cytosol],TICAM1:activated TLR3 complexes [endosome membrane]]",[RIP3:TICAM1:activated TLR3 [endosome membrane]],[]
Interleukin-20 family signaling,"IL24:p-IL20RA:p-JAK1:IL20RB binds STAT1,STAT3",R-HSA-8987097,"[STAT1, STAT3 [cytosol],IL24:IL20RA:p-Y1022,Y1023-JAK1:IL20RB [plasma membrane]]","[IL24:IL20RA:p-JAK1:IL20RB:STAT1,STAT3 [plasma membrane]]",[]
Macroautophagy,"Beclin-1 complex, p-AMBRA1 dissociate from DYNLL1,DYNLL2",R-HSA-5678315,"[Beclin-1 complex:p-AMBRA1:DYNLL1,DYNLL2 [cytosol]]","[DLCs [cytosol],p-AMBRA1 [cytosol],Beclin-1 complex [cytosol]]",[]
Interleukin-9 signaling,"IL9R is phosphorylated by IL9:IL9R:JAK1:IL2RG:p-Y904,939-JAK3",R-HSA-8985973,"[IL9:IL9R:JAK1:IL2RG:p-Y904,939-JAK3 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3 [plasma membrane]]",[]
Interleukin-7 signaling,"IL7:p-Y449-IL7R:JAK1:IL2RG:JAK3:PI3K-regulatory subunits binds IRS1,IRS2",R-HSA-8983003,"[IL7:p-Y449-IL7R:JAK1:p-FYN:IL2RG:JAK3:PI3K-regulatory subunits [plasma membrane],IRS1,2 [cytosol]]","[IL7:p-Y449-IL7R:JAK1:IL2RG:JAK3:PI3K-regulatory subunits:IRS1,IRS2 [plasma membrane]]",[]
MyD88 cascade initiated on plasma membrane,Dissociation of hp-IRAK1:TRAF6 or IRAK2:TRAF6-oligomer from the activated TLR5 or 10:oligo-Myd88:p-IRAK4 complex,R-HSA-975879,[TRAF6:hp-IRAK1/or p-IRAK2:p-IRAK4:oligo-MyD88 :activated TLR5 or 10 [plasma membrane]],"[hp-IRAK1/or p-IRAK2:TRAF6 [plasma membrane],p-S,2T-IRAK4:oligo-MyD88:activated TLR5 or 10 [plasma membrane]]",[]
"Interleukin-3, Interleukin-5 and GM-CSF signaling",The receptor is activated,R-HSA-879942,[High affinity binding complexes of interleukin receptors using the Common beta chain [plasma membrane]],"[High affinity binding complex dimers of cytokine receptors using Bc, inactive JAK2 [plasma membrane]]",[]
Integrin cell surface interactions,VCAM1 binds Integrin alpha4beta1,R-HSA-198941,"[Integrin alpha4beta1 [plasma membrane],VCAM1 [plasma membrane]]",[integrin alpha4beta1:VCAM1 [plasma membrane]],[]
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,"2xLTBR binds LTBR:lymphotoxin,TNFSF14 trimer",R-HSA-5676591,"[LTBR [plasma membrane],LTBR:lymphotoxin,TNFSF14 trimer [plasma membrane]]","[3xLTBR:lymphotoxin,TNFSF14 trimer [plasma membrane]]",[]
Phosphorylation of CD3 and TCR zeta chains,Inactivation of Lck by Csk,R-HSA-202233,"[Antigen-bearing MHC Class II  : TCR complex:CD4:Lck [plasma membrane],ATP [cytosol]]","[ADP [cytosol],Antigen-bearing MHC Class II : TCR complex:CD4:p-Lck(Y505) [plasma membrane]]","[Csk:p-PAG [plasma membrane],CSK [cytosol],p-Y317-PAG1 [plasma membrane],CD45,CD148 [plasma membrane],PTPRJ [plasma membrane],PTPRC [plasma membrane]]"
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,"IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol",R-HSA-169683,[Ca2+ [endoplasmic reticulum lumen]],[Ca2+ [cytosol]],"[ITPR:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],I(1,4,5)P3 [cytosol],ITPR tetramers [endoplasmic reticulum membrane],ITPR1 tetramer [endoplasmic reticulum membrane],ITPR1 [endoplasmic reticulum membrane],ITPR3 tetramer [endoplasmic reticulum membrane],ITPR3 [endoplasmic reticulum membrane],ITPR2 tetramer [endoplasmic reticulum membrane],ITPR2 [endoplasmic reticulum membrane],AHCYL1:NAD+:ITPR1:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],AHCYL1:NAD+ [endoplasmic reticulum membrane],AHCYL1 [endoplasmic reticulum membrane],NAD+ [endoplasmic reticulum lumen]]"
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,"Expression of Stress-70 protein, mitochondrial",R-HSA-8950389,[HSP9 gene [nucleoplasm]],[HSPA9 [mitochondrial matrix]],"[Y963-STAT4 dimer [nucleoplasm],p-Y693-STAT4 [nucleoplasm]]"
TRAF3-dependent IRF activation pathway,"Translocation of phosphorylated IRF3,IRF7 dimers into nucleus",R-HSA-1028816,"[p-2S-IRF7:p-2S-IRF7 [cytosol],IRF3-P:IRF7-P [cytosol],p-T,4S-IRF3:p-T,4S-IRF3 [cytosol]]","[IRF3-P:IRF7-P [nucleoplasm],p-T,4S-IRF3:p-T,4S-IRF3 [nucleoplasm],2xp-S477,S479-IRF7 [nucleoplasm]]",[]
Detoxification of Reactive Oxygen Species,Superoxide and nitric oxide react to peroxynitrite,R-HSA-1222407,"[NO [cytosol],O2.- [cytosol]]",[Peroxynitrite [cytosol]],[]
Interleukin-1 signaling,p62:MEKK3 binds to TRAF6,R-HSA-507719,"[TRAF6 [cytosol],MAP3K3:SQSTM1 [cytosol]]",[MAP3K3:SQSTM1:TRAF6 [cytosol]],[IL1B(117-269) [cytosol]]
Prolactin receptor signaling,SHP2 is phosphorylated,R-HSA-1369115,"[PRLR ligands:p-Y611-PRLR:p-Y1007-JAK2 dimer:SHP2 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],PRLR ligands:p-Y611-PRLR:p-Y1007-JAK2 dimer:p-SHP2 [plasma membrane]]","[PRLR ligands:p-Y611-PRLR:p-Y1007-JAK2 dimer:SHP2 [plasma membrane],PTPN11 [cytosol],PRLR ligands:p-Y611-PRLR:p-Y1007-JAK2 dimer [plasma membrane],Prolactin receptor ligands [extracellular region],Growth Hormone [extracellular region],GH1 [extracellular region],GH2 [extracellular region],PRL [extracellular region],Placental lactogen [extracellular region],Zn2+ [extracellular region],CSH1 [extracellular region],p(Y611)-PRLR:p(Y1007)-JAK2 dimer [plasma membrane],p(Y611)-PRLR:p(Y1007)-JAK2 [plasma membrane],p-Y611-PRLR [plasma membrane],p-Y1007-JAK2 [cytosol]]"
FCGR3A-mediated IL10 synthesis,"IP3 binds to the IP3 receptor, opening the endoplasmic reticulum Ca2+ channel",R-HSA-169680,"[I(1,4,5)P3 [cytosol],IP3 receptor homotetramer [endoplasmic reticulum membrane]]","[ITPR:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane]]",[]
Caspase activation via Death Receptors in the presence of ligand,Caspase-8 processing within TLR4 complex,R-HSA-2562564,[activated TLR4:TRIF:RIP1:FADD:pro-caspase-8 [endosome membrane]],"[activated TLR4:TRIF:RIP1:FADD [endosome membrane],active caspase-8  [cytosol]]","[activated TLR4:TRIF:RIP1:FADD:pro-caspase-8 [endosome membrane],CASP8(1-479) [cytosol],RIPK1 [cytosol],TICAM1:TRAM:TLR4:LY96:LPS:CD14 [endosome membrane],TRAM:TLR4:LY96:LPS:CD14 [endosome membrane],TLR4:LY96:LPS:CD14 [endosome membrane],GPIN-CD14(20-345) [endosome membrane],TLR4:LY96 [endosome membrane],TLR4 [endosome membrane],LY96 [endosome membrane],LPS [endosome lumen],MyrG-p-S16-TICAM2 [endosome membrane],TICAM1 [cytosol],FADD [cytosol]]"
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,Expression of Phosphatidylinositol transfer protein alpha isoform,R-HSA-8950213,[PITPNA gene [nucleoplasm]],[PITPNA [cytosol]],"[Y963-STAT4 dimer [nucleoplasm],p-Y693-STAT4 [nucleoplasm]]"
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",Disassembly of COPII coated vesicle,R-HSA-983422,"[H2O [cytosol],GDP [cytosol],COPII vesicle with MHC class I [ER to Golgi transport vesicle membrane]]","[SEC13 [cytosol],GTP [cytosol],SEC31A [cytosol],Antigen peptide bound class I MHC [ER to Golgi transport vesicle membrane],SEC23A [cytosol],SAR1B:GDP [cytosol],SEC24 [cytosol]]","[COPII [ER to Golgi transport vesicle membrane],SEC23:SEC24 [ER to Golgi transport vesicle membrane],SEC24 [ER to Golgi transport vesicle membrane],SEC24A [ER to Golgi transport vesicle membrane],SEC24B [ER to Golgi transport vesicle membrane],SEC24D [ER to Golgi transport vesicle membrane],SEC24C [ER to Golgi transport vesicle membrane],SEC23A [ER to Golgi transport vesicle membrane],SAR1B [ER to Golgi transport vesicle membrane],Sec13p:Sec31p Complex [ER to Golgi transport vesicle membrane],SEC31A [ER to Golgi transport vesicle membrane],SEC13 [ER to Golgi transport vesicle membrane]]"
FCGR3A-mediated phagocytosis,"(WASPs, WAVE):G-actin:ARP2/3 binds F-actin",R-HSA-2029466,"[F-actin [cytosol],WAVE2, WASP, N-WASP:ARP2/3 complex:G-actin [cytosol]]",[Mother filament:branching complex [cytosol]],[]
Macroautophagy,Thr-180 of ULK1 is phosphorylated,R-HSA-5672008,"[ATP [cytosol],p-AMPK heterotrimer:AMP:p-S317,467,556,638,T575-ULK1:ATG13:RB1CC1:ATG101 [cytosol]]","[ADP [cytosol],p-AMPK heterotrimer:AMP:p-T180,S317,467,556,638,T575-ULK1:ATG13:RB1CC1:ATG101 [cytosol]]","[p-AMPK heterotrimer:AMP:p-S317,467,556,638,T575-ULK1:ATG13:RB1CC1:ATG101 [cytosol],p-AMPK heterotrimer:AMP [cytosol],AMP [cytosol],p-AMPK heterotrimer [cytosol],p-AMPK alpha [cytosol],p-T183-PRKAA1 [cytosol],p-T172-PRKAA2 [cytosol],AMPK beta [cytosol],PRKAB1 [cytosol],PRKAB2 [cytosol],AMPK gamma [cytosol],PRKAG2 [cytosol],PRKAG1 [cytosol],PRKAG3 [cytosol],p-S317,467,556,638,T575-ULK1:ATG13:RB1CC1:ATG101 [cytosol],ATG101 [cytosol],p-S317,467,556,638,T575-ULK1 [cytosol],ATG13 [cytosol],RB1CC1 [cytosol]]"
TICAM1-dependent activation of IRF3/IRF7,TANK binds K63-poly-Ub-TRAF3:TICAM1:activated TLR3,R-HSA-9013985,"[K63polyUb-TRAF3:TICAM1:activated TLR3 [endosome membrane],TANK [cytosol]]",[TANK:K63-poly-Ub-TRAF3:TICAM1:viral dsRNA:TLR3 [endosome membrane]],[]
Interleukin-1 signaling,"hp-IRAK1:p-Pellino, IRAK4:p-Pellino bind UBE2N:UBE2V1",R-HSA-8948063,"[UBE2N:UBE2V1:K63polyUb [cytosol],hp-IRAK1:p-Pellino, IRAK4:p-Pellino [cytosol]]",[IRAK1:Pellino:E2 complexes [cytosol]],[]
CD28 co-stimulation,Phosphorylation of CD28,R-HSA-388831,"[FYN,LCK [cytosol],ATP [cytosol],CD28:B7-1,B7-2 [plasma membrane]]","[phospho CD28:B7-1/B7-2 [plasma membrane],ADP [cytosol]]","[Src family tyrosine kinases (SFKs) [cytosol],FYN [cytosol],LCK [cytosol],SRC-1 [cytosol],YES1 [cytosol],LYN [cytosol]]"
Rap1 signalling,Activation of Rap1 by membrane-associated GEFs,R-HSA-939265,"[RAP1:GDP [plasma membrane],GTP [cytosol]]","[GDP [cytosol],RAP1:GTP [plasma membrane]]","[Rap1 cAMP-GEFs [plasma membrane],RAPGEF3 [plasma membrane],RAPGEF4 [plasma membrane]]"
"TICAM1,TRAF6-dependent induction of TAK1 complex",Viral dsRNA:TLR3:TICAM1 complex recruits TRAF6,R-HSA-177694,"[TRAF6 [cytosol],viral dsRNA:TLR3:TICAM1 [endosome membrane]]",[viral dsRNA:TLR3:TRIF:TRAF6  [endosome membrane]],[]
Interleukin-1 signaling,K63polyUb-IRAK1 dissociates,R-HSA-8948066,"[K63polyUb-hp-IRAK1:p-Pellino-1,2,(3):UBE2N:UBE2V1 [cytosol]]","[UBE2N:UBE2V1 [cytosol],K63polyUb-hp-IRAK1 [cytosol],p-Pellino-1,2,(3) [cytosol]]",[]
Interleukin-10 signaling,IL10 dimer:2xIL10RA1:JAK1 binds IL10RB:TYK2,R-HSA-449811,"[IL10RB:TYK2 [plasma membrane],IL10 dimer:2xIL10RA:JAK1 [plasma membrane]]",[IL10 dimer:2xIL10RA:JAK1:2xIL10RB:TYK2 [plasma membrane]],[]
Alpha-defensins,pro-defensin alpha 5 is stored in Paneth cell granules,R-HSA-1461995,[DEFA5(20-94) [Golgi lumen]],[DEFA5(20-94) [secretory granule lumen]],[]
Interleukin-6 signaling,JAK activation,R-HSA-1112514,"[IL6 receptor hexamer:JAKs [plasma membrane],ATP [cytosol]]","[ADP [cytosol],IL6 receptor hexamer:Activated JAKs [plasma membrane]]",[]
Prolactin receptor signaling,PRLR binds STAT5,R-HSA-1369080,"[STAT5A,STAT5B [cytosol],PRLR ligands:p-Y611-PRLR:p-Y1007-JAK2 dimer [plasma membrane]]",[PRLR ligands:p-Y611-PRLR:p-Y1007-JAK2:STAT5 [plasma membrane]],[]
"Interleukin-3, Interleukin-5 and GM-CSF signaling",SHP1 and SHP2 dephosphorylate Y628 of IL3RB,R-HSA-914036,"[High affinity binding complex dimers of cytokine receptors using Bc, inactive JAK2,p(Y593,628)-Bc:SHP1, SHP2 [plasma membrane]]","[High affinity binding complex dimers of cytokine receptors using Bc, inactive JAK2,p(Y593)-Bc:SHP1, SHP2 [plasma membrane]]","[High affinity binding complex dimers of cytokine receptors using Bc, inactive JAK2,p(Y593,628)-Bc:SHP1, SHP2 [plasma membrane],High affinity binding complex dimers of cytokine receptors using Bc, inactive JAK2, p(Y593,628)-Bc [plasma membrane],IL3:IL3R active complex, JAK2:p-Y593,Y629-IL3RB [plasma membrane],IL3:IL3RA:p-Y593,Y628-IL3RB:JAK2 [plasma membrane],pY593,Y628-IL3RB:JAK2 [plasma membrane],p-Y593,Y628-CSF2RB [plasma membrane],JAK2 [cytosol],IL3:IL3RA [plasma membrane],IL3 [extracellular region],IL3RA [plasma membrane],High affinity IL-5 receptor complex dimer, inactive JAK2, p(Y593, 628)-Bc [plasma membrane],IL5 homodimer:IL5RA:p(Y593, 628)-Bc:JAK2 [plasma membrane],IL5 homodimer:IL5RA [plasma membrane],IL5 homodimer [extracellular region],IL5 [extracellular region],IL5RA [plasma membrane],High affinity GM-CSF receptor complex dimer, inactive JAK2, p(Y593, 628)- Bc [plasma membrane],GM-CSF:GM-CSF receptor alpha subunit:p(Y593, 628)-Bc:JAK2 [plasma membrane],GM-CSF:GM-CSF receptor alpha subunit [plasma membrane],CSF2RA [plasma membrane],CSF2 [extracellular region],PTPN6,PTPN11 [cytosol],PTPN6 [cytosol],PTPN11 [cytosol]]"
Interleukin-1 signaling,TRAF6 binding leads to IRAK1:TRAF6 release,R-HSA-446894,"[IL1R1:IL1:IL1RAP:p-T342,T345,S346-IRAK4:MYD88 dimer:TOLLIP:p-2S,S376,T,T209,T378-IRAK1:TRAF6 [plasma membrane]]","[p-T342,T345,S346-IRAK4 [cytosol],p-2S,S376,T,T209,T387-IRAK1:TRAF6 [cytosol],IL1R1:IL1:IL1RAP:MYD88 dimer [plasma membrane],TOLLIP [cytosol]]",[IRAK3 [cytosol]]
Other interleukin signaling,TXLNA (IL14) binds syntaxin3,R-HSA-9014052,"[STX3 [plasma membrane],TXLNA [cytosol]]",[TXLNA:STX3 [plasma membrane]],[]
"Interleukin-3, Interleukin-5 and GM-CSF signaling",SHP2 can recruit GRB2,R-HSA-914022,"[GRB2-1 [cytosol],PTPN11 [cytosol]]",[SHP2:GRB2 [cytosol]],[]
Interferon alpha/beta signaling,Interaction of IRF9 with p-STAT2:p-STAT1,R-HSA-909725,"[p-STAT2:p-STAT1 [cytosol],IRF9 [cytosol]]",[ISGF3 [cytosol]],[]
STAT6-mediated induction of chemokines,TBK1 phosphorylates STAT6 at Ser407,R-HSA-3249371,"[STING:p-S172-TBK1:STAT6 [cytoplasmic vesicle membrane],ATP [cytosol]]","[ADP [cytosol],p-S407-STAT6 [cytosol],STING:p-S172-TBK1 [cytoplasmic vesicle membrane]]","[STING:p-S172-TBK1:STAT6 [cytoplasmic vesicle membrane],STAT6 [cytosol],STING:STING [cytoplasmic vesicle membrane],K63polyUb-STING [cytoplasmic vesicle membrane],p-S172-TBK1 [cytosol]]"
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,Beta-catenin enhances association of IRF3 with CBP/p300 ,R-HSA-3134883,"[CREBBP,EP300 [nucleoplasm],p-T,4S-IRF3:p-T,4S-IRF3 [nucleoplasm],Promotor region of interferon beta [nucleoplasm],p-S552-CTNNB1 [nucleoplasm]]",[beta-catenin:IRF3:p300 [nucleoplasm]],[]
Cross-presentation of particulate exogenous antigens (phagosomes),Interaction of particulate antigens with dendritic cell receptors,R-HSA-1236958,"[DC receptors recognizing apoptotic cells [plasma membrane],Exogenous Particulate antigen (Ag) [extracellular region]]",[Particulate Ag:DC receptors [plasma membrane]],[]
