ReactionID,ReactionName,DiseaseID,DiseaseName
R-HSA-5654422,Activated FGFR4 binds FRS2,162,cancer
R-HSA-5654422,Activated FGFR4 binds FRS2,0080006,bone development disease
R-HSA-5654418,Activated FGFR4 phosphorylates FRS2,162,cancer
R-HSA-5654418,Activated FGFR4 phosphorylates FRS2,0080006,bone development disease
R-HSA-5654664,Activated FGFR4:p-FRS binds GRB2:SOS1,162,cancer
R-HSA-5654664,Activated FGFR4:p-FRS binds GRB2:SOS1,0080006,bone development disease
R-HSA-5654662,Activated FGFR4:p-FRS2:GRB2:GAB1:PI3KR1 binds PIK3CA,162,cancer
R-HSA-5654662,Activated FGFR4:p-FRS2:GRB2:GAB1:PI3KR1 binds PIK3CA,0080006,bone development disease
R-HSA-190265,FGFR4 binds to FGF,162,cancer
R-HSA-190265,FGFR4 binds to FGF,1612,breast cancer
R-HSA-190326,Autocatalytic phosphorylation of FGFR4,162,cancer
R-HSA-190326,Autocatalytic phosphorylation of FGFR4,1612,breast cancer
R-HSA-190265,FGFR4 binds to FGF,3247,rhabdomyosarcoma
R-HSA-190326,Autocatalytic phosphorylation of FGFR4,3247,rhabdomyosarcoma
R-HSA-5654663,Activated FGFR4:p-FRS2:GRB2:SOS1 activates RAS nucleotide exchange,162,cancer
R-HSA-5654663,Activated FGFR4:p-FRS2:GRB2:SOS1 activates RAS nucleotide exchange,0080006,bone development disease
R-HSA-5654717,FGFR4-associated PI3K phosphorylates PIP2 to PIP3,162,cancer
R-HSA-5654717,FGFR4-associated PI3K phosphorylates PIP2 to PIP3,0080006,bone development disease
R-HSA-5654659,Activated FGFR4:p-FRS2 binds GRB2:GAB1:PIK3R1,162,cancer
R-HSA-5654659,Activated FGFR4:p-FRS2 binds GRB2:GAB1:PIK3R1,0080006,bone development disease
R-HSA-5654163,Activated FGFR4 binds PLCG1,162,cancer
R-HSA-5654163,Activated FGFR4 binds PLCG1,0080006,bone development disease
R-HSA-5654151,Activated FGFR4 phosphorylates PLCG1,162,cancer
R-HSA-5654151,Activated FGFR4 phosphorylates PLCG1,0080006,bone development disease
R-HSA-5654169,p-4Y-PLCG1 dissociates from activated FGFR4,162,cancer
R-HSA-5654169,p-4Y-PLCG1 dissociates from activated FGFR4,0080006,bone development disease
R-HSA-9681375,KIT binds ripretinib,162,cancer
R-HSA-9681375,KIT binds ripretinib,9253,gastrointestinal stromal tumor
R-HSA-9669893,KIT binds type I TKIs,162,cancer
R-HSA-9669854,KIT binds type II TKIs,162,cancer
R-HSA-1433418,Phosphorylation of JAK2,162,cancer
R-HSA-1433514,Synthesis of PIP3 from PIP2 by PI3K,162,cancer
R-HSA-1470010,Dimerization of STATs,162,cancer
R-HSA-1433456,Recruitment of STATs,162,cancer
R-HSA-1433471,Activation of RAS by p-KIT bound SOS1,162,cancer
R-HSA-1470012,Disassociation and translocation of STATs to the nucleus,162,cancer
R-HSA-205262,Direct recruitment of PI3K to p-KIT,162,cancer
R-HSA-205205,Interaction of Src family kinases with p-KIT,162,cancer
R-HSA-1433451,JAK2 binds to p-KIT,162,cancer
R-HSA-205286,GRB2:SOS interacts with p-KIT,162,cancer
R-HSA-1470009,Phosphorylation of STATs,162,cancer
R-HSA-3769401,DKK and KRM bind LRP5/6,162,cancer
R-HSA-3769401,DKK and KRM bind LRP5/6,1540,parathyroid carcinoma
R-HSA-3769401,DKK and KRM bind LRP5/6,1612,breast cancer
R-HSA-195287,Phosphorylation of phospho-(Ser45 ) at Thr 41 by GSK-3,8552,chronic myeloid leukemia
R-HSA-5334050,TCF7L2/TCF7L1 bind CTBP1 to repress WNT target genes,9256,colorectal cancer
R-HSA-195287,Phosphorylation of phospho-(Ser45 ) at Thr 41 by GSK-3,162,cancer
R-HSA-195300,"Phosphorylation of phospho-(Ser45,Thr41,Ser37) at Ser33 by GSK-3",162,cancer
R-HSA-195283,"Phosphorylation of phospho- (Ser45, Thr41) beta-catenin  at Ser37 by GSK-3",162,cancer
R-HSA-195318,Phosphorylation of beta-catenin at Ser45 by CK1 alpha,162,cancer
R-HSA-5246693,APC is K63-polyubiquitinated,9256,colorectal cancer
R-HSA-195251,Assembly of the destruction complex,9256,colorectal cancer
R-HSA-195251,Assembly of the destruction complex,162,cancer
R-HSA-195251,Assembly of the destruction complex,263,kidney cancer
R-HSA-195251,Assembly of the destruction complex,2154,nephroblastoma
R-HSA-5251557,Expression of AMER1 gene,263,kidney cancer
R-HSA-5251557,Expression of AMER1 gene,2154,nephroblastoma
R-HSA-4641249,"ZNRF3,RNF43 binds the FZD:LRP5/6 receptor complex",1793,pancreatic cancer
R-HSA-5251555,Expression of AXIN1 gene,684,hepatocellular carcinoma
R-HSA-195251,Assembly of the destruction complex,684,hepatocellular carcinoma
R-HSA-1980041,NOTCH1 binds DLL4,162,cancer
R-HSA-1980041,NOTCH1 binds DLL4,715,T-cell leukemia
R-HSA-1980044,NOTCH1 binds JAG2,162,cancer
R-HSA-1980044,NOTCH1 binds JAG2,715,T-cell leukemia
R-HSA-1980039,NOTCH1 binds DLL1,162,cancer
R-HSA-1980039,NOTCH1 binds DLL1,715,T-cell leukemia
R-HSA-1980042,NOTCH1 binds JAG1,162,cancer
R-HSA-1980042,NOTCH1 binds JAG1,715,T-cell leukemia
R-HSA-1980074,Ubiquitination of DLL/JAG ligands upon binding to NOTCH1,162,cancer
R-HSA-1980074,Ubiquitination of DLL/JAG ligands upon binding to NOTCH1,715,T-cell leukemia
R-HSA-1912394,NICD1 in complex with RBPJ (CSL) recruits MAML,162,cancer
R-HSA-1912394,NICD1 in complex with RBPJ (CSL) recruits MAML,715,T-cell leukemia
R-HSA-1912385,Phosphorylated NICD1 binds FBXW7,162,cancer
R-HSA-1912385,Phosphorylated NICD1 binds FBXW7,715,T-cell leukemia
R-HSA-1980078,NOTCH1 stimulates HES5 transcription,162,cancer
R-HSA-1980078,NOTCH1 stimulates HES5 transcription,715,T-cell leukemia
R-HSA-4396371,NOTCH1 Coactivator Complex binds MYC promoter,162,cancer
R-HSA-4396371,NOTCH1 Coactivator Complex binds MYC promoter,715,T-cell leukemia
R-HSA-1912391,NICD1 is phosphorylated by CDK8,162,cancer
R-HSA-1912391,NICD1 is phosphorylated by CDK8,715,T-cell leukemia
R-HSA-4396347,NOTCH1 Coactivator Complex binds HES1 promoter,162,cancer
R-HSA-4396347,NOTCH1 Coactivator Complex binds HES1 promoter,715,T-cell leukemia
R-HSA-157632,Complex of NOTCH1 with its ligand is cleaved to produce NEXT1,162,cancer
R-HSA-157632,Complex of NOTCH1 with its ligand is cleaved to produce NEXT1,715,T-cell leukemia
R-HSA-4396382,NOTCH1 Coactivator Complex binds promoters of HEY genes,162,cancer
R-HSA-4396382,NOTCH1 Coactivator Complex binds promoters of HEY genes,715,T-cell leukemia
R-HSA-1980047,NOTCH1 stimulates HES1 transcription,162,cancer
R-HSA-1980047,NOTCH1 stimulates HES1 transcription,715,T-cell leukemia
R-HSA-4396379,NOTCH1 Coactivator Complex binds HES5 promoter,162,cancer
R-HSA-4396379,NOTCH1 Coactivator Complex binds HES5 promoter,715,T-cell leukemia
R-HSA-1980065,NOTCH1 stimulates HEY transcription,162,cancer
R-HSA-1980065,NOTCH1 stimulates HEY transcription,715,T-cell leukemia
R-HSA-1912388,NICD1 displaces co-repressor complex from RBPJ (CSL),162,cancer
R-HSA-1912388,NICD1 displaces co-repressor complex from RBPJ (CSL),715,T-cell leukemia
R-HSA-1980067,NOTCH1 stimulates MYC transcription,162,cancer
R-HSA-1980067,NOTCH1 stimulates MYC transcription,715,T-cell leukemia
R-HSA-1912393,MAML in complex with NICD1 recruits CDK8,162,cancer
R-HSA-1912393,MAML in complex with NICD1 recruits CDK8,715,T-cell leukemia
R-HSA-157353,NEXT1 is cleaved to produce NICD1,162,cancer
R-HSA-157353,NEXT1 is cleaved to produce NICD1,715,T-cell leukemia
R-HSA-157926,NICD1 traffics to nucleus,162,cancer
R-HSA-157926,NICD1 traffics to nucleus,715,T-cell leukemia
R-HSA-1250486,Recruitment of GRB2:SOS1 to p-SHC1 in complex with phosphorylated ERBB2 heterodimers,162,cancer
R-HSA-1250488,GRB2:SOS1 complex binds phosphorylated EGFR:ERBB2 heterodimer,162,cancer
R-HSA-1963589,"ERBB2 forms heterodimers with ligand-activated ERBB receptors: EGFR, ERBB3 and ERBB4",162,cancer
R-HSA-9665726,ERBB2 binds pertuzumab,162,cancer
R-HSA-9652264,ERBB2 binds TKIs,162,cancer
R-HSA-1963578,SHC1 binds phosphorylated ERBB2 heterodimers,162,cancer
R-HSA-1250463,RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers,162,cancer
R-HSA-1250498,RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers.,162,cancer
R-HSA-1251944,PLCG1 binds to p-ERBB2:p-EGFR,162,cancer
R-HSA-1250195,SHC1 phosphorylation by ERBB2 heterodimers,162,cancer
R-HSA-1251922,PLCG1 phosphorylation by p-EGFR:p-ERBB2,162,cancer
R-HSA-1963582,Trans-autophosphorylation of ERBB2 heterodimers,162,cancer
R-HSA-1306957,PIP2 to PIP3 conversion by PI3K bound to GRB2:GAB1 in complex with phosphorylated heterodimer of ERBB2 and EGFR,162,cancer
R-HSA-1306965,Binding of PI3K to GRB2:GAB1 in complex with phosphorylated heterodimer of ERBB2 and EGFR.,162,cancer
R-HSA-1250189,Binding of PI3K to ERBB2:p-ERBB3 heterodimer,162,cancer
R-HSA-1250462,PIP2 to PIP3 conversion by PI3K bound to phosphorylated heterodimer of ERBB2 and ERBB3,162,cancer
R-HSA-1306963,Binding of GRB2:GAB1 to p-ERBB2:p-EGFR,162,cancer
R-HSA-177925,SHC1 binds to the phosphorylated EGF receptor:ligand complex,162,cancer
R-HSA-177943,GRB2:SOS1 complex binds to EGF:EGFR complex,162,cancer
R-HSA-177939,"PI3K converts phosphatidylinositol-4,5-bisphosphate (PIP2) to phosphatidylinositol-3,4,5-trisphosphate (PIP3)",162,cancer
R-HSA-177938,SOS1-mediated nucleotide exchange of RAS (EGF:EGFR:GRB2:SOS1),162,cancer
R-HSA-177927,PI3K binds to EGF:EGFR:GRB2:GAB1,162,cancer
R-HSA-183055,Binding of CBL to EGFR,162,cancer
R-HSA-212713,Active PLC-gamma1 dissociates from EGFR,162,cancer
R-HSA-177933,SHC1 phosphorylation by phosphorylated EGFR,162,cancer
R-HSA-177941,GRB2:GAB1 binds to phosphorylated EGFR,162,cancer
R-HSA-212706,Phospholipase C-gamma1 binds to the activated EGF receptor,162,cancer
R-HSA-177942,EGFR binds EGF ligand,162,cancer
R-HSA-182993,Ubiquitination of stimulated EGFR (CBL),162,cancer
R-HSA-177922,EGFR dimerization,162,cancer
R-HSA-177945,SOS1-mediated nucleotide exchange of RAS (EGF:EGFR:SHC1:GRB2:SOS1),162,cancer
R-HSA-212710,EGFR activates PLC-gamma1 by phosphorylation,162,cancer
R-HSA-182969,Phosphorylation of CBL (EGFR:CBL),162,cancer
R-HSA-177936,GRB2:SOS1 binds to phosphorylated SHC1 in complex with EGFR,162,cancer
R-HSA-177934,EGFR autophosphorylation,162,cancer
R-HSA-199456,PTEN dephosphorylates PIP3,162,cancer
R-HSA-198347,AKT phosphorylates BAD,162,cancer
R-HSA-198613,AKT phosphorylates p21Cip1 and p27Kip1,162,cancer
R-HSA-198611,AKT phosphorylates IKKalpha,162,cancer
R-HSA-198599,AKT phosphorylates MDM2,162,cancer
R-HSA-198609,"AKT phosphorylates TSC2, inhibiting it",162,cancer
R-HSA-200143,AKT phosphorylates AKT1S1 (PRAS40),162,cancer
R-HSA-199863,AKT can phosphorylate NR4A1 (NUR77),162,cancer
R-HSA-198621,AKT phosphorylates caspase-9,162,cancer
R-HSA-199298,AKT phosphorylates CREB1,162,cancer
R-HSA-198298,AKT translocates to the nucleus,162,cancer
R-HSA-198371,AKT phosphorylates GSK3,162,cancer
R-HSA-199839,AKT can phosphorylate RSK,162,cancer
R-HSA-199299,AKT phosphorylates FOXO transcription factors,162,cancer
R-HSA-2316434,PI3K phosphorylates PIP2 to PIP3,162,cancer
R-HSA-5658435,RAS GAPs bind RAS:GTP,0060233,cardiofaciocutaneous syndrome
R-HSA-5658435,RAS GAPs bind RAS:GTP,162,cancer
R-HSA-9649736,RAS intrinsic GTPase activity hydrolyzes GTP to GDP,162,cancer
R-HSA-5672980,Dissociation of RAS:RAF complex,162,cancer
R-HSA-5672980,Dissociation of RAS:RAF complex,3490,Noonan syndrome
R-HSA-5672978,RAF phosphorylates MAP2K dimer,162,cancer
R-HSA-5672972,MAP2Ks and MAPKs bind to the activated RAF complex,162,cancer
R-HSA-5672950,"""Activator"" RAF:YWHAB dimer binds RAS:GTP",162,cancer
R-HSA-5672969,Phosphorylation of RAF,162,cancer
R-HSA-5672973,MAP2Ks phosphorylate MAPKs,162,cancer
R-HSA-5672966,RAS:GTP:'activator' RAF homo/heterodimerizes with other RAF monomers,162,cancer
R-HSA-5672966,RAS:GTP:'activator' RAF homo/heterodimerizes with other RAF monomers,3490,Noonan syndrome
R-HSA-5675376,Cytosolic DUSPs dephosphorylate MAPKs,162,cancer
R-HSA-5672972,MAP2Ks and MAPKs bind to the activated RAF complex,0060233,cardiofaciocutaneous syndrome
R-HSA-5672980,Dissociation of RAS:RAF complex,0060233,cardiofaciocutaneous syndrome
R-HSA-9658445,MRAS:SHOC2:PPP1CC dephosphorylates inactive RAFs,1107,esophageal carcinoma
R-HSA-9658445,MRAS:SHOC2:PPP1CC dephosphorylates inactive RAFs,3490,Noonan syndrome
R-HSA-5672972,MAP2Ks and MAPKs bind to the activated RAF complex,0050469,Costello syndrome
R-HSA-5672972,MAP2Ks and MAPKs bind to the activated RAF complex,14291,LEOPARD syndrome
R-HSA-5672972,MAP2Ks and MAPKs bind to the activated RAF complex,3490,Noonan syndrome
R-HSA-5672972,MAP2Ks and MAPKs bind to the activated RAF complex,11984,hypertrophic cardiomyopathy
R-HSA-5672980,Dissociation of RAS:RAF complex,0050469,Costello syndrome
R-HSA-5672980,Dissociation of RAS:RAF complex,14291,LEOPARD syndrome
R-HSA-5672980,Dissociation of RAS:RAF complex,11984,hypertrophic cardiomyopathy
R-HSA-5672978,RAF phosphorylates MAP2K dimer,0050469,Costello syndrome
R-HSA-5672978,RAF phosphorylates MAP2K dimer,14291,LEOPARD syndrome
R-HSA-5672978,RAF phosphorylates MAP2K dimer,3490,Noonan syndrome
R-HSA-5672978,RAF phosphorylates MAP2K dimer,11984,hypertrophic cardiomyopathy
R-HSA-5672973,MAP2Ks phosphorylate MAPKs,0050469,Costello syndrome
R-HSA-5672973,MAP2Ks phosphorylate MAPKs,14291,LEOPARD syndrome
R-HSA-5672973,MAP2Ks phosphorylate MAPKs,3490,Noonan syndrome
R-HSA-5672973,MAP2Ks phosphorylate MAPKs,11984,hypertrophic cardiomyopathy
R-HSA-5672966,RAS:GTP:'activator' RAF homo/heterodimerizes with other RAF monomers,0050469,Costello syndrome
R-HSA-5672966,RAS:GTP:'activator' RAF homo/heterodimerizes with other RAF monomers,14291,LEOPARD syndrome
R-HSA-5672966,RAS:GTP:'activator' RAF homo/heterodimerizes with other RAF monomers,11984,hypertrophic cardiomyopathy
R-HSA-5672969,Phosphorylation of RAF,0050469,Costello syndrome
R-HSA-5672969,Phosphorylation of RAF,14291,LEOPARD syndrome
R-HSA-5672969,Phosphorylation of RAF,3490,Noonan syndrome
R-HSA-5672969,Phosphorylation of RAF,11984,hypertrophic cardiomyopathy
R-HSA-5672951,Inactive RAFs bind YWHAB,0050469,Costello syndrome
R-HSA-5672951,Inactive RAFs bind YWHAB,14291,LEOPARD syndrome
R-HSA-5672951,Inactive RAFs bind YWHAB,162,cancer
R-HSA-5672951,Inactive RAFs bind YWHAB,3490,Noonan syndrome
R-HSA-5658231,RAS GAPs stimulate RAS GTPase activity,8712,neurofibromatosis
R-HSA-5658231,RAS GAPs stimulate RAS GTPase activity,162,cancer
R-HSA-5358340,Autoproteolytic cleavage of Hh precursors,4621,holoprosencephaly
R-HSA-5358343,HHAT palmitoylates Hh N-terminal fragment,14448,46 XY gonadal dysgenesis
R-HSA-170861,Dimeric TGF-beta-1 binds to the receptor,162,cancer
R-HSA-170843,TGFBR2 phosphorylates TGFBR1,162,cancer
R-HSA-170846,TGFBR2 recruits TGFBR1,162,cancer
R-HSA-170835,"An anchoring protein, ZFYVE9 (SARA), recruits SMAD2/3",162,cancer
R-HSA-170847,Phosphorylated SMAD2 and SMAD3 form a complex with SMAD4,162,cancer
R-HSA-170868,Activated type I receptor phosphorylates SMAD2/3 directly,162,cancer
R-HSA-2993814,HLCS biotinylates ACACA:Mn2+,0050718,vitamin metabolic disorder
R-HSA-2993799,HLCS biotinylates 6xMCCC1:6xMCCC2,0050718,vitamin metabolic disorder
R-HSA-2993802,HLCS biotinylates PC:Mn2+,0050718,vitamin metabolic disorder
R-HSA-2993447,HLCS biotinylates 6x(PCCA:PCCB),0050718,vitamin metabolic disorder
R-HSA-3076905,Extracellular BTD hydrolyses BCTN,0050718,vitamin metabolic disorder
R-HSA-4167509,Mitochondrial BTD hydrolyses BCTN,0050718,vitamin metabolic disorder
R-HSA-3159259,MMAA:MUT binds AdoCbl,14749,methylmalonic acidemia
R-HSA-3095889,MMACHC reduces Cbl,0050715,methylmalonic aciduria and homocystinuria type cblC
R-HSA-3149519,MMACHC decyanates CNCbl,0050715,methylmalonic aciduria and homocystinuria type cblC
R-HSA-3149494,MMACHC:cob(II)alamin binds MMADHC,0050716,methylmalonic aciduria and homocystinuria type cblD
R-HSA-71010,MUT isomerises L-MM-CoA to SUCC-CoA,14749,methylmalonic acidemia
R-HSA-3000074,TCII binds Cbl in the circulation,13382,megaloblastic anemia
R-HSA-3000122,CD320 transports extracellular TCII:Cbl to endosome,14749,methylmalonic acidemia
R-HSA-3000238,LMBRD1 transports lysosomal Cbl to cytosol,0050717,methylmalonic aciduria and homocystinuria type cblF
R-HSA-3000120,GIF binds Cbl,13382,megaloblastic anemia
R-HSA-3000103,CUBN:AMN binds GIF:Cbl,13382,megaloblastic anemia
R-HSA-5223313,ABCD4 may transport Cbl from lysosomal lumen to cytosol,14749,methylmalonic acidemia
R-HSA-5223313,ABCD4 may transport Cbl from lysosomal lumen to cytosol,9263,homocystinuria
R-HSA-3149518,MTRR reduces cob(II)alamin to meCbl,0050732,methylmalonic aciduria and homocystinuria type cblE
R-HSA-3159253,MMAB transfers adenosyl group from ATP to cob(I)alamin,14749,methylmalonic acidemia
R-HSA-3149539,MTR transfers CH3 group from MTHF to cob(I)alamin,0050733,methylmalonic aciduria and homocystinuria type cblG
R-HSA-174374,MTR transfers CH3 from MeCbl to HCYS,0050733,methylmalonic aciduria and homocystinuria type cblG
R-HSA-9632039,UGT1A1 transfers GlcA from UDP-GlcA to BIL to form BMG,3803,Crigler-Najjar syndrome
R-HSA-9632038,UGT1A1 tetramer transfers GlcA from UDP-GlcA to BMG to form BDG,3803,Crigler-Najjar syndrome
R-HSA-211951,CYP1B1 4-hydroxylates EST17b,1686,glaucoma
R-HSA-211951,CYP1B1 4-hydroxylates EST17b,0050593,primary congenital glaucoma
R-HSA-211951,CYP1B1 4-hydroxylates EST17b,1067,open-angle glaucoma
R-HSA-211951,CYP1B1 4-hydroxylates EST17b,1070,primary open angle glaucoma
R-HSA-174394,GSS:Mg2+ dimer synthesizes GSH,655,inherited metabolic disorder
R-HSA-5433074,ACY1:Zn2+ dimer hydrolyses mercapturic acids,3602,toxic encephalopathy
R-HSA-211923,CYP26C1 4-hydroxylates 9cRA,3165,skin benign neoplasm
R-HSA-5602295,CYP4F22 20-hydroxylates TrXA3,1699,congenital ichthyosiform erythroderma
R-HSA-158609,TPMT transfers CH3 from AdoMet to 6MP,655,inherited metabolic disorder
R-HSA-1247935,OPLAH hydrolyses OPRO to L-Glu,655,inherited metabolic disorder
R-HSA-174367,GCL ligates L-Glu to L-Cys,583,hemolytic anemia
R-HSA-193792,"CYP27A1 27-hydroxylates 5β-CHOL3α,7α,24(s)-triol",4810,cerebrotendinous xanthomatosis
R-HSA-191999,"CYP27A1 27-hydroxylates 5bCHOL3a,7a,12a-triol",4810,cerebrotendinous xanthomatosis
R-HSA-174401,AHCY:NAD+ tetramer hydrolyses AdoHcy,0050544,hypermethioninemia
R-HSA-139970,FMO3:FAD N-oxidises TMA to TMAO,655,inherited metabolic disorder
R-HSA-159179,UGT1A4 transfers GlcA from UDP-GlcA to BMG to form BDG,3803,Crigler-Najjar syndrome
R-HSA-159194,UGT1A4 transfers GlcA from UDP-GlcA to BIL to form BMG,3803,Crigler-Najjar syndrome
R-HSA-193997,CYP11B1 oxidises 11DCORT,9553,adrenal gland disease
R-HSA-8943279,GGT dimers hydrolyse GSH,655,inherited metabolic disorder
R-HSA-174368,"SLC35D1 hexamer transports UDP-GlcA, UDP-GlcNAc from cytosol to endoplasmic reticulum lumen",0050775,schneckenbecken dysplasia
R-HSA-193964,CYP21A2 21-hydroxylates PROG,9553,adrenal gland disease
R-HSA-211950,CYP24A1 24-hydroxylates CTL,12678,hypercalcemia
R-HSA-211960,CYP2U1 19-hydroxylates ARA,2476,hereditary spastic paraplegia
R-HSA-194017,CYP11B2 oxidises 11DCORST to CORST,1701,steroid inherited metabolic disorder
R-HSA-193995,CYP11B2 18-hydroxylates CORST to 18HCORST,1701,steroid inherited metabolic disorder
R-HSA-193965,CYP11B2 oxidises 18HCORST to ALDO,1701,steroid inherited metabolic disorder
R-HSA-209868,"CYP27B1 hydroxylates 25(OH)D to 1,25(OH)2D",10609,rickets
R-HSA-212007,"CYP26A1,B1 4-hydroxylate atRA",2340,craniosynostosis
R-HSA-141186,MAOA:FAD oxidatively deaminates of 5HT,150,disease of mental health
R-HSA-192065,CYP7B1 7-hydroxylates 25OH-CHOL,2476,hereditary spastic paraplegia
R-HSA-76500,TBXAS1 isomerises PGH2 to TXA2,0080001,bone disease
R-HSA-76500,TBXAS1 isomerises PGH2 to TXA2,2355,anemia
R-HSA-5433072,"GGTs hydrolyse glutamate from AFXBO-SG, AFNBO-SG",655,inherited metabolic disorder
R-HSA-193101,"CYP11A1 cleaves 20a,22b-DHCHOL",0050546,congenital adrenal insufficiency
R-HSA-209845,CYP2R1 25-hydroxylates VD3 to 25(OH)D,10609,rickets
R-HSA-174391,MAT1A multimers transfer Ado from ATP to L-Met,0050544,hypermethioninemia
R-HSA-193060,CYP19A1 hydroxylates ANDST to E1,3765,pseudohermaphroditism
R-HSA-388605,POMC(138-176) binds MC2R,9553,adrenal gland disease
R-HSA-388605,POMC(138-176) binds MC2R,9970,obesity
R-HSA-193068,CYP17A1 17-hydroxylates PREG,9553,adrenal gland disease
R-HSA-193072,CYP17A1 17-hydroxylates P4,9553,adrenal gland disease
R-HSA-193099,CYP17A1 cleaves 17aHPROG to ANDST,9553,adrenal gland disease
R-HSA-449715,"GFPT1,2 transfer an amino group from L-Gln to F6P to form GlcN6P",0050570,congenital disorder of glycosylation type I
R-HSA-9638127,PGM1:Mg2+ isomerises G6P to G1P,5212,congenital disorder of glycosylation
R-HSA-4084999,NEU1 hydrolyses Neu5Ac from glycoconjugates,3211,lysosomal storage disease
R-HSA-162721,dolichyl phosphate + GDP-alpha-D-mannose -> dolichyl phosphate D-mannose,0050570,congenital disorder of glycosylation type I
R-HSA-70369,GALE:NAD+ dimer reversibly epimerises UDP-Gal to UDP-Glc,9870,galactosemia
R-HSA-70355,GALK1 phosphorylates Gal to Gal1P,14695,galactokinase deficiency
R-HSA-4085021,GNE hydrolyzes/epimerises UDP-GlcNAc to ManNAc and UDP,3659,sialuria
R-HSA-4085021,GNE hydrolyzes/epimerises UDP-GlcNAc to ManNAc and UDP,3429,inclusion body myositis
R-HSA-4085028,GNE phosphorylates ManNAc to ManNAc-6-P,3659,sialuria
R-HSA-4085028,GNE phosphorylates ManNAc to ManNAc-6-P,3429,inclusion body myositis
R-HSA-70361,GALT transfers UMP from UDP-Glc to Gal1P to form UDP-Gal,9870,galactosemia
R-HSA-4419978,"DHDDS:NUS1 elongates E,E-FPP with (n)IPPP to form pPPP",10584,retinitis pigmentosa
R-HSA-532549,MPI isomerises Fru6P to Man6P,0050570,congenital disorder of glycosylation type I
R-HSA-4419979,SRD5A3 reduces pPNOL to DCHOL,0050570,congenital disorder of glycosylation type I
R-HSA-446195,DOLK phosphorylates DCHOL to DOLP,0050570,congenital disorder of glycosylation type I
R-HSA-446201,"PMM1,2 isomerise Man6P to Man1P",0050570,congenital disorder of glycosylation type I
R-HSA-2046265,B4GALTs transfer Gal to the keratan chain,0050571,congenital disorder of glycosylation type II
R-HSA-2025723,B4GALTs transfer Gal to the N-glycan precursor,0050571,congenital disorder of glycosylation type II
R-HSA-2046298,B4GALTs transfer Gal to a branch of keratan,0050571,congenital disorder of glycosylation type II
R-HSA-2046285,The keratan chain can be capped by N-acetylneuraminic acid,0060037,developmental disorder of mental health
R-HSA-174389,"PAPSS1,2 transfer PO4(2-) group from ATP to APS to form PAPS",0080027,spondyloepimetaphyseal dysplasia
R-HSA-174392,"PAPSS1,2 transfer SO4(2-) group to ATP to form APS",0080027,spondyloepimetaphyseal dysplasia
R-HSA-2022851,EXT1:EXT2 transfer GlcNAc to the heparan chain,206,hereditary multiple exostoses
R-HSA-2022919,EXT1:EXT2 transfers GlcNAc to the terminal GlcA residue,206,hereditary multiple exostoses
R-HSA-2022856,EXT1:EXT2 transfers GlcNAc to heparan,206,hereditary multiple exostoses
R-HSA-2076392,EXT1:EXT2 transfers GlcA to heparan,206,hereditary multiple exostoses
R-HSA-427555,"SLC26A1,2 cotransport SO4(2-), H+ from extracellular region to cytosol",0080055,achondrogenesis type IB
R-HSA-9638078,HEXB cleaves the terminal GalNAc from keratan sulfate,3321,gangliosidosis GM2
R-HSA-9638076,HEXB cleaves the terminal GalNAc from small HA fragments,3321,gangliosidosis GM2
R-HSA-9638075,HEXB cleaves the terminal GalNAc from DS,3321,gangliosidosis GM2
R-HSA-1889978,B3GALT6 transfers Gal to the tetrasaccharide linker,13359,Ehlers-Danlos syndrome
R-HSA-1889978,B3GALT6 transfers Gal to the tetrasaccharide linker,0080027,spondyloepimetaphyseal dysplasia
R-HSA-2022063,CHST14 transfers SO4(2-) to GalNAc in dermatan or DS,13359,Ehlers-Danlos syndrome
R-HSA-2018682,"CHST3,7 transfer SO4(2-) to position 6 of GalNAc on chondroitin chains",0080027,spondyloepimetaphyseal dysplasia
R-HSA-2046222,"CHST2,5,6 transfer SO4(2-) to GlcNAc residues on keratan-PG to form KSPG",2565,macular corneal dystrophy
R-HSA-9638064,B3GAT3 dimer transfers GlcA to tetrasaccharide linker,14764,Larsen syndrome
R-HSA-9638064,B3GAT3 dimer transfers GlcA to tetrasaccharide linker,1682,congenital heart defect
R-HSA-1889981,B4GALT7 transfers Gal group to xylosyl-unit of the tetrasaccharide linker,13359,Ehlers-Danlos syndrome
R-HSA-2162225,HEXA cleaves the terminal GalNAc from small HA fragments,3322,gangliosidosis GM1
R-HSA-1638053,HEXA cleaves the terminal GalNAc from keratan sulfate,3322,gangliosidosis GM1
R-HSA-2105001,HEXA cleaves the terminal GalNAc from DS,3322,gangliosidosis GM1
R-HSA-9632034,CHSY1 transfers GlcA to chondroitin,0050581,brachydactyly
R-HSA-9632033,CHSY1 transfers GalNAc to chondroitin,0050581,brachydactyly
R-HSA-5615637,POMT1:POMT2 transfers Man from Dol-P-Man to DAG1(30-653),0050588,muscular dystrophy-dystroglycanopathy
R-HSA-5617037,POMGNT1 transfers GlcNAc from UDP-GlcNAc to Man-O-Ser-DAG1,0050588,muscular dystrophy-dystroglycanopathy
