PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
Aflatoxin activation and detoxification,"Unknown NAT transfers COCH3 to AFXBO-C, AFNBO-C",R-HSA-5433066,"[Ac-CoA [cytosol],AFXBO-C,AFNBO-C [cytosol]]","[AFXBO-NAC,AFNBO-NAC [cytosol],CoA-SH [cytosol]]",[unknown NAT [cytosol]]
Recycling of bile acids and salts,"NR1H4 binds DCA, CDCA, LCHA",R-HSA-5340195,"[DCA,CDCA,LCHA [nucleoplasm],NR1H4 [nucleoplasm]]","[NR1H4:DCA,CDCA,LCHA [nucleoplasm]]",[]
5-Phosphoribose 1-diphosphate biosynthesis,D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,R-HSA-111215,"[R5P [cytosol],dATP [cytosol]]","[PRPP [cytosol],2'-deoxyadenosine 5'-monophosphate [cytosol]]","[PRPS1 dimer [cytosol],PRPS1 [cytosol],Mg2+ [cytosol],Pi [cytosol]]"
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,"Thiolysis of 3alpha,7alpha-dihydroxy-5beta-cholan-24-one-CoA yields chenodeoxycholoyl-CoA (3alpha,7alpha-dihydroxy-5beta-cholan-24-one-CoA) and propionyl CoA",R-HSA-193533,"[3alpha,7alpha-dihydroxy-5beta-cholest-24-one-CoA [peroxisomal matrix],CoA-SH [peroxisomal matrix]]","[propionyl CoA [peroxisomal matrix],chenodeoxycholoyl-CoA [peroxisomal matrix]]",[SCP2-1 [peroxisomal matrix]]
Glucocorticoid biosynthesis,"Pregn-5-ene-3,20-dione-17-ol isomerizes to 17-hydroxyprogesterone",R-HSA-193961,"[pregn-5-ene-3,20-dione-17-ol [cytosol]]",[17aHPROG [cytosol]],"[HSD2B1 or HSD3B2 dimer [endoplasmic reticulum membrane],HSD3B2 homodimer [endoplasmic reticulum membrane],HSD3B2 [endoplasmic reticulum membrane],HSD3B1 homodimer [endoplasmic reticulum membrane],HSD3B1 [endoplasmic reticulum membrane]]"
Synthesis of PC,STARD10 transports PC from ER membrane to lamellar body membrane,R-HSA-8873834,[STARD10:LPCAT1:PC [endoplasmic reticulum membrane]],"[LPCAT1 [endoplasmic reticulum membrane],STARD10:PC [lamellar body membrane]]",[]
Biosynthesis of DPAn-3 SPMs,PTGS2 dimer oxidises DPAn-3 to 13(R)-HDPAn-3,R-HSA-9026408,"[DPAn-3 [cytosol],O2 [cytosol]]",[13(R)-HDPAn-3 [cytosol]],"[PTGS2 dimer [endoplasmic reticulum membrane],PTGS2 [endoplasmic reticulum membrane],heme b [endoplasmic reticulum membrane]]"
Biosynthesis of DPAn-6 SPMs,"ALOX15 oxidises DPAn-6 to 17(S)-HDPAn-6 and 10(S),17(S)-diHDPAn-6",R-HSA-9025152,"[DPAn-6 [cytosol],O2 [cytosol]]","[17(S)-HDPAn-6, 10(S),17(S)-diHDPAn-6 [cytosol]]",[ALOX15 [cytosol]]
Synthesis of bile acids and bile salts via 24-hydroxycholesterol,"5beta-cholestan-3alpha,7alpha,24(S),27-tetrol is oxidized to 3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al",R-HSA-193719,"[5bCHOL3a,7a,24(s),27-tetrol [mitochondrial matrix],O2 [mitochondrial matrix],H+ [mitochondrial matrix],NADPH [mitochondrial matrix]]","[NADP+ [mitochondrial matrix],3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al [mitochondrial matrix],H2O [mitochondrial matrix]]",[CYP27A1 [mitochondrial matrix]]
Acetylation,NAT1 acetylation,R-HSA-174963,"[AcC-NAT1 [cytosol],NAT1 substrate [cytosol]]","[NAT1 [cytosol],NAT1 acetylated conjugate [cytosol]]",[AcC-NAT1 [cytosol]]
Synthesis of Lipoxins (LX),ALOX12 oxidises LTA4 to LXA4/B4,R-HSA-2161775,"[LTA4 [cytosol],O2 [cytosol]]",[LXA4/B4 [cytosol]],"[ALOX12:Fe2+ [cytosol],ALOX12 [cytosol],Fe2+ [cytosol]]"
Electron transport from NADPH to Ferredoxin,"FDXR transfers electrons to FDX1,2 (FDX1L)",R-HSA-2395512,"[FDXR:FADH2 [mitochondrial matrix],FDX1,FDX2 (oxidized) [mitochondrial matrix]]","[H+ [mitochondrial matrix],FDX1,FDX2 (reduced) [mitochondrial matrix],FDXR:FAD [mitochondrial matrix]]",[]
Coenzyme A biosynthesis,3xPPCDC:3FMN decarboxylates PPC,R-HSA-196840,[PPC [cytosol]],"[PPANT [cytosol],CO2 [cytosol]]","[3xPPCDC:3xFMN [cytosol],FMN [cytosol],PPCDC [cytosol]]"
PPARA activates gene expression,Expression of ME1,R-HSA-1989756,[ME1 gene [nucleoplasm]],[ME1 [cytosol]],"[PPARA:RXRA Coactivator complex [nucleoplasm],TBL1XR1 [nucleoplasm],Coactivators of PPARalpha [nucleoplasm],HELZ2 [nucleoplasm],CHD9 [nucleoplasm],NCOA1 [nucleoplasm],TGS1 [nucleoplasm],CREBBP [nucleoplasm],NCOA2 [nucleoplasm],NCOA6 [nucleoplasm],SMARCD3 [nucleoplasm],CARM1 [nucleoplasm],MED1 [nucleoplasm],Activated PPARA:RXRA [nucleoplasm],RXRA [nucleoplasm],PPARA:fatty acid (Activated PPARA) [nucleoplasm],Ligands of PPARA [nucleoplasm],Palm [nucleoplasm],EPA [nucleoplasm],ALA [nucleoplasm],LINA [nucleoplasm],AA [nucleoplasm],PPARA [nucleoplasm],Peroxisome Proliferator Receptor Element (PPRE) [nucleoplasm],TBL1X [nucleoplasm]]"
Biosynthesis of E-series 18(R)-resolvins,ALOX15 oxidises 18(R)-HEPE to 18(R)-RvE3,R-HSA-9018907,"[18(R)-HEPE [cytosol],O2 [cytosol]]",[(18R)-resolvin E3 [cytosol]],[ALOX15 [cytosol]]
AMPK inhibits chREBP transcriptional activation activity,LKB1 phosphorylates the alpha subunit of AMPK heterotrimer,R-HSA-164151,"[ATP [nucleoplasm],AMPK heterotrimer:AMP [nucleoplasm]]","[ADP [nucleoplasm],Activated AMPK heterotrimer [nucleoplasm]]",[STK11 [nucleoplasm]]
Interconversion of nucleotide di- and triphosphates,"NME1:NME3 heterohexamer, NME2P1 phosphorylate NDPs to NTPs",R-HSA-6806877,"[ATP [cytosol],NDP [cytosol]]","[ADP [cytosol],NTP [cytosol]]","[NME1:NME3 heterohexamer, NME2P1 [cytosol],NME2P1 [cytosol],NME1:NME3 heterohexamer [cytosol],NME3 [cytosol],NME1 [cytosol]]"
Biosynthesis of protectins,ALOX15 oxidises 17(S)-Hp-DHA to PDX,R-HSA-9024872,"[O2 [cytosol],17(S)-Hp-DHA [cytosol]]",[PDX [cytosol]],[ALOX15 [cytosol]]
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),PGE2 is dehydrated to PGA2,R-HSA-2161659,[PGE2 [cytosol]],"[PGA2 [cytosol],H2O [cytosol]]",[]
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),PGC2 is isomerised to PGB2,R-HSA-2161735,[PGC2 [cytosol]],[PGB2 [cytosol]],[]
Purinergic signaling in leishmaniasis infection,NT5E:Zn2+ hydrolyses NMN,R-HSA-8940074,"[H2O [extracellular region],NMN [extracellular region]]","[Pi [extracellular region],NRNAM [extracellular region]]","[NT5E:Zn2+ dimer [plasma membrane],Zn2+ [plasma membrane],NT5E [plasma membrane]]"
Synthesis of PIPs at the plasma membrane,"PI4P is phosphorylated to PI(3,4)P2 by PI3K3C[2] at the plasma membrane",R-HSA-1676109,"[ATP [cytosol],PI4P [plasma membrane]]","[ADP [cytosol],PI(3,4)P2 [plasma membrane]]","[PIK3(2) [cytosol],PIK3CA:PIK3R2 [cytosol],PIK3CA [cytosol],PIK3R2 [cytosol],PIK3CB:PIK3R3 [cytosol],PIK3R3 [cytosol],PIK3CB [cytosol],PIK3CG:PIK3R5 [cytosol],PIK3R5 [cytosol],PIK3CG [cytosol],PIK3CD:PIK3R3 [cytosol],PIK3CD [cytosol],PIK3CG:PIK3R6 [cytosol],PIK3R6 [cytosol],PIK3C2B:Ca2+/Mg2+/Mn2+ [cytosol],PIK3C2B [cytosol],Ca2+/Mg2+/Mn2+ [cytosol],Ca2+ [cytosol],Mg2+ [cytosol],Mn2+ [cytosol],PIK3CA:PIK3R1 [cytosol],PIK3R1 [cytosol],PIK3CB:PIK3R1 [cytosol],PIK3C2A:Ca2+/Mg2+ [cytosol],PIK3C2A [cytosol],Ca2+/Mg2+ [cytosol],PIK3CD:PIK3R2 [cytosol],PIK3CB:PIK3R2 [cytosol],PIK3CA:PIK3R3 [cytosol],PIK3CD:PIK3R1 [cytosol],PIK3C2G [cytosol]]"
Purine catabolism,AMP + H2O => adenosine + orthophosphate [NT5C1B],R-HSA-109415,"[H2O [cytosol],AMP [cytosol]]","[Pi [cytosol],Ade-Rib [cytosol]]","[NT5C1B [cytosol],ADP [cytosol]]"
Metabolism of folate and pterines,Mitochondrial tetrahydrofolate export across the inner mitochondrial membrane,R-HSA-200720,[THF [mitochondrial matrix]],[THF [cytosol]],[SLC25A32 [mitochondrial inner membrane]]
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,Chenodeoxycholoyl CoA reacts with glycine or taurine to form glycochenodeoxycholate or taurochenodeoxycholate,R-HSA-193491,"[glycine; taurine [peroxisomal matrix],chenodeoxycholoyl-CoA [peroxisomal matrix]]","[chenodeoxycholate bile salts [peroxisomal matrix],CoA-SH [peroxisomal matrix]]",[BAAT [peroxisomal matrix]]
Vitamin C (ascorbate) metabolism,DeHA hydrolyses to threonate and oxalate,R-HSA-9640316,"[H2O [cytosol],DeHA [cytosol],H2O2 [cytosol]]","[threonate [cytosol],oxalate [cytosol]]",[]
Acyl chain remodelling of PG,PG is hydrolyzed to 1-acyl LPG by PLA2[16],R-HSA-1602368,"[H2O [extracellular region],PG [plasma membrane]]","[1-acyl LPG [plasma membrane],LCFA(-) [plasma membrane]]","[PLA2(16) [extracellular region],PLA2G2D:Ca2+ [extracellular region],Ca2+ [extracellular region],PLA2G2D [extracellular region],PLA2G10:Ca2+ [extracellular region],PLA2G10 [extracellular region],PLA2G2A:Ca2+ [extracellular region],PLA2G2A [extracellular region],PLA2G3:Ca2+ [extracellular region],PLA2G3 [extracellular region],PLA2G1B:Ca2+ [extracellular region],PLA2G1B [extracellular region],PLA2G2F:Ca2+ [extracellular region],PLA2G2F [extracellular region],PLA2G12A:Ca2+ [extracellular region],PLA2G12A [extracellular region],PLA2G2E:Ca2+ [extracellular region],PLA2G2E [extracellular region],PLA2G5:Ca2+ [extracellular region],PLA2G5 [extracellular region],PLA2R1(21-?) [extracellular region]]"
Agmatine biosynthesis,Agmatine + H2O <=> putrescine + urea,R-HSA-350604,"[H2O [cytosol],AGM [cytosol]]","[Urea [cytosol],Putrescine [cytosol]]",[AGMAT(1-?) [mitochondrion]]
Pyrimidine salvage,(2'-deoxy)cytidine + ATP => (d)CMP + ADP (DCK),R-HSA-73598,"[Cyt-Rib, dC [cytosol],ATP [cytosol]]","[(d)CMP [cytosol],ADP [cytosol]]","[DCK dimer [cytosol],Mg2+ [cytosol],DCK [cytosol]]"
Synthesis of IPs in the nucleus,5-PP-IP5 is phosphorylated to 5-PPP-IP5 by IP6K1/2 in the nucleus,R-HSA-1855224,"[ATP [nucleoplasm],5-PP-IP5 [nucleoplasm]]","[ADP [nucleoplasm],5-PPP-IP5 [nucleoplasm]]","[IP6K1/2 [nucleoplasm],IP6K2 [nucleoplasm],IP6K1 [nucleoplasm]]"
Beta oxidation of butanoyl-CoA to acetyl-CoA,Butanoyl-CoA+FAD<=>Crotonoyl-CoA+FADH2,R-HSA-77319,"[FAD [mitochondrial matrix],BT-CoA [mitochondrial matrix]]","[FADH2 [mitochondrial matrix],Crotonoyl-CoA [mitochondrial matrix]]","[ACADS tetramer [mitochondrial matrix],ACADS [mitochondrial matrix]]"
Cholesterol biosynthesis via desmosterol,"Cholesta-7,24-dien-3beta-ol is desaturated to form cholesta-5,7,24-trien-3beta-ol",R-HSA-195664,"[H+ [cytosol],CHdOL [endoplasmic reticulum membrane],O2 [cytosol],NADPH [cytosol]]","[H2O [cytosol],NADP+ [cytosol],7dhDESOL [endoplasmic reticulum membrane]]",[SC5D [endoplasmic reticulum membrane]]
Phase I - Functionalization of compounds,CMBL hydrolyses OM to OLMS,R-HSA-6786190,"[H2O [cytosol],OM [cytosol]]","[OLMS [cytosol],diketone [cytosol]]",[CMBL [cytosol]]
Activation of gene expression by SREBF (SREBP),"Expression of Acetyl CoA Carboxylase 2 (ACACB, ACC2)",R-HSA-1655830,[ACACB gene [nucleoplasm]],[ACACB [cytosol]],"[SREBP1A,1C:ACACB gene [nucleoplasm],SP1 [nucleoplasm],ACACB gene [nucleoplasm],SREBP1A,1C dimer [nucleoplasm],SREBF1A,C [nucleoplasm],SREBF1-1(1-490) [nucleoplasm],SREBF1-3 [nucleoplasm]]"
Synthesis of Lipoxins (LX),5S-HpETE is dehydrated to LTA4 by ALOX5,R-HSA-266051,[5S-HpETE [cytosol]],"[H2O [cytosol],LTA4 [cytosol]]","[ALOX5:ALOX5AP:LTC4S [nuclear envelope],ALOX5AP trimer [nuclear envelope],ALOX5AP [nuclear envelope],p-S272-ALOX5:Ca2+:Fe2+ [nuclear envelope],Ca2+ [nuclear envelope],Fe2+ [nuclear envelope],p-S272-ALOX5 [nuclear envelope],LTC4S trimer [nuclear envelope],LTC4S [nuclear envelope]]"
Keratan sulfate biosynthesis,The keratan chain can be capped by N-acetylneuraminic acid,R-HSA-2046285,"[CMP-Neu5Ac [Golgi lumen],Keratan(3)-PG [Golgi lumen]]","[CMP [Golgi lumen],Keratan(4)-PG [Golgi lumen]]","[ST3GAL1-4,6 [Golgi membrane],ST3GAL2 [Golgi membrane],ST3GAL1 [Golgi membrane],ST3GAL4 [Golgi membrane],ST3GAL6 [Golgi membrane],ST3GAL3 [Golgi membrane]]"
Metabolism of polyamines,Putrescine + dc-Adenosyl methionine  => Spermidine + 5'-methylthioadenosine,R-HSA-351215,"[dc-AdoMet [cytosol],Putrescine [cytosol]]","[SPM [cytosol],MTAD [cytosol]]",[SRM [cytosol]]
Metabolism of folate and pterines,THF polyglutamate + formate + ATP => 10-formylTHF polyglutamate + ADP + orthophosphate,R-HSA-200711,"[ATP [cytosol],HCOOH [cytosol],THFPG [cytosol]]","[Pi [cytosol],ADP [cytosol],10-formyl-THFPG [cytosol]]","[2xMTHFD1 [cytosol],MTHFD1 [cytosol]]"
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,THCA is translocated from the mitochondrial matrix to the cytosol,R-HSA-191971,[THCA [mitochondrial matrix]],[THCA [cytosol]],[]
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),TXB2 is converted to 11dh-TXB2 by TXDH,R-HSA-2161732,"[NAD+ [endoplasmic reticulum lumen],TXB2 [endoplasmic reticulum lumen]]","[H+ [endoplasmic reticulum lumen],11dh-TXB2 [endoplasmic reticulum lumen],NADH [endoplasmic reticulum lumen]]",[TXDH [endoplasmic reticulum lumen]]
Synthesis of IPs in the nucleus,"I(1,4,5)P3 is phosphorylated to I(1,3,4,5)P4 by IPMK in the nucleus",R-HSA-1855233,"[ATP [nucleoplasm],I(1,4,5)P3 [nucleoplasm]]","[ADP [nucleoplasm],I(1,3,4,5)P4 [nucleoplasm]]",[IPMK [nucleoplasm]]
Pyrimidine catabolism,(R)-3-aminoisobutyric acid + pyruvate => 2-methyl-3-oxopropanoate + alanine,R-HSA-909780,"[3AIB [mitochondrial matrix],PYR [mitochondrial matrix]]","[L-Ala [mitochondrial matrix],2M3OPROA [mitochondrial matrix]]","[AGXT2 tetramer [mitochondrial matrix],PXLP-AGXT2 [mitochondrial matrix]]"
Synthesis of PIPs in the nucleus,TMEM55B translocates to the nucleus,R-HSA-6810392,[TMEM55B [late endosome membrane]],[TMEM55B [nucleoplasm]],[]
Acyl chain remodelling of PE,PE is hydrolyzed to 2-acyl LPE by PLA2[4],R-HSA-1482828,"[H2O [cytosol],PE [endoplasmic reticulum membrane]]","[2-acyl LPE [endoplasmic reticulum membrane],LCFA(-) [endoplasmic reticulum membrane]]","[PLA2(4) [cytosol],PLA2G4E [cytosol],PLA2G4A:Ca2+ [cytosol],Ca2+ [cytosol],PLA2G4A [cytosol],PLA2G4F [cytosol],PLA2G4D [cytosol]]"
Biosynthesis of maresins,Maresins translocate from cytosol to extracellular region,R-HSA-9031802,[Maresins [cytosol]],[Maresins [extracellular region]],[]
Mineralocorticoid biosynthesis,"Pregn-5-ene-3,20-dione isomerizes to progesterone",R-HSA-193052,"[pregn-5-ene-3,20-dione [cytosol]]",[P4 [cytosol]],"[HSD2B1 or HSD3B2 dimer [endoplasmic reticulum membrane],HSD3B2 homodimer [endoplasmic reticulum membrane],HSD3B2 [endoplasmic reticulum membrane],HSD3B1 homodimer [endoplasmic reticulum membrane],HSD3B1 [endoplasmic reticulum membrane],glyco-Lutropin [extracellular region],CGA [extracellular region],LHB [extracellular region]]"
Activation of gene expression by SREBF (SREBP),"Expression of Glycerol-3-phosphate Acyltransferase (GPAM, GPAT)",R-HSA-1655837,[GPAM gene [nucleoplasm]],[GPAM(1-828) [mitochondrial outer membrane]],"[SREBP1A,1C:NF-Y:GPAM gene [nucleoplasm],NF-Y [nucleoplasm],NFYA [nucleoplasm],NFYB [nucleoplasm],NFYC [nucleoplasm],GPAM gene [nucleoplasm],SREBP1A,1C dimer [nucleoplasm],SREBF1A,C [nucleoplasm],SREBF1-1(1-490) [nucleoplasm],SREBF1-3 [nucleoplasm]]"
Formation of selenosugars for excretion,GSSeH combines with bGalNAc derivative to form GSSebGalNac,R-HSA-5333607,"[bGalNAc derivative [cytosol],GSSeH [cytosol]]",[GSSebGalNac [cytosol]],[]
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),PGD2 is reduced to 11-epi-PGF2a by AKRIC3,R-HSA-2161614,"[H+ [cytosol],NADPH [cytosol],PGD2 [cytosol]]","[NADP+ [cytosol],11epi-PGF2a [cytosol]]",[AKR1C3 [cytosol]]
Biosynthesis of E-series 18(R)-resolvins,"18(R)-RvE1, E2 and E3 translocate from cytosol to extracellular region",R-HSA-9023983,"[18(R)-RvE1,E2,E3 [cytosol]]","[18(R)-RvE1,E2,E3 [extracellular region]]",[]
Methionine salvage pathway,Acireductone is created,R-HSA-1237129,"[H2O [cytosol],2,3-DMPP [cytosol]]","[Pi [cytosol],H+ [cytosol],Acireductone [cytosol]]","[E1:Mg++ [cytosol],ENOPH1 [cytosol],Mg2+ [cytosol]]"
Synthesis of PIPs at the plasma membrane,"PI(3,4)P2 is dephosphorylated to PI3P by INPP4A/B at the plasma membrane",R-HSA-1676164,"[H2O [cytosol],PI(3,4)P2 [plasma membrane]]","[PI3P [plasma membrane],Pi [cytosol]]","[INPP4A/B [cytosol],INPP4A [cytosol],INPP4B [cytosol]]"
Gluconeogenesis,2-Phospho-D-glycerate <=> 3-Phospho-D-glycerate,R-HSA-71445,[2PG [cytosol]],[3PG [cytosol]],"[PGAM dimers [cytosol],phosphoglycerate mutase 1 dimer [cytosol],PGAM1 [cytosol],phosphoglycerate mutase 2 dimer [cytosol],PGAM2 [cytosol]]"
Creatine metabolism,creatine + ATP => phosphocreatine + ADP [CK octamer],R-HSA-200326,"[CRET [cytosol],ATP [cytosol]]","[Pcr [cytosol],ADP [cytosol]]","[CK octamers [mitochondrial inner membrane],creatine kinase, sarcomeric, octamer [mitochondrial inner membrane],CKMT2 [mitochondrial inner membrane],creatine kinase, ubiquitous, octamer [mitochondrial inner membrane],CKMT1A [mitochondrial inner membrane]]"
Regulation of pyruvate dehydrogenase (PDH) complex,DCA binds PDK2,R-HSA-9011543,"[PDK2(?-407) [mitochondrial matrix],DCA [mitochondrial matrix]]",[DCA:PDK2 [mitochondrial matrix]],[]
Triglyceride catabolism,2-acylglycerol + H2O -> glycerol + fatty acid,R-HSA-163595,"[2-acylglycerol [lipid droplet],H2O [cytosol]]","[LCFA(-) [cytosol],Glycerol [cytosol]]",[MGLL [lipid droplet]]
Acyl chain remodeling of CL,DLCL transports from the IM to the ER,R-HSA-1482860,[DLCL [mitochondrial inner membrane]],[DLCL [endoplasmic reticulum membrane]],[]
ChREBP activates metabolic gene expression,Transcriptional activation of pyruvate kinase gene by ChREBP:MLX,R-HSA-163669,[],[PKLR-1 [cytosol]],"[ChREBP:MLX [nucleoplasm],MLXIPL [nucleoplasm],MLX [nucleoplasm]]"
eNOS activation,BH2 binding can lead to eNOS uncoupling,R-HSA-1497796,"[BH2 [cytosol],p-S1177-eNOS:CaM:HSP90:p-AKT1:BH4 [plasma membrane]]","[BH4 [cytosol],p-S1177-eNOS:CaM:HSP90:p-AKT1:BH2 [plasma membrane]]",[]
Synthesis of PIPs at the plasma membrane,MTMR6 binds MTMR9,R-HSA-6809309,"[MTMR6 [cytosol],MTMR9 [cytosol]]",[MTMR6:MTMR9 [cytosol]],[]
Keratan sulfate degradation,HEXA cleaves the terminal GalNAc from keratan sulfate,R-HSA-1638053,"[H2O [lysosomal lumen],GlcNAc-Gal-GlcNAc(S)-Gal [lysosomal lumen]]","[Gal-GlcNAc(S)-Gal [lysosomal lumen],GalNAc [lysosomal lumen]]","[HEXA [lysosomal lumen],HEXB(122-311) [lysosomal lumen],HEXB(315-556) [lysosomal lumen]]"
Synthesis of bile acids and bile salts via 27-hydroxycholesterol,"5beta-cholestan-3alpha,7alpha,27-triol is translocated from the cytosol to the mitochondrial matrix",R-HSA-193808,"[5beta-cholestan-3alpha,7alpha,26-triol [cytosol]]","[5beta-cholestan-3alpha,7alpha,26-triol [mitochondrial matrix]]",[]
"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",DHNTP is dephosphorylated by PTPS to PTHP,R-HSA-1474184,[DHNTP [cytosol]],"[PPP [cytosol],PTHP [cytosol]]","[p-PTPS hexamer [cytosol],Zn2+ [cytosol],p-S19-PTS [cytosol]]"
Synthesis of PIPs at the plasma membrane,PTEN dephosphorylates PIP3,R-HSA-199456,"[PI(3,4,5)P3 [plasma membrane],H2O [cytosol]]","[PI(4,5)P2 [plasma membrane],Pi [cytosol]]",[PTEN [cytosol]]
Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives,Dehydrogenase dehydrogenates 17-HDPAn-3 to 17-oxo-DPAn-3,R-HSA-9027600,"[17-HDPAn-3 [cytosol],NADP+ [cytosol]]","[17-oxo-DPAn-3 [cytosol],NADPH [cytosol]]",[Dehydrogenase [cytosol]]
PPARA activates gene expression,Expression of CYP1A1,R-HSA-1989764,[CYP1A1 gene [nucleoplasm]],[CYP1A1 [endoplasmic reticulum membrane]],"[AHR:TCDD:ARNT [nucleoplasm],AHR:TCDD [nucleoplasm],TCDD [nucleoplasm],AHR [nucleoplasm],ARNT, ARNT2 [nucleoplasm],ARNT [nucleoplasm],ARNT2 [nucleoplasm],PPARA:RXRA Coactivator complex [nucleoplasm],TBL1XR1 [nucleoplasm],Coactivators of PPARalpha [nucleoplasm],HELZ2 [nucleoplasm],CHD9 [nucleoplasm],NCOA1 [nucleoplasm],TGS1 [nucleoplasm],CREBBP [nucleoplasm],NCOA2 [nucleoplasm],NCOA6 [nucleoplasm],SMARCD3 [nucleoplasm],CARM1 [nucleoplasm],MED1 [nucleoplasm],Activated PPARA:RXRA [nucleoplasm],RXRA [nucleoplasm],PPARA:fatty acid (Activated PPARA) [nucleoplasm],Ligands of PPARA [nucleoplasm],Palm [nucleoplasm],EPA [nucleoplasm],ALA [nucleoplasm],LINA [nucleoplasm],AA [nucleoplasm],PPARA [nucleoplasm],Peroxisome Proliferator Receptor Element (PPRE) [nucleoplasm],TBL1X [nucleoplasm],AHRR:ARNT [nucleoplasm],AHRR [nucleoplasm]]"
Nicotinate metabolism,QPRT transfers PRIB to QUIN to form NAMN,R-HSA-197268,"[PRPP [cytosol],H+ [cytosol],QUIN [cytosol]]","[PPi [cytosol],CO2 [cytosol],NAMN [cytosol]]",[QPRT [cytosol]]
Triglyceride catabolism,Gly-3-P+FAD->DHAP+FADH2 (catalyzed by mitochondrial Gly-Phos dehydrogenase),R-HSA-188467,"[FAD [mitochondrial matrix],G3P [mitochondrial matrix]]","[FADH2 [mitochondrial matrix],DHAP [mitochondrial matrix]]",[GPD2 [mitochondrial inner membrane]]
Aflatoxin activation and detoxification,"GGTs hydrolyse glutamate from AFXBO-SG, AFNBO-SG",R-HSA-5433072,"[AFXBO-SG,AFNBO-SG [extracellular region],H2O [extracellular region]]","[L-Glu [extracellular region],AFXBO-CG,AFNBO-CG [extracellular region]]","[GGT dimers [plasma membrane],GGT6 dimer [plasma membrane],GGT6(?-493) [plasma membrane],GGT6(1-?) [plasma membrane],GGT5 dimer [plasma membrane],GGT5(388-586) [plasma membrane],GGT5(1-387) [plasma membrane],GGT3P dimer [plasma membrane],GGT3P(381-568) [plasma membrane],GGT3P(1-380) [plasma membrane],GGT7 dimer [plasma membrane],GGT7(1-472) [plasma membrane],GGT7(473-662) [plasma membrane],GGT1 dimer [plasma membrane],GGT1(1-380) [plasma membrane],GGT1(381-569) [plasma membrane]]"
Glycogen synthesis,PGM1:Mg2+ isomerises G6P to G1P,R-HSA-9638127,[G6P [cytosol]],[G1P [cytosol]],"[PGM1:Mg2+ [cytosol],Mg2+ [cytosol],PGM1 [cytosol]]"
Vitamin B5 (pantothenate) metabolism,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-HSA-199206,"[PanK [extracellular region],Na+ [extracellular region]]","[Na+ [cytosol],PanK [cytosol]]","[SLC5A6:PDZD11 [plasma membrane],SLC5A6 [plasma membrane],PDZD11 [cytosol]]"
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,Potassium voltage-gated channels close in reponse to PKA,R-HSA-381713,"[Potassium voltage-gated channels (beta cell, open) [plasma membrane]]","[Potassium voltage-gated channels (beta cell, closed) [plasma membrane]]","[PKA catalytic subunit [cytosol],PRKACA [cytosol],PRKACB [cytosol],PRKACG [cytosol]]"
Acyl chain remodelling of PS,2-acyl LPS is acylated to PS by LPSAT,R-HSA-1482691,"[acyl-CoA [cytosol],2-acyl LPS [endoplasmic reticulum membrane]]","[CoA-SH [cytosol],PS [endoplasmic reticulum membrane]]","[LPSAT [endoplasmic reticulum membrane],LPCAT3 [endoplasmic reticulum membrane],LPCAT4 [endoplasmic reticulum membrane],MBOAT1 [endoplasmic reticulum membrane]]"
ChREBP activates metabolic gene expression,Transcriptional activation of GP-acyl transferase gene by ChREBP:MLX,R-HSA-163748,[],[AGPAT1 [endoplasmic reticulum membrane]],"[ChREBP:MLX [nucleoplasm],MLXIPL [nucleoplasm],MLX [nucleoplasm]]"
Vitamin B5 (pantothenate) metabolism,PPANT translocates from extracellular region to cytosol,R-HSA-8939039,[PPANT [extracellular region]],[PPANT [cytosol]],[]
Cytosolic iron-sulfur cluster assembly,NADPH reduces NDOR1:CIAPIN1,R-HSA-2564824,"[NADPH [cytosol],NDOR1:CIAPIN1 oxidized [cytosol]]","[H+ [cytosol],NADP+ [cytosol],NDOR1:CIAPIN1 reduced [cytosol]]",[]
"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",Peroxynitrite can oxidise BH4 to the BH3 radical,R-HSA-1497866,"[BH4 [cytosol],Peroxynitrite [cytosol]]",[BH3. [cytosol]],[]
Mitochondrial Fatty Acid Beta-Oxidation,ACBD6 binds LCFA-CoA,R-HSA-8848250,"[LCFA-CoA [cytosol],ACBD6 [cytosol]]",[ACBD6:LCFA-CoA [cytosol]],[]
