TopLevelPathwayName,FirstLevelPathwayName,SecondLevelPathwayName,ReactionName,ReactionID
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL1F10(?-152) binds IL1RAPL1,R-HSA-9008052
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL1F10 binds IL1RAPL1,R-HSA-9008054
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL34:CSF1 binds CSF1R,R-HSA-9009485
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-32 binds proteinase-3,R-HSA-448591
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL34 dimer binds CSF1R,R-HSA-6787820
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,TXLNA (IL14) binds syntaxin3,R-HSA-9014052
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL34 dimer binds PTPRZ1,R-HSA-8981657
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-16 is secreted,R-HSA-449077
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,TXLNA (IL14) binds syntaxin4,R-HSA-9014074
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CSF3 dimer:CSFR binds CSFR,R-HSA-8854738
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Caspase-3 cleaves pro-interleukin-16,R-HSA-449073
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CD4 binds Interleukin-16,R-HSA-449087
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL34 binds CSF1,R-HSA-9009488
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL34 dimer:SDC1 binds CSF1R,R-HSA-9009554
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,TXLNA (IL14) binds syntaxin1A,R-HSA-449117
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL34 dimerizes,R-HSA-448632
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CSF3R binds CSF3 dimer,R-HSA-6787737
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL34 dimer binds SDC1,R-HSA-9009558
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-5 receptor alpha subunit binds Interleukin-5,R-HSA-913456
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"CBL, GRB2, FYN and PI3K p85 subunit are constitutively associated",R-HSA-879917
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CBL:CRKL binds RAPGEF1,R-HSA-912734
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CBL is tyrosine phosphorylated,R-HSA-912629
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CBL binds B-cell linker protein,R-HSA-912724
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CBL binds VAV,R-HSA-912727
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CBL binds CRK,R-HSA-912790
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CBL ubiquitinates PI3K,R-HSA-912627
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,SHP1 and SHP2 dephosphorylate Y628 of IL3RB,R-HSA-914036
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-S585-IL3RB binds 14-3-3 proteins,R-HSA-912757
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,SHC1 bound to the common beta chain becomes tyrosine phosphorylated,R-HSA-879925
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,STAT5 is recruited by JAK2,R-HSA-879930
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Recruitment of SHC1 is mediated by Y593 of the common beta chain,R-HSA-879934
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Tyrosine kinases phosphorylate the receptor,R-HSA-879907
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,SHP2 can recruit GRB2,R-HSA-914022
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"JAK2 is phosphorylated, activated",R-HSA-879910
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-5 is a homodimer,R-HSA-913446
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-3 receptor alpha: Interleukin-3 binds IL3RB:JAK2,R-HSA-450031
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Activation of STAT5a/b by JAK2,R-HSA-879909
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,SHP1 and SHP2 bind the common beta chain,R-HSA-909738
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL3 stimulation induces Vav binding to Tec kinase,R-HSA-879914
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL3RB is phosphorylated on Ser-585,R-HSA-913451
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,GM-CSF receptor alpha subunit binds GM-CSF,R-HSA-913360
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-3 receptor alpha subunit binds Interleukin-3,R-HSA-450074
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-5:Interleukin-5 receptor alpha binds IL3RB:JAK2,R-HSA-913370
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,GM-CSF receptor alpha:GM-CSF binds Bc,R-HSA-913371
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-STAT5 dissociates from the receptor complex,R-HSA-921155
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,The common beta chain IL3RB binds JAK2,R-HSA-879937
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,14-3-3 zeta binding allows recruitment of PI3K,R-HSA-914182
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,The receptor is activated,R-HSA-879942
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL27 binds CRLF1,R-HSA-8950504
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"JAK1, JAK2, TYK2 in IL27:EBI3:IL27RA:JAK1:IL6ST:(JAK1,JAK2,TYK2) are phosphorylated",R-HSA-8950537
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-Y701-STAT1 and p-Y705-STAT3 dissociate from IL27:IL27 receptor,R-HSA-8950441
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-27 translocates from the ER lumen to the extracellular region,R-HSA-448421
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CRLF1:IL27 translocates to the extracellular region,R-HSA-8950731
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-Y701-STAT1:p-Y705-STAT3 translocates to the nucleus,R-HSA-8950733
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL27RA dimerizes,R-HSA-8950766
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-27 dissociates from Interleukin-27 receptor,R-HSA-8950210
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL27RA and IL6ST are phosphorylated after IL27:IL27 receptor interaction and JAK's phosphorylation,R-HSA-8950340
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-27 binds Interleukin-27 receptor,R-HSA-448427
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,EBI3:CANX binds IL27,R-HSA-8950342
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL27RA binds JAK1,R-HSA-8950716
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CANX dissociates from IL27:EBI3,R-HSA-8950398
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-STAT1 binds p-STAT3,R-HSA-8950782
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,sIL27RA translocates from the cytoplasm to the extracellular region,R-HSA-8950271
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL27 translocates from the cytosol to the extracellular space,R-HSA-8950674
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CANX binds EBI3,R-HSA-8950387
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,STAT3 and STAT1 are phosphorylated by JAKs after IL27:IL27R interaction,R-HSA-8950485
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"STAT1, STAT3 bind p-Y611-IL27RA from Interleukin-27:Interleukin-27 receptor complex",R-HSA-8950518
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL12RB1 binds TYK2,R-HSA-8950057
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of BolA-like protein 2,R-HSA-8950344
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Moesin,R-HSA-8950218
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Macrophage migration inhibitory factor,R-HSA-8950732
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of superoxide dismutase 2,R-HSA-9617941
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of heterogeneous nuclear ribonucleoprotein F,R-HSA-8950415
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Programmed cell death protein 4,R-HSA-8950721
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Phosphatidylinositol transfer protein alpha isoform,R-HSA-8950213
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Ras-related protein Ral-A,R-HSA-8950533
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Lamin-B1,R-HSA-8950681
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of lymphocyte cytosolic protein 1,R-HSA-8950426
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Heterogeneous nuclear ribonucleoprotein D-like,R-HSA-8950684
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of ADP-ribosylation factor 1,R-HSA-8950173
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of S-methyl-5'-thioadenosine phosphorylase,R-HSA-8950365
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of IFNG gene,R-HSA-9006431
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Carbonic anhydrase 1,R-HSA-8950623
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Glutathione S-transferase omega-1,R-HSA-8950175
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of transaldolase 1,R-HSA-8950367
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression U2 small nuclear ribonucleoprotein A',R-HSA-8950608
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of annexin A2,R-HSA-8950480
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Interleukin-10,R-HSA-8981073
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Ras-related protein Rap-1b,R-HSA-8950225
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Heterogeneous nuclear ribonucleoproteins A2/B1,R-HSA-8950292
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of capping actin protein of muscle Z-line alpha subunit 1,R-HSA-8950634
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of calponin-2,R-HSA-8950314
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of cell division cycle 42,R-HSA-8950637
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of PAK2,R-HSA-8950190
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Plasminogen activator inhibitor 2,R-HSA-8950567
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Peptidyl-prolyl cis-trans isomerase A,R-HSA-8950328
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Aryl Hydrocarbon receptor-interacting protein,R-HSA-8950201
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of glutathione S-transferase alpha 2,R-HSA-8950586
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of TCP1,R-HSA-8950718
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of ribosomal protein lateral stalk subunit P0,R-HSA-8950322
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of SOD1,R-HSA-8950771
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Proteasome activator complex subunit 2,R-HSA-8950260
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Expression of Cofilin-1,R-HSA-8950581
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"Expression of Stress-70 protein, mitochondrial",R-HSA-8950389
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL12B:IL12B translocates from ER lumen to the extracellular region,R-HSA-8950410
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL12A:IL12B translocates from late endosome lumen to extracellular region,R-HSA-8950347
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL12A:IL12B translocates from ER lumen to Golgi,R-HSA-8950575
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL12RB2 binds JAK2,R-HSA-8950063
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL12A:IL12B translocates from Golgi lumen to late endosome lumen,R-HSA-8950752
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL12A binds IL12B,R-HSA-8950113
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL12B translocates from the cytosol to the extracellular region,R-HSA-8950179
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL12 bound to IL12R internalises,R-HSA-8981093
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL12RB2 in IL12A:IL12RB1:p-Y-TYK2:IL12B:IL12RB2:p-JAK2 is phosphorylated,R-HSA-8950757
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Y693-STAT4 dimer translocates to the nucleus,R-HSA-8950181
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-Y693-STAT4 dissociates after IL12:IL12R interaction,R-HSA-8952807
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL12B dimerizes,R-HSA-8950456
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL12RB1:TYK2 binds IL12RB2:JAK2,R-HSA-447252
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-Y693-STAT4 dimerizes,R-HSA-8950778
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-12 dissociates from Interleukin-12 receptor,R-HSA-8950128
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,STAT4 binds to IL12RB2 in Interleukin-12 receptor complex,R-HSA-8950448
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,STAT4 is phosphorylated by p-JAK2 and/or p-Y-TYK2 after IL12:IL12R interaction,R-HSA-8950354
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-12 binds Interleukin-12 receptor,R-HSA-447226
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"JAK2, TYK2 in IL12A:IL12RB1:TYK2:IL12B:IL12RB2:JAK2 are phosphorylated",R-HSA-8950423
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"JAK1,JAK2 bound to IL27RA:IL12RB2 receptor are phosphorylated",R-HSA-8984012
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"JAK1,JAK2 bound to IL27RA:IL12RB2 receptor phosphorylate STAT1,STAT3",R-HSA-8984014
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL35 binds IL27RA:IL12RB2 receptor,R-HSA-8984001
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,JAK2 bound to IL12RB2:IL12RB2 phosphorylate STAT4,R-HSA-8983872
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,EBI3 gene transcription and translation,R-HSA-8984963
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,STAT4 binds IL12RB2:IL12RB2,R-HSA-8983876
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,JAK1/JAK2 bound to IL35:IL6ST:IL12RB2 receptor are phosphorylated,R-HSA-8950405
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL12A gene transcription and translation,R-HSA-8984964
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-STAT4 dissociates from IL12RB2:IL12RB2 receptor,R-HSA-8983878
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,EBI3:CANX binds IL12A,R-HSA-8950362
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,JAK1/JAK2/TYK2 bound to IL6ST:IL6ST phosphorylate STAT1,R-HSA-8983835
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,JAK1/JAK2/TYK2 bound to IL6ST:IL6ST are phosphorylated,R-HSA-8983834
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL35 binds IL-12RB2:IL6ST receptor,R-HSA-6809140
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL35 binds IL12RB2:IL12RB2 receptor,R-HSA-8983519
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL35 binds IL6ST:IL6ST receptor,R-HSA-8983518
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,CANX dissociates from IL12A:EBI3,R-HSA-8950740
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"STAT1,STAT3 associate with IL27RA:IL12RB2 receptor",R-HSA-8984021
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"p-STAT1, p-STAT3 dissociate from IL27RA:IL12RB2 receptor",R-HSA-8984023
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-STAT1 and p-STAT4 dissociate from IL12RB2:IL6ST receptor,R-HSA-8983983
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,STAT1 associates with IL6ST:IL6ST,R-HSA-8983841
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-STAT1 dissociates from IL6ST:IL6ST,R-HSA-8983845
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-STAT1:p-STAT4 translocates to the nucleus,R-HSA-8950522
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-35 translocates from the ER lumen to the extracellular region,R-HSA-448627
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,STAT1 and STAT4 associate with IL12RB2:IL6ST receptor,R-HSA-8983996
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,JAK2 in IL12RB2:IL12RB2 receptor is phosphorylated,R-HSA-8983870
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,JAK1/JAK2 bound to IL12RB2:IL6ST receptor phosphorylates STAT1 and STAT4,R-HSA-8950453
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL23R in IL23:IL23 receptor complex is phosphorylated,R-HSA-8950364
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-Y705-STAT3 binds p-Y693-STAT4,R-HSA-8950780
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,STAT4 binds p-Y-IL23R in IL23:IL23 receptor,R-HSA-8952749
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"STAT3, STAT4 are phosphorylated by p-JAK2, p-TYK2 in IL23:IL23 receptor",R-HSA-8950269
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"JAK2, TYK2 in IL23A:IL12B:IL23R:JAK2:IL12RB1:TYK2 are phosphorylated",R-HSA-8950591
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL23R binds JAK2,R-HSA-8950737
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-23 binds interleukin-23 receptor,R-HSA-447130
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p-Y705-STAT3:p-Y693-STAT4 translocates to the nucleus,R-HSA-8950724
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL12B:IL23A translocates from ER lumen to extracellular space,R-HSA-8950741
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL12B binds IL23A,R-HSA-8950183
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,STAT3 binds to p-Y-IL23R in IL23:IL23 receptor,R-HSA-8950583
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"p-Y693-STAT4, p-Y705-STAT3 dissociate from IL23:IL23 receptor",R-HSA-8952823
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Phosphorylation of human JNKs by activated MKK4/MKK7,R-HSA-168162
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Activated TAK1 phosphorylates MKK4/MKK7,R-HSA-450337
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Activated human JNKs migrate to nucleoplasm,R-HSA-450348
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Nuclear export of human p38 MAPK mediated by its substrate MAPKAPK2 or 3,R-HSA-450257
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Active p38 MAPK phosphorylates MAPKAPK2 or 3,R-HSA-450222
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Activated human MKK3/MKK6 phosphorylates p38 MAPK complexed with MAPKAPK2 or MAPKAPK3,R-HSA-450333
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,activated human TAK1 phosphorylates MKK3/MKK6,R-HSA-450346
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Phosphorylated MKK3/MKK6 migrates to nucleus,R-HSA-450296
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,ERKs are inactivated by protein phosphatase 2A,R-HSA-199959
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,ERK1/2 phosphorylates MSK1,R-HSA-198756
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,ERK1/2 activates ELK1,R-HSA-198731
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,ERK1/2/5 activate RSK1/2/3,R-HSA-198746
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,ERK5 activates the transcription factor MEF2,R-HSA-199929
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,ERKs are inactivated by dual-specific phosphatases (DUSPs),R-HSA-203797
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,p38MAPK phosphorylates MSK1,R-HSA-198669
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,RSK1/2/3 phosphorylates CREB at Serine 133,R-HSA-199895
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,MSK1 activates ATF1,R-HSA-199910
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,MSK1 activates CREB,R-HSA-199935
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,MAPKAPK2 phosphorylates CREB at Serine 133,R-HSA-199917
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Formation of Activated Protein 1 (AP-1) complex. cFOS/c-JUN heterodimer. ,R-HSA-450292
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,c-FOS activation by phospho ERK1/2,R-HSA-450325
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Phosphorylated MAPKs phosphorylate ATF-2,R-HSA-168053
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Activated JNKs phosphorylate c-JUN,R-HSA-168136
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Formation of Activated Protein 1 (AP-1) complex. ATF2/c-JUN heterodimer. ,R-HSA-168440
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL17RA and IL17RB bind IL25 dimer,R-HSA-447219
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,IL17RA:IL17RE binds IL17C dimer,R-HSA-5678544
Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,"IL17RA and IL17RC bind IL17A dimer,IL17F dimer,IL17A:IL17F",R-HSA-447246
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"cIAP1,2 ubiquitinates NIK in cIAP1,2:TRAF2::TRAF3:NIK",R-HSA-5668534
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"K63polyUb-cIAP1,2 ubiquitinates TRAF3",R-HSA-5668454
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,TNFA binds TNFR2,R-HSA-5668404
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,TRAF2:cIAP1/2 complex binds FN14:TWEAK,R-HSA-5676598
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,sBAFF trimer binds BAFFR,R-HSA-5676599
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,TRAF3 binds BAFFR:BAFF,R-HSA-5676596
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"LA,TNFSF14 binds LTBR",R-HSA-5668789
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"TRAF2:TRAF1:cIAP1,2:TRAF3:NIK regulatory complex binds CD40",R-HSA-5676597
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,TRAFs bind RANK:RANKL,R-HSA-5676595
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"2xRANK binds RANKL,sRANKL trimer:RANK",R-HSA-5676592
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"TRAF2:TRAF1:cIAP1,2:TRAF3:NIK regulatory complex binds LTBR",R-HSA-5676593
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"2xLTBR binds LTBR:lymphotoxin,TNFSF14 trimer",R-HSA-5676591
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,TWEAK binds FN14,R-HSA-5669023
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"RANKL,sRANKL trimer binds RANK",R-HSA-5676589
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,CD40L binds CD40,R-HSA-199404
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,2xTNFR2 binds TNFA trimer:TNFR2,R-HSA-5668467
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"cIAP1,2:TRAF2:TRAF3:NIK complex binds TNFR2 trimer",R-HSA-5668417
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,Protesomal degradation of K48polyUb-TRAF3,R-HSA-5668481
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"TRAF2 ubiquitinates cIAP1,2 in cIAP1,2:TRAF1:TRAF2:TRAF3:NIK",R-HSA-5668414
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,26S proteasome processes p-7S-p100:RELB to form p52:RELB,R-HSA-5607731
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,NIK autophosphorylates on T559,R-HSA-5668545
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"SCF-beta-TRCP ubiquitinates p-7S-p100:RELB in active NIK:p-176,S180-IKKA dimer:p-7S-p100:SCF-beta-TRCP",R-HSA-5607725
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,p52:RELB translocates from cytosol to nucleus,R-HSA-5607741
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,"Active NIK:p-S176,180-IKKA dimer phosphorylates p100:RELB",R-HSA-5607726
Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,Activation of NIK,R-HSA-5607721
