First_Reaction,Second_Reaction,Second_Reaction_Author,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,Cyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008479"",""FBXW7 polyubiquitinates RUNX2"")","Orlic-Milacic, M",R-HSA-939871,EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008479"",""FBXW7 polyubiquitinates RUNX2"")","Orlic-Milacic, M",R-HSA-939870,EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008479"",""FBXW7 polyubiquitinates RUNX2"")","Orlic-Milacic, M",R-HSA-939844,EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008479"",""FBXW7 polyubiquitinates RUNX2"")","Orlic-Milacic, M",R-HSA-939847,EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008479"",""FBXW7 polyubiquitinates RUNX2"")","Orlic-Milacic, M",R-HSA-939849,EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008479"",""FBXW7 polyubiquitinates RUNX2"")","Orlic-Milacic, M",R-HSA-939853,EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008479"",""FBXW7 polyubiquitinates RUNX2"")","Orlic-Milacic, M",R-HSA-939854,EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M",R-HSA-939857,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M",R-HSA-939856,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M",R-HSA-939863,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M",R-HSA-939862,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M",R-HSA-939866,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M",R-HSA-939869,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M",R-HSA-939868,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M",R-HSA-939871,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M",R-HSA-939870,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M",R-HSA-939844,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M",R-HSA-939847,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M",R-HSA-939849,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M",R-HSA-939853,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M",R-HSA-939854,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M",R-HSA-939857,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M",R-HSA-939856,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M",R-HSA-939863,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M",R-HSA-939862,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M",R-HSA-939866,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M",R-HSA-939869,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M",R-HSA-939868,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M",R-HSA-939871,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M",R-HSA-939870,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M",R-HSA-939844,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M",R-HSA-939847,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M",R-HSA-939849,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M",R-HSA-939853,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M",R-HSA-939854,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M",R-HSA-939857,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M",R-HSA-939856,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M",R-HSA-939863,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M",R-HSA-939862,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M",R-HSA-939866,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M",R-HSA-939869,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M",R-HSA-939868,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M",R-HSA-939871,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M",R-HSA-939870,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M",R-HSA-939844,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M",R-HSA-939847,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M",R-HSA-939849,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M",R-HSA-939853,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M",R-HSA-939854,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M",R-HSA-939857,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M",R-HSA-939856,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M",R-HSA-939863,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M",R-HSA-939862,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M",R-HSA-939866,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M",R-HSA-939869,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M",R-HSA-939868,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M",R-HSA-939871,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M",R-HSA-939870,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M",R-HSA-939844,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M",R-HSA-939847,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M",R-HSA-939849,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M",R-HSA-939853,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M",R-HSA-939854,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M",R-HSA-939857,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M",R-HSA-939856,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M",R-HSA-939863,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M",R-HSA-939862,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M",R-HSA-939866,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M",R-HSA-939869,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M",R-HSA-939868,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M",R-HSA-939871,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M",R-HSA-939870,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M",R-HSA-939844,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M",R-HSA-939847,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M",R-HSA-939849,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M",R-HSA-939853,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M",R-HSA-939854,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M",R-HSA-939857,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M",R-HSA-939856,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M",R-HSA-939863,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M",R-HSA-939862,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M",R-HSA-939866,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M",R-HSA-939869,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M",R-HSA-939868,EntityWithAccessionedSequence,Input,False,OR,0,False
